视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,3,Does Lucia speak fast or slow?,人物属性建模,Fast.,,从露西亚健身回公寓到工作之前，她就一直在讲，聊工作、聊日常，话多且密，语速也快。,,,,,,,,,,
,,,,4,Are the shared bikes in Hoboken placed randomly?,通用知识推理,No.,自行车的具体情况看不清，但是能看清这些车必须得停在桩子里，不可能随意摆放的。,定位到露西亚刚下车到达霍博肯德画面，她边走边说，身旁有一整排有桩的单车，但是看不出来是普通单车还是电单车。,,,,,,,,,,
,,,,5,What color are Just Salad's takeout boxes?,"多模态/多语言推理,通用知识推理",White.,从店里出来后博主手里拿了个圆形的外卖，应该就是这家店的食物了，可以看到盒子是白色的，上面有蓝色logo.,定位到博主准备吃午饭的片段，她在没到达饭馆之前，叨逼叨说了很多，最后确定要去just salad这家店，然后镜头才给到了这家店的画面。,,,,,,,,,,
,,,,6,Did Lucia put on lip gloss or draw her eyebrows before going out to the movies?,多跳推理,She put on lip gloss.,,露西亚晚上约了女性朋友看电影，定位到出门前的准备片段，简单涂了唇膏就出门了。,,,,,,,,,,
50,https://www.youtube.com/watch?v=Mcz69D--bhE,24:03,探索 - 旅行探险,1,Is the Giant Crab Island located in tropical or temperate zone?,"多跳推理,通用知识推理",Tropical zone.,视频拍摄于一个巨大的螃蟹岛上，有各种热带植物、螃蟹、鱼，因此岛位于热带地区。,模型可以通过多个场景捕捉到视频中的动植物种类判断出岛位于热带地区。,,,,,,,,,,
,,,,2,When do the crabs come out for food often?,通用知识推理,During the nights.,视频中的螃蟹品种是椰子蟹，而椰子蟹是夜间活动的动物。,模型可以通过识别螃蟹品种得知该螃蟹是椰子蟹，而椰子蟹是夜间活动的动物，因此大多时候椰子蟹是夜间才会出来。,,,,,,,,,,
,,,,3,Is the blogger a person who pays attention to sun protection?,"多线索推理,人物属性建模",Yes.,,模型可以通过识别博主于阳光下拍摄的视频，从而看出博主在白天会用白色粉末遮住脸部。,,,,,,,,,,
,,,,4,Does the blogger like to explore new places?,"多跳推理,人物属性建模",Yes.,,模型可以通过博主在户外积极探索、到处走路的行为判断出该博主喜欢户外探索。,,,,,,,,,,
,,,,5,How many days did the blogger spend in the island?,多线索推理,Three days.,,模型可以通过捕捉视频中白天黑夜的轮替看出博主一共在岛上呆了三天两晚，因此是三天。,,,,,,,,,,
51,https://www.youtube.com/watch?v=ui-L0KbcxRQ,29:22,vlog - 特殊事件,1,Is Lucy an introvert or an extrovert?,"人物属性建模,多模态/多语言推理",An extrovert.,,模型需定位多个片段，包括Lucy的神态以及她面对镜头讲话的流利程度等，由此可推测她是开朗外向的人。,,,,,,,,,,
,,,,2,How many ear holes does lucy have?,"人物属性建模,多模态/多语言推理",Ten.,,通过视觉可知Lucy左耳有4个耳洞，右耳有4个耳洞，而在视频中，Lucy和朋友一起又分别在左右耳上打了新耳洞，一共10个,,,,,,,,,,
,,,,3,Is there a shooting balloon challenge in Astoria carnival?,通用知识推理,No.,博主在Astoria carnival进行了街头射击得奖品的小游戏，最后博主得到了一个小马玩偶，但需注意的是和常见的射击气球的游戏不同，Astoria carnival的类似游戏设计的不是气球合适类似于纸杯的东西，因此Astoria carnival上没有shooting balloon challenge,"模型需定位Lucy去Carnival也就是嘉年华shooting,再由视频画面辨别出Lucy射击的并不是气球，而是纸杯",,,,,,,,,,
,,,,4,Is it allowed to go on slides in a summer carnival if you're above three?,通用知识推理,Yes.,通过Lucy以及她的朋友滑滑梯的片段且没有人阻止他们的可以看出，在当地的嘉年华即使超过三岁依旧可以滑滑梯，但是要注意周围的安全。,模型需要定位lucy和她的朋友滑滑梯的片段，因为他们顺利滑下来并没有人阻止，由此可推测是被允许的,,,,,,,,,,
,,,,5,Is Lucy good at doing things on her own?,"多线索推理,人物属性建模",Yes.,,模型需定位她自己漂白眉毛的片段，包括她的十分详细的准备工作，以及自己操作的过程等,,,,,,,,,,
52,https://www.youtube.com/watch?v=O0ioY7gKUvA,20:11,vlog - 烹饪,1,What is Matt’s marital status?,人物属性建模,Married.,,视频中反复使用“we”和“our”（如“our fridge”）表明两人长期共同生活并共享生活空间，符合已婚伴侣特征。,,,,,,,,,,
,,,,2,Does Matt like sashimi?,人物属性建模,Yes.,,视频中Matt在吃三文鱼刺身和金枪鱼刺身时表情享受，可以推测出他喜欢吃刺身。,,,,,,,,,,
,,,,3,How many types of food are prepared?,多线索推理,Twelve.,,视频中详细描述了早餐、午餐、晚餐和零食的各种食物。例如，早餐有草莓、牛油果吐司、芝麻菜、鸡蛋和香醋汁；午餐包括芝麻菜黄瓜沙拉、番茄马苏里拉奶酪、橄榄油和香醋；零食有桃子、胡萝卜配鹰嘴豆泥；晚餐有香蒜酱西葫芦面、土豆泥、三文鱼、西兰花；还有日式冷面、寿司、辣味午餐肉饭团等。,,,,,,,,,,
,,,,4,Is it better to roast garlic in a conventional oven or a toaster oven?,通用知识推理,Toaster oven.,视频中提到“用迷你烤箱（toaster oven）烤大蒜更便捷”（“I use my toaster oven...it’s super small”），与传统烤箱相比，小容量烤箱加热更快、耗能更低，适合少量食材处理，符合环保节能趋势。,视频中提到“用迷你烤箱（toaster oven）烤大蒜更便捷”（“I use my toaster oven...it’s super small”）。,,,,,,,,,,
,,,,5,What is hummus?,通用知识推理,Sweet peach is paired with a savory dipping sauce.,视频中博主将甜桃与咸味蘸酱搭配，称其为hummus。,视频中博主在制作hummus时使用了甜桃与咸味蘸酱搭配起来，所以可知hummus就是将甜桃与咸味蘸酱。,,,,,,,,,,
53,https://www.youtube.com/watch?v=D4-xSUJGpuY,21:00,测评 - 食品,1,What are the characteristics of a Japanese burger?,通用知识推理,Milk bun with wagyu fat.,根据Joshua介绍的日本汉堡，是两片面包夹着中间的双层和牛并淋上和牛油脂，形成闪着油光，吸引人的模样。,模型需定位根据Joshua介绍的日本汉堡的片段，是两片面包夹着中间的双层和牛并淋上和牛油脂，形成闪着油光，吸引人的模样。主要原料就是和牛。,,,,,,,,,,
,,,,2,"Which has more flavour, the Japanese burger or the Filipino burger?","多线索推理,通用知识推理",Filipino burger.,根据Joshua以及评委的评价，可以得出，菲律宾的汉堡酱料要多于日本汉堡，他加了番茄酱以及酸黄瓜，因此它的口味也会更加丰富。,模型需定位Joshua和评委在评比日本汉堡和菲律宾汉堡的片段，菲律宾的汉堡酱料要多于日本汉堡，同时加了番茄酱以及酸黄瓜，因此它的口味也会更加丰富。,,,,,,,,,,
,,,,3,Why did Joshua vote for a Serbian burger?,人物属性建模,A good refreshing way.,,模型需定位Joshua对于塞尔维亚汉堡的评价，他认为里面的小山羊肉饼和面包很好的融合，酱料也很美味，是很好的创新方式。,,,,,,,,,,
,,,,4,Does Olivia like Cuban burgers？,人物属性建模,No.,,模型需定位Olivia对于古巴汉堡的评价，她不喜欢生洋葱在汉堡里的口感，会让她感觉很突兀，因此她不喜欢古巴的汉堡,,,,,,,,,,
,,,,5,How many votes did Hamburg in Spain get?,多线索推理,3,,模型需定位到Hamburg in Spain的片段，并根据试吃者最后是否为其投票进行计数得出答案,,,,,,,,,,
54,https://www.youtube.com/watch?v=OHy7U-FuY4k,20:16,综艺 - 纪实（真人秀）,1,Where does Omelette from?,通用知识推理,France.,欧姆蛋（Omelette），又称西式煎蛋卷、杏力蛋（新加坡、马来西亚）或奄列（粤语地区），是一道菜品。一般是指煎熟的鸡蛋，中间可卷入馅料。其发源地为法国。做法是先在平底锅内加进蛋汁煎到凝固，再将煎好的圆形蛋饼对折成半圆形即可。,模型需定位视频所作菜品为西式煎蛋饼，通常情况下认为其起源于法国。,,,,,,,,,,
,,,,2,How to distinguish whether a person is a new student of cooking school or not?,通用知识推理,New students usually feel tired when stirring eggs.,在教学omelette时，厨师在打鸡蛋时说道看一个人是不是烹饪学校的新生，看他打鸡蛋时累不累就行了，可推断出在打鸡蛋时累的通常就是新生,根据“看一个人是不是烹饪学校的新生，看他打鸡蛋时累不累就行了”，可推断出在打鸡蛋时累的通常就是新生,,,,,,,,,,
,,,,3,"According to Henry's habits, where would he sprinkle the salt?",人物属性建模,Egg wash.,,模型需定位Henry在强调自己不喜欢把烟洒在锅里更喜欢洒在蛋液中，让其充分融合,,,,,,,,,,
,,,,4,Can Katsuhisa accept to eat raw egg?,人物属性建模,Yes.,,Katsuhisa在讲解他的做Omelette的方法时，做完的Omelette外皮已经成型了，内里还很柔软，在Katsuhisa切开后，里面的蛋液还是流动状态，是生的，因此可推断出Katsuhisa是可以吃生鸡蛋的,,,,,,,,,,
,,,,5,Doe Henry like cheese?,人物属性建模,Yes.,,模型需定位Henry在加cheese的片段，他说奶酪越多越好，因此他很喜欢奶酪。,,,,,,,,,,
55,https://www.youtube.com/watch?v=KngGfnki8D8,22:07,综艺 - 纪实（真人秀）,1,What does it mean when you can see the green colour of the dumpling skin?,通用知识推理,The skin is thin.,根据透出绿色的饺子皮，可以判断其皮很薄，因此可以看出里面馅料的颜色。,模型需定位主厨们对于饺子皮评价的片段，他们通常认为好的饺子的标准是饺子皮不能很厚，因此如果能看出饺子馅料的颜色说明其皮薄，达到了要求。,,,,,,,,,,
,,,,2,What is the chef's universal standard for dumpling fillings?,"多线索推理,通用知识推理",Full and juicy.,饺子的通用标准是皮薄馅大，同时馅料需要多汁 ，不能干巴巴的。,模型需定位多个片段，包括主厨们对于饺子馅料的标准，综合起来就是要充实且多汁。,,,,,,,,,,
,,,,3,If I want to try dumplings in the traditional sense what flavour should I have?,"多线索推理,通用知识推理",Chinese flavour.,主厨们对于中国饺子的评价一致认为猪肉韭菜的饺子是十分传统的经典风味的饺子，因此如果想尝试传统风味的可以尝试中国饺子。,模型需定位主厨们对于中国饺子的评价，猪肉韭菜风味的传统的经典风味饺子。,,,,,,,,,,
,,,,4,What does Chris think the skin of a fried dumpling should look like?,人物属性建模,Thicker than normal dumpling skin,,模型需定位Chris对于煎饺的饺子皮的要求，他认为需要更厚一点才能体现回弹，不容易破皮露出馅料。,,,,,,,,,,
,,,,5,Does Chris like Japanese dumplings?,"多线索推理,人物属性建模",Yes.,,模型需定位Chris对于日本饺子的评价，他认为日本饺子的皮刚刚好，出于不薄不厚的范围，柔韧的同时又有脆脆的感觉。,,,,,,,,,,
56,https://www.youtube.com/watch?v=BHAGBmkiQnw,32:45,vlog - 出行,1,Which airport is Changy's biggest competitor for the title Best Airport in the world? ,通用知识推理,Doha Hamad.,博主介绍Doha Hamad机场和Changi机场经常交替成为世界最佳机场，并贴出截图作为佐证，因此Doha Hamad是Changi最大的竞争对手。,模型可以定位到博主介绍Changi机场的世界排名，经常和Doha Hamad机场交替成为世界第一，据此可得出此结论。,,,,,,,,,,
,,,,2,What is the latest built architecture of Changi Airport?,通用知识推理,The Jewel.,Changi机场除了Jewel都是航站楼，Jewel是2019年建造的，在这之前机场就已经存在，因此Jewel是最新建造的。,模型可以获取到Jewel的建造时间2019年，要晚于其他航站楼的建造时间。,,,,,,,,,,
,,,,3,Why is it so difficult for Safiya to walk across the walking net at Rain Votex?,"多跳推理,人物属性建模",Because she has a problem in keeping balance.,,和其他游客以及Tyler相比，博主在网子上很难站立和前进，因为她无法保持平衡，她自己也说自己的重心太高。,,,,,,,,,,
,,,,4,Which floor of Jewel Mall the most kids-friendly?,"多线索推理,通用知识推理",The 4th floor.,在Jewel Mall的四楼，里面有恐龙电动车、各种玩具店、抓娃娃店，都是孩子们喜欢的可以得知相比于其他楼层，4楼是最适合孩子的楼层。,模型可以定位到Mall的四楼，里面有恐龙电动车、各种玩具店、抓娃娃店，都是孩子们喜欢的可以得知是适合孩子的楼层。,,,,,,,,,,
,,,,5,Who likes spicy food?,人物属性建模,Tyler.,,模型可以定位到在米其林日餐厅，Tyler点了辣味的拉面。,,,,,,,,,,
57,https://www.youtube.com/watch?v=5y3UhEUdezw,31:51,测评 - 工具/机械,1,What is Yun's professional role related to electric vehicles?,人物属性建模,EV database founder.,,"视频中提到 Yun 运营网站 ""evkx.net""，且明确说明其目标是建立全球最详细的电动汽车数据库（""the most complete database for every EV across the world in details""）。由此可推断 Yun 的角色是电动汽车数据库创始人。",,,,,,,,,,
,,,,2,What is the relationship between the presenter and Yun?,人物属性建模,Collaborator and follower.,,"视频中主持人提到 Yun 是其关注者（""one of my followers""），并合作推广 Yun 的电动汽车数据库网站（""he runs the evkx.net... check it out""），表明两人是合作者兼关注者关系。",,,,,,,,,,
,,,,3,Which car does Runa own in the comparison test?,"多线索推理,多模态/多语言推理",Audi S6.,,"视频中主持人提到 ""this is Yun... but uh which one is the best... also by the way this is Yun... he runs the evkx.net""，随后在续航测试环节提到 ""Run will drive behind me""，结合视频可知 Runa 是奥迪 S6 的车主（""the Audi cost how much... in the S6 it's 1250""）。",,,,,,,,,,
,,,,4,How is the ID7's 504 km range calculated in the test?,通用知识推理,Battery capacity ÷ consumption.,"视频中出现计算逻辑（""range for the ID7 is 504 km... divide it by the distance reported""），即通过电池容量除以能耗值得出续航。","视频中出现计算逻辑（""range for the ID7 is 504 km... divide it by the distance reported""），即通过电池容量除以能耗值得出续航。",,,,,,,,,,
,,,,5,Is it better to use summer or winter tires for low car consumption?,通用知识推理,Winter tires.,"主持人指出奥迪使用更宽的夏季轮胎（""Audi... equipped with wider tires and Michelin Pilot Sport EV summer tires""），而大众使用冬季轮胎（""Continental Viking Contact 8 winter tires""），可以推断得出冬季轮胎更节能。","视频中主持人指出奥迪使用更宽的夏季轮胎（""Audi... equipped with wider tires and Michelin Pilot Sport EV summer tires""），而大众使用冬季轮胎（""Continental Viking Contact 8 winter tires""），可以推断得出冬季轮胎更节能。",,,,,,,,,,
58,https://www.youtube.com/watch?v=sWQniJU6iFU,20:32,vlog - 学习,1,Does Mikayla like green plants?,人物属性建模,Yes.,,视频开头能拍到博主屋子里的概况，至少能看见三盆绿萝之类的植物。她的电脑桌上也有植物，她去亨廷顿图书馆也特别赞美了这里greenery，博主可喜欢绿植啦。,,,,,,,,,,
,,,,2,What time does Monday to Sunday close at the latest?,"多模态/多语言推理,通用知识推理",9: 30 at night.,虽然open hours也被遮挡了一半，也看不到周一到周日的对应营业时间，但能确定最晚的晚上9:30关门，应该是周末。,定位到博主去Monday to Sunday买东西的片段，她没说营业时间，但是门上贴了一整列营业时间，一共七行。,,,,,,,,,,
,,,,3,Does Mikayla only have one headset?,"多线索推理,人物属性建模",No.,,博主有向大家介绍她黑色的Marshell耳机，出门学习也总是戴着，但在她准备去secret destination的画面能看见屋里还挂着一个白色的耳机。,,,,,,,,,,
,,,,4,Is the ecological environment of Huntington Public Library good or bad?,"多模态/多语言推理,通用知识推理",Good.,无论图书馆内部还是外部，全都是一片绿色环绕，生态环境好得不得了。,博主和朋友进入图书馆后，拍了窗外的景色、图书馆内部还有水池，，绿色植物很多。看到这些景色后，博主惊叹，this is sick。,,,,,,,,,,
,,,,5,Does Ernie have a lot of beard?,人物属性建模,No.,,陪博主在图书馆学习的男性友人Ernie，仔细看他还是有胡子的，虽然不重，挺有型。,,,,,,,,,,
,,,,6,Are the straws provided by Avatar Coffee Roasters plastic or paper?,通用知识推理,Paper.,这家店主打很奇怪的黑色调，卫生间马桶都是黑色的。可以看到吸管的外层是黑色的，而内层是清晰的白色，而且吸管壁挺厚，这应该是纸吸管。,定位到博主去收银台取抹茶饮品的片段，博主拿吸管的时候也拍到了其他餐具和小物件，比如塑料刀和塑料杯盖子等。,,,,,,,,,,
,,,,7,Did Mikayla go home to another coffee shop after leaving Coffee Code?,多跳推理,Going home.,,博主在coffee code买了一杯很满意的咖啡后，带着剩余的部分离开了，场景是之前出现过的，她的工作电脑桌。,,,,,,,,,,
59,https://www.youtube.com/watch?v=kZSR2ZSA_0k,25:02,vlog - 日常（综合）,1,What brand of coffee did Sydney drink on the first morning?,多模态/多语言推理,Blank Street.,,视频开头就是第一天早上的情况，博主说了准备去喝咖啡，但是出门之前又稍微介绍了一下妈妈。然后镜头一转就是两杯咖啡的画面，杯子上写着Blank Street,,,,,,,,,,
,,,,2,Is Sydney close to her mother?,人物属性建模,Yes.,,悉尼小姐姐说了妈妈一来就帮忙收拾，出去吃饭的时候虽然没让妈妈出镜，但是能看见她有跟妈妈互动交流。妈妈喜欢中央公园，她也陪着去了，母女俩还是挺亲近的。,,,,,,,,,,
,,,,3,Is Sydney a careful or impatient person?,人物属性建模,Careful.,,博主给Ophelia的产品打包装的片段，东西不少，首饰盒子包装也挺精致，需要有耐心的人来做，悉尼还是挺细心的。,,,,,,,,,,
,,,,4,Where did Sydney go for a facial after leaving the post office?,"多跳推理,多模态/多语言推理",Caudalie.,,"博主在出租车上已经开始推荐这家店了，到了目的地才知道名字, 法语的Caudalie。",,,,,,,,,,
,,,,5,Does Caffeinated Humans of SOHO only offer coffee in cups?,"多模态/多语言推理,通用知识推理",No.,当然博主身后其他顾客也有用杯子喝咖啡的，袋装咖啡可能是这家店的特色吧。,周三博主的妈妈回去了，她自己去了一家叫Caffrinated Humans的店，没有过多介绍这家店的情况，请注意博主喝的咖啡是袋装的，比较特别。,,,,,,,,,,
,,,,6,Can I take my kids to the swings in Central Park?,通用知识推理,Yes.,先确定公园里有没有秋千，然后看玩的人有没有孩子，可以确定带孩子去中央公园荡秋千。,博主和母亲去中央公园，一开始只是大致扫了一遍公园概况，公园里秋千不少呢，有小孩也有大人在玩。,,,,,,,,,,
,,,,7,How many orange juices did Sydney order in this video?,多线索推理,One.,,需要观察博主每一次外出就餐、点外带食物、和男友母亲喝东西的片段，只在Olive这家店买了果汁，其他的不是咖啡就是酒。,,,,,,,,,,
60,https://www.youtube.com/watch?v=SLXYq7LdqD0,26:52,vlog - 工作,1,Is Paige a talkative or quiet girl?,人物属性建模,Talkative.,,博主Paige讲话语速很快，而且说起某件事的细节非常生动，记忆力也好，特别能唠。,,,,,,,,,,
,,,,2,Is the Beers restaurant popular?,通用知识推理,Yes.,这个网站应该是收录热门英国咖啡馆之类的，像一个餐厅认证标志，而且一家人吃饭的时候听得出来饭店相当得吵，菜品相当惊艳，生意很不错。,在博主父母亮相之前，镜头先给到了饭馆的招牌，一个罗马时钟上面写着XXBeers，然后爸爸就入镜了。而这个招牌下面还有一个红色的牌子，写着一串网址hotnumberscoffee.co.uk，该饭店跟这个网址有关系。,,,,,,,,,,
,,,,3,How many flags did Paige hang on the stairwell?,多线索推理,Six.,,定位到博主摆动自己做的旗帜片段，镜头是俯拍的，过于垂直的角度看不出来下面究竟有几面，下一个侧一点的镜头才能确定是六面不同国家的国旗。,,,,,,,,,,
,,,,4,Is Paige a light sleeper?,"人物属性建模,多模态/多语言推理",Yes.,,博主提到自己的床挨着隔壁领居的浴室，邻居很爱在半夜才洗澡睡觉，每当他们洗澡时，水声总会把博主吵醒，可知Paige是个睡眠浅的人,,,,,,,,,,
,,,,5,"Where did Paige go after the first lecture on Friday, a library or Apple Store?",多跳推理,A library.,,博主在本视频听的第一堂课，就是跟Tim首次相遇之后那一堂。听完课她直接爬楼梯去图书馆了，学了一会儿才去的苹果商店。,,,,,,,,,,
,,,,6,Where can people go if their Apple products get something wrong?,通用知识推理,Apple store.,博主的macbook出了点问题，不能把照片导入到iCloud里，于是她下课前往Apple store，解决了这一问题，由此可见如果苹果产品出现了问题可以去Apple store解决,博主的macbook出了点问题后，她下课前往Apple store，解决了这一问题，由此可见如果苹果产品出现了问题可以去Apple store解决,,,,,,,,,,
61,https://www.youtube.com/watch?v=Bqhb7XredW4,26:27,vlog - 特殊事件,1,Is Amalie good or bad at learning languages?,人物属性建模,Good.,,博主第一天在酒店梳头这一段，她一直在跟朋友或者工作人员说话，但是中间插入了其他非英语语言。可以听得出来博主说英语几乎没有口音，非常流利，她挺有语言天分。,,,,,,,,,,
,,,,2,What shape is the tattoo on Amalie's right wrist?,"人物属性建模,多模态/多语言推理",Heart-Shaped.,,个别镜头能看到博主的手腕纹身，比如梳头的片段，纹身在右手腕，是个心形的图案。,,,,,,,,,,
,,,,3,What's the next fashion event Amalie attended after Off-white fitting?,多跳推理,H&M Studio 2025 event.,,是跟博主工作有关的活动，不是其他吃喝玩乐的活动，off-white fitting之后是H&M的活动。,,,,,,,,,,
,,,,4,How many immunity shots did Amalie and Emilia show in total in this video?,"多线索推理,多模态/多语言推理",Three.,,定位到博主和朋友去Wild&The Moon吃饭的片段，除了好吃的，她俩还准备了跟养生、减肥有关的饮品。金黄色的那瓶叫immunity shot，这一段是一人一瓶，出现了两瓶。之后去某家餐厅吃早餐的时候，博主再次使用了这种产品，一共三瓶。,,,,,,,,,,
,,,,5,Is the Jobo Hotel doing good or bad business?,通用知识推理,Good.,Jobo酒店前台解释说现在是时装周，人特别多，没有多余房间了。而且博主是白天搬过来的，酒店就没房了，应该是比较抢手的酒店。,博主跟朋友在Wild & The Moon时就说了要换Jobo酒店。博主订得房间小，但是行李多，酒店前台建议她把部分行李放在别处，博主想换酒店，但是已经没房间了。,,,,,,,,,,
,,,,6,Is the style of the Jobo Hotel darker or brighter?,"多线索推理,通用知识推理",Darker.,从酒店的灯光、墙壁等等比较重要的元素能看出来，这家Jobo酒店可能是追求什么幽暗氛围，到处都很暗很黑，没有一点儿亮色。,酒店走廊和前台附近就黑黢黢的，背景里有艺术品也难掩沉闷。博主来到房间，房间墙纸不是纯白的，窗帘什么的都是暗红色的，卫生间地砖黑色的，马桶盖也是黑色的，给人很压抑的感觉。,,,,,,,,,,
62,https://www.youtube.com/watch?v=Dlw5i8qE8T4,20:17,vlog - 派对,1,Is The Beauty Bus a styling salon or plastic surgery company?,通用知识推理,Styling salon.,字幕也交代了博主在车上做头发，而且整个车内都是跟美发造型有关的设备，这家公司是美发业的，还提供开车上门服务。,定位到博主在一辆大巴车上做造型的片段，车身外面有thebeautybus.com字样，bus内部也有。虽然因为车门半开着挡住了部分文字，也能看到salon字样，styling只露出了一部分。,,,,,,,,,,
,,,,2,Does Loren particularly like sunglasses?,人物属性建模,Yes.,,博主几乎去任何地方都换墨镜，而且喜欢在室内戴墨镜，可以说是痴迷的程度。,,,,,,,,,,
,,,,3,Did Loren do a podcast or take a photo shoot after the fitting?,多跳推理,A podcast.,,试衣结束之后博主走了一段路，然后就来到了一个叫DM Media的地方做播客，虽然有人给她拍照片，那只是现场即兴互动。,,,,,,,,,,
,,,,4,Did Loren get her nails done at home or at a nail salon for her birthday?,多线索推理,At home.,,做完播客，点了披萨后就切换到做指甲的镜头，博主身后沙发和有文字的抱枕，在之前的片段也出现过，这是她自己的家。,,,,,,,,,,
,,,,5,Does The Cowboy Palace have live bands?,通用知识推理,Yes.,博主还在字幕提示她不认识这些乐手们，可能是当地不知名音乐人吧。,定位到博主生日当天去牛仔酒吧玩的片段，一个几乎所有人都戴着牛仔帽跳舞的地方，舞台上有正在表演的乐队，但是博主没有把现场声音录进去。,,,,,,,,,,
,,,,6,Does Loren have many or few friends?,"多线索推理,人物属性建模",Many.,,博主有几个固定的朋友，每到一个新的地方都会出现叫得上名字的新朋友，她朋友挺多的。,,,,,,,,,,
,,,,7,Did Loren just order a pizza on his phone while in the car?,多模态/多语言推理,No.,,博主做完播客坐车回家，在车上就开始点外卖了，并告诉有人已经点好了。但是回到家镜头才给到她点的外卖，除了披萨还有炸鸡呢。,,,,,,,,,,
63,https://www.youtube.com/watch?v=39MbmbDrMzw,31:37,vlog - 日常（综合）,1,What's color of the accessories does Tara like best?,人物属性建模,Golden.,,在视频画面里，有几个片段近距离展现了Tara的首饰，无论是她带的耳环、手链还是戒指，全部是金色的，因此，Tara可能最爱金色的配饰,,,,,,,,,,
,,,,2,When should I take Nutrafolpartner? ,"多线索推理,通用知识推理",After meal.,视频中Tara服用nutrafolpartner是在吃过早饭后，因此推测nutrafolpartner需要在饭后服用。,模型需要根据多个片段，看到Tara是先吃早饭后持nutrafolpartner的，由此推测nutrafolpartner需要在饭后服用。,,,,,,,,,,
,,,,3,Does Tara's father exercise regularly? ,人物属性建模,Yes.,,模型需要定位Tara和爸爸去公园锻炼的片段，片段中可以看出Tara的爸爸非常矫健，爬楼梯连Tara都觉得累，但是爸爸都没有休息，因此判断Tara的爸爸平时也有运动。,,,,,,,,,,
,,,,4,What did Tara do when she took a break from editing videos at night? ,多跳推理,She ate dessert.,,模型需要首先定位Tara晚上剪视频的片段，根据这一片段后的画面可以看到Tara给自己做了一个甜品吃。,,,,,,,,,,
,,,,5,What is the convenience of EDI editor? ,通用知识推理,It can automatically edit.,视频中Tara提到很多博主喜欢用EDI editor剪辑视频，但是自己不喜欢，因为她享受剪视频的过程，她有很多对于视频剪辑自己的小构思，由此可以判断EDI editor可以自动剪辑视频。,模型需要定位Tara提到自己怎么剪视频的片段，根据片段中的内容可以推测EDI editor有自动剪辑视频的功能，这便利了很多博主。,,,,,,,,,,
64,https://www.youtube.com/watch?v=mx-FASoazcM,24:55,vlog - 日常（综合）,1,What kind of pants would Mo wear if he wanted to train his legs? ,人物属性建模,Pants with strong support.,,模型需要定位Mo去健身的片段，片段中Mo说自己很久没练腿了，因为平时穿的短裤在练腿时很容易裂开，但是今天穿的短裤支撑性很强，所以可以练腿，由此可判断Mo练腿时会穿支撑性强的裤子。,,,,,,,,,,
,,,,2,What weather is most common in Canada during winter? ,通用知识推理,Cloudy.,视频中Mo说自己讨厌的加拿大的冬天就是阴天，一点阳光都没有，由此可推测加拿大冬天总是阴天。,模型需要定位Mo健身好在车内讲话的片段，根据Mo的话可推测加拿大冬天多阴天。,,,,,,,,,,
,,,,3,How does Mo buy coffee after working out? ,多跳推理,He drives.,,模型需要首先定位Mo健身的片段，再根据之后的片段画面分析出Mo是开车去咖啡店的。,,,,,,,,,,
,,,,4,Is Mo someone who likes to prepare meals in advance? ,人物属性建模,Yes.,,模型需要定位Mo做菜的片段，根据片段内容可以看到Mo做了三份一样的菜，并且做好后放入了冰箱，由此推测Mo是个喜欢提前备菜的人。,,,,,,,,,,
,,,,5,"In Canada, can pets go out without vaccinations? ",通用知识推理,It is not recommended.,视频中Mo说这是第一个冬天她带着她的狗狗出门散步，因为去年刚买到它的时候它还没接种疫苗，由此推测在加拿大宠物没有打疫苗是不允许或者不建议出门的。,模型需要定位Mo提到带狗狗出门散步的片段，根据片段内容可推测在加拿大宠物没有打疫苗是不允许或者不建议出门的。,,,,,,,,,,
65,https://www.youtube.com/watch?v=SuuWKJ8k-w0,20:17,vlog - 日常（综合）,1,Is Ava single? ,"多线索推理,人物属性建模",No.,,模型需要定位多个片段，片段中有男性身影，并且和Ava有亲密举动，由此判断该男子是Ava的爱人，故Ava不是单身。,,,,,,,,,,
,,,,2,How does Ava motivate herself to get things done? ,人物属性建模,By making a to-do list.,,模型需要定位第一天早上的片段，片段中Ava提到自己每天早上都会列一个待办清单，因为自己很享受做完一件事后把它勾掉时的成就感，因此Ava会通过列待办清单刺激自己做事。,,,,,,,,,,
,,,,3,Are people seeing more ads in short or long videos these days? ,通用知识推理,Short videos.,视频中Ava说现在品牌投入更多资金到Instagram和Tik Tok的短视频上，由此可知如今在短视频中会看到更多品牌推广。,模型需要定位Ava说自己要为几个品牌合约拍广告的片段，根据片段中Ava的话可以了解到现在品牌投入更多资金到Instagram和Tik Tok的短视频上，因此在短视频中更容易看到广告。,,,,,,,,,,
,,,,4,What time did Ava get up the earliest during these five days? ,多线索推理,6:45.,,模型需要定位Ava每天起床时给手机或时钟的特写，识别图中显示的时间并分析最早的时间，分析可知Ava最早是六点四十五起的。,,,,,,,,,,
