视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
48,https://www.youtube.com/watch?v=s0eSrD0SLfY,39:09,vlog - 出行,1,Is Don Quijote in Osaka suitable for Chinese shopping?,通用知识推理,Yes,虽然店铺里面没看到太多中文的痕迹，支持银联支付也能说明这家店的中国顾客挺多的，化妆品、日用品更是旅游必备，很适合中国游客光顾。,观察大阪的这家Don Quijote门口摆设，至少有两个易拉宝上写着“刷银联，享优惠”的汉字，说明这里可以用中国人惯用的支付方式。,,,,,,,,,,
,,,,2,Is Christine tall or short?,人物属性建模,Tall,,博主跟男朋友站在一起的时候几乎没有身高差，和大街上其他人比起来也是挺高挑的。,,,,,,,,,,
,,,,3,Does Christine prefer to buy drinks from vending machines or in stores?,"多线索推理,人物属性建模",Vending machines,,博主几乎在每一个城市都拍下了不止一次在自动贩卖机买东西的画面，次数比在小卖部多许多。,,,,,,,,,,
,,,,4,"If you nod to the deer at the Nara National Museum, will the deer nod back or kick you?","多线索推理,通用知识推理",Nodding back.,这些鹿除了会接受人类的投喂，还会对你的点头给予同样的回应，特别通人性，也不怕人，非常温顺可人。,定位到博主去奈良博物馆看鹿的片段，还没进去之前博主就提醒观众最好自己带饼干去喂鹿，说明游客能通过喂东西跟鹿互动。,,,,,,,,,,
,,,,5,Is the Lucia Lash that Christine went to on the first floor?,多模态/多语言推理,No,,博主说了预约了一家Lash，但没提店名。接着镜头给到了这家店的外观建筑，很明显博主准备爬楼梯上去，这家店不是在一楼的。,,,,,,,,,,
,,,,6,How many times did Christine visit Don Quijote during this trip to Japan?,多线索推理,Two times,,第一次是在大阪，第二次是在东京，博主都有提示，一共去了两次。,,,,,,,,,,
,,,,7,Which restaurant did Christine go to after leaving Don Quijote in Tokyo?,多跳推理,Yoroniku Tokyo,,在东京的Don Quijote购物之后，博主先从一家大酒店进入，但这不是最终饭店目的地，最后吃饭的地方叫Yoroniku，她可能是隶属于刚才的大酒店。,,,,,,,,,,
49,https://www.youtube.com/watch?v=tG8ZaAgCTiE,25:56,探索 - 体验新事物,1,Beside Malaysian elements，Which country's elements can also be reflected in the night market of Jalan Alor Street?,"多线索推理,通用知识推理",Chinese elements.,在Jalan Alor街的夜市里，除了马来西亚元素外，视频画面也可以看到很多灯笼，糖葫芦，臭豆腐等食物，而且大部分摊位上都有中文标识，充满了很多中国元素,模型需综合多个视频画面里的灯笼、糖葫芦，臭豆腐等食物，大部分摊位上都有中文标识这几个线索，推断出充满了很多中国元素,,,,,,,,,,
,,,,2,How long does the night market of Jalan Alor Street operate every day?,"多线索推理,通用知识推理",Eight and half an hours.,在视频中，博主介绍到Jalan Alor街的这个夜市每天大概在下午四点半营业，一直到凌晨的一点才结束，一共持续八个半小时,模型需定位到Jalan Alor街的夜市片段，根据它的开始时间和结束时间得出它的营业时间持续多久,,,,,,,,,,
,,,,3,Is the female blogger fond of stinky tofo?,"多线索推理,人物属性建模",Yes.,,博主在品尝臭豆腐后，说到没有我想象中的那么臭，吃了很多块，还喝了里面的汤汁，并且在最后的评分环节为臭豆腐打了满分，可见博主十分喜欢,,,,,,,,,,
,,,,4,How many street foods did the female blogger taste?,多线索推理,Ten.,,博主前后品尝了臭豆腐、烧麦、饮料、炸鱿鱼、牛肉串、烤鱼、烤蛙、烤棉花糖、油炸甜品和榴莲，共10种,,,,,,,,,,
,,,,5,Does the female blogger prefer to eat the whole squid or sliced one?,人物属性建模,The whole squid.,,在买炸鱿鱼时，博主说看到很多很举着一大个鱿鱼吃，博主的本意是想让服务员切成两半，自己和男友一人一个，但服务员却理解错了，切成了小块，博主对此感慨unfortunately，可见她喜欢吃没被切成小块的、完整的鱿鱼,,,,,,,,,,
50,https://www.youtube.com/watch?v=y-34-bAKgU8,22:26,测评 - 其他,1,Which Japanese trains get the highest score?,多线索推理,Pokemon.,,在父子俩体验完一种列车后，都会对其打分，模型需跟踪每一个打分画面，得出答案,,,,,,,,,,
,,,,2,Is the blogger's dad a person who cannot use irony?,"人物属性建模,多模态/多语言推理",No.,,"在博主爸爸查看日本列车的卫生间时，他站在洗手池前，伸出自己的手掌，可以看到他的手几乎完全覆盖住了洗手池，而他却说a massive sink,这里博主的爸爸明显是想表达洗手池很小，但却用了massive，是在反讽",,,,,,,,,,
,,,,3,Which Japanese train allows passengers to get access to the Internet?,通用知识推理,Laview.,"博主和父亲共体验了五六种列车，这些列车各有其特点，但其中只有Laview提供wifi,可供乘客使用网络","模型需根据只有Laview能提供wifi这一特点,得出可供乘客使用网络的答案",,,,,,,,,,
,,,,4,Is the blogger a person who can adopt the local custom?,人物属性建模,Yes.,,"在博主吃拉面时，他说周围全是吃面条发出的吸溜声，说罢同样吸溜了起来，说forgive me, I just follow the rule.说明博主是个可以适应当地文化，入乡随俗的人",,,,,,,,,,
,,,,5,"If you are a busy and tired person, which Japenese train would be better for you to choose?","多线索推理,通用知识推理",Hayabusa.,Hayabusa是当前日本最快的列车，被称为“游隼”，并且车上提供拖鞋，可自由调节座椅，尽量提供给游客舒适的体验，由此可见，Hayabusa很适合那些忙碌、疲惫的人乘坐,模型需根据Hayabusa的特点：最快、拖鞋、调节坐椅等，可推断出Hayabusa很适合那些忙碌、疲惫的人乘坐,,,,,,,,,,
51,https://www.youtube.com/watch?v=JN6lLD7k8ME,26:46,访谈 - 动态（含充分视觉信息）,1,What is the relationship between April and Posey?,人物属性建模,Friend.,,视频的开头April说非常感谢波西推荐这本书，由此推断出他们是朋友。,,,,,,,,,,
,,,,2,What can be used to make a round cookie shape?,通用知识推理,Wine glass.,视频定位到波希做馅饼模型的片段，她 没有东西可以拿来做模型，所以她选择了红酒杯，由此推理出红酒杯杯口可以用来做馅饼模型。,视频定位到波希做馅饼模型的片段，她没有带做模型的器具，她就用了红酒杯。,,,,,,,,,,
,,,,3,What to put to become brown suace?,"多模态/多语言推理,通用知识推理",Fresh tea leaves.,视频定位到盖尔做酱料的片段，她说这个酱料她需要放一点新鲜的茶叶，之后又说就可以让酱料变得更漂亮和带有一点棕色，由此推理出做酱料的时候可以放一些新鲜的茶叶来进行调味和调色。,视频定位到盖尔做酱料的片段，她在酱料里面放了一些新鲜的茶叶，可以让酱料变得更漂亮和带有一点棕色。,,,,,,,,,,
,,,,4,Is Posey interested in books?,"多线索推理,人物属性建模",Yes.,,模型需从整个视频来看，视频中他们在烹饪的同时在探讨一些书籍，看出来他们对书籍有很大的兴趣。,,,,,,,,,,
,,,,5,Where is the jam tart from?,"多线索推理,多模态/多语言推理",Greece.,,视频定位到波西介绍她要做的食物的片段，波西说她要做的是果酱馅饼，这是她在希腊的一本食谱上看见的。,,,,,,,,,,
52,https://www.youtube.com/watch?v=lOqoA3Xz0MA,28:48,vlog - 运动,1,Is Emma a lazy person?,"多线索推理,人物属性建模",No.,,Emma之前当过运动员，变成大体重之后减肥是很需要毅力的，尽管很难，她还是咬牙坚持，取得了成效，非常勤奋刻苦的人。,,,,,,,,,,
,,,,2,Does Anna fly frequently?,"多线索推理,人物属性建模",Yes.,,健身老师安娜没有说自己是不是经常出差，但是她的订阅者和学员遍布世界各地，这次是专门飞到巴黎帮助艾玛，她应该也经常乘飞机去别的地方帮助订阅者和学员。,,,,,,,,,,
,,,,3,"If you want to exercise in an reasonable way, which Youtuber can you follow?",通用知识推理,Anna Engelschall.,Emma曾经是一名游泳运动员，不训练后面临体重问题，为解决这个问题，Emma称关注了一个叫Anna的博主，并且亲自指导Emma锻炼，取得了很大的效果，可见Anna是个健身博主,Emma面临体重问题后，关注了一个叫Anna的博主，并且她亲自指导Emma锻炼，最后取得了很大的效果，可推断出Anna是个健身博主,,,,,,,,,,
,,,,4,"Besides cars, which transportation vehicle is common for people living in Paris?","多线索推理,通用知识推理",Bicyle.,除了汽车，巴黎的街头上也有很多人骑自行车出行，街头上也停着很多辆自行车,在Emma的报名短片中可以看到，除了街上各式各样的汽车，巴黎的街头上也有很多人骑自行车出行，街头上也停着很多辆自行车，自行车也是巴黎居民很常见的交通工具,,,,,,,,,,
,,,,5,Did Emma go straight to the gym after weighing herself or did she stroll around the street for a while?,多跳推理,Strolling around the street.,,艾玛有一天早上起来先称了体重，然后说准备去健身，但是下一个画面是艾玛注视清晨冷清大街，她并没有直接去健身房。,,,,,,,,,,
,,,,7,What's the color of stairs in Emma's apartment building?,多模态/多语言推理,Pink.,,安娜出发去艾玛公寓之前现在大街上预告了一下，然后来到艾玛公寓大楼按门铃，进到公寓楼了才看见楼梯长啥样，楼梯被涂成了粉色。,,,,,,,,,,
53,https://www.youtube.com/watch?v=-4OBcRHX1Bc,28:45,访谈 - 动态（含充分视觉信息）,1,What is the biggest problem with Mulloon Creek?,通用知识推理,Drought.,视频中介绍马龙农场是以马龙溪为中心的农场，马龙农场的干旱问题被解决的很好，由此推出马龙溪的主要问题是干旱。,模型需定位到视频中介绍马龙农场时，说它是以马龙溪为中心的农场，马龙农场的干旱问题被解决的很好，由此推出马龙溪的主要问题是干旱。,,,,,,,,,,
,,,,2, What country is Mulloon Farm in?,通用知识推理,Australia.,视频中Peter介绍他的马龙农场在堪培拉和海岸之间，堪培拉为澳大利亚首都，因此马龙农场在澳大利亚。,模型需定位到视频中Peter介绍他的马龙农场时，说它在堪培拉和海岸之间，堪培拉为澳大利亚首都，因此马龙农场在澳大利亚。,,,,,,,,,,
,,,,3,What is Peter's relationship to Stuart?,"人物属性建模,多模态/多语言推理",Peter is Stuart's father.,,模型需定位到视频介绍到Stuart时，他有称Peter是他的父亲，同时画面的人物介绍中也写明了他们是父子关系。,,,,,,,,,,
,,,,4,What caused Tony Coote's death?,人物属性建模,Bone cancer.,,模型需定位到视频后期，被采访者说Tony Coote不幸确诊了骨癌，在这不久之后就离世了。,,,,,,,,,,
,,,,5,Is Peter Andrews' work style authoritarian and despotic?,人物属性建模,Yes.,,模型需定位到被采访者们以及他的儿子Stuart谈到他的,,,,,,,,,,
54,https://www.youtube.com/watch?v=p49QRxO_n2c,42:26,纪录片 - 人文,1,Is Raffles a standalone building or a complex of towers?,通用知识推理,Complex tower.,视频中介绍莱佛士像是船帆一样，比纽约大厦还要高，是由八座塔楼结合而成，因此它不是独立的建筑，而是综合体。,模型需定位到纪录片介绍莱佛士的片段，片段介绍了莱佛士的高度和外貌和组成，由此可见是复杂的塔楼综合体。,,,,,,,,,,
,,,,2,Did the cable car exit before chongqing's renovation or after renovation?,通用知识推理,Before chongqing's renovation.,视频中介绍了缆车是唯一在重建后幸存下来的建设，并且早在1887年就开始修建，由此可以知道缆车是在重建之前就存在的。,模型需定位到介绍缆车的片段，根据缆车修建的年限和幸存的建设可以推理，这是在重建前存在的城市交通。,,,,,,,,,,
,,,,3,Is jili a passionate person or indiffeent person?,人物属性建模,Passionate.,,模型需定位到jili向来到重庆的外国人介绍这座城市的片段，他外语流利，声情并茂地讲述自己的家乡，可以得知他是一个热情的人。,,,,,,,,,,
,,,,4,Does jili have a deep affection for his hometown?,"多线索推理,人物属性建模",Yes.,,模型需定位到jili向来到重庆的外国人介绍这座城市的片段，他外语流利，声情并茂地讲述自己的家乡，可以得知他是一个热情的人。并且他觉得重庆的楼梯并不令他苦恼反而是健身房一样的存在,,,,,,,,,,
,,,,5,Is Martin a hard-working person or dalicate person?,人物属性建模,hard-working.,,模型需定位到马丁带主持人来到家中的片段，他介绍了自己在中国创业的过程，他第一次来到这个大城市又有了卖德国啤酒的想法，穿着短裤被溅出的油烫出了水泡还要工作12小时，由此可知他是一个勤劳的人。,,,,,,,,,,
55,https://www.youtube.com/watch?v=bu2ZMm5xp1c,21:26,vlog - 烹饪,1,Does Remi understand Zane well? ,"多线索推理,人物属性建模",Yes.,,模型需要根据多个片段，比如Remi提到Zane是自己的搭档，自己知道Zane每天会吃什么菜，而且她做的早餐有Zane最喜欢的香肠，根据这些片段可以推测Remi对Zane很了解。,,,,,,,,,,
,,,,2,What can I eat instead of rice to control my carb intake? ,通用知识推理,Cauliflower or broccoli.,Remi做午饭时没有烧米饭，而是做了西蓝花，她说西蓝花或者花椰菜可以控制碳水的摄入，由此可知控制碳水摄入可以用花椰菜或者西蓝花代替米饭。,模型需要定位Remi做午饭的片段，根据片段中的内容可知控制碳水摄入可以用花椰菜或者西蓝花代替米饭。,,,,,,,,,,
,,,,3,What does Zane require in each meal? ,"多线索推理,人物属性建模",Protein.,,模型需要定位多个片段，片段中Remi做菜时多次提到食物含有的蛋白质，由此可知Zane对每餐摄入的蛋白质含量有要求。,,,,,,,,,,
,,,,4,What are the characteristics of filet mignon? ,通用知识推理,It is the leanest steak.,Remi做牛排时说我们可以用随便什么牛排，但是菲力牛排是最瘦的牛排，因此可知菲力牛排的特点是瘦。,模型需要定位remi做牛排的片段，根据片段中Remi的话可知菲力牛排是最瘦的牛排。,,,,,,,,,,
,,,,5,How many desserts did Remi make? ,多线索推理,Two.,,模型需要定位Remi做甜品的片段，经过统计可以看到她一共做了两道甜品。,,,,,,,,,,
56,https://www.youtube.com/watch?v=bgxtr-4Avt0,32:57,教学 - 手工,1,Is there a tutorial video available for the bear lamp craft kit?,通用知识推理,Yes.,博主介绍在这个产品的购买界面有一个视频，需要看一下，由视频内容可以得出，这是一个教学视频。,模型需要定位到关于the bear lamp craft kit这个产品的片段，通过视频可以分析出在购买界面是有一段视频来演示如何操作，可以得出答案。,,,,,,,,,,
,,,,2,Is the blogger a serious person or a humorous one?,"多线索推理,人物属性建模",A humorous person.,,模型需要分析整个视频片段，通过分析博主的表情以及说话内容，可以知道博主是一个幽默的人。,,,,,,,,,,
,,,,3,"If people want to improve their sleep, which drink can they choose?",通用知识推理,Dream.,博主介绍Dream和热巧克力味道相似，并且含有褪黑素、镁等天然成分，有助于支持睡眠的所有四个，并且很好的改善了博主的睡眠情况。,模型需要定位到博主对Dream这款产品的介绍，通过分析这款产品的成分以及博主使用这个产品后的效果，可以得出答案。,,,,,,,,,,
,,,,4,How many types of DIY punch needle kits does the blogger choose?,多线索推理,Four.,,模型需要定位到博主展示她买的这款产品，分别有兔子、熊、河马、另一种熊，可以算出一共有四种。,,,,,,,,,,
,,,,5,Is the blogger good at sewing?,"多线索推理,人物属性建模",No.,,模型需要定位到博主进行缝纫的多个视频片段，可以知道博主并不是很擅长，缝纫过程总是遇到各种困难。由此可以推出答案。,,,,,,,,,,
57,https://www.youtube.com/watch?v=owGZXz3VOUc,23:01,vlog - 学习,1,What major is Ecem a student of? ,"多线索推理,人物属性建模",Medicine.,,模型需要根据多个片段，根据多个片段可知Ecem目前在医院实习，并且她上的课也都是医学相关的，由此可知她是医学专业的。,,,,,,,,,,
,,,,2,Is Ecem a man with a plan? ,人物属性建模,Yes.,,模型需要定位Ecem介绍Notion的片段，根据片段可知Ecem有详细的每日计划、每周计划甚至一年的计划，由此可知Ecem是个有计划的人。,,,,,,,,,,
,,,,3,Can Notion data be updated synchronously on multiple devices? ,通用知识推理,Yes.,Ecem说自己可以随时在任何设备上登录Notion并使用，由此可判断Notion在多个设备上的数据能够同步更新。,模型需要定位Ecem介绍Notion的片段，根据片段中的内容可推测Notion在多个设备上的数据能够同步更新。,,,,,,,,,,
,,,,4,How did Ecem go to the hospital on Tuesday? ,多跳推理,Subway.,,模型需要首先定位Ecem星期二的片段，识别到画面中文字告诉我们她要去医院了，再根据接下来的片段中地铁的画面可知她是坐地铁去医院的。,,,,,,,,,,
,,,,5,What kind of restaurant is Harry’s? ,通用知识推理,A Western restaurant.,视频中Ecem和朋友在Harry’s餐厅点的菜有奶酪沙拉、面包等等西式菜品，由此可耻Harry’s是一家西餐厅。,模型需要定位Ecem和朋友在Harry’s餐厅吃饭的片段，根据画面中的菜品可知Harry’s是一家西餐厅。,,,,,,,,,,
58,https://www.youtube.com/watch?v=OnrEPkFAeVs,21:21,综艺 - 纪实（真人秀）,1,What is the final food that chefs need to make?,多线索推理,A chocolate cake.,,模型需定位多个片段，包括游戏规则的介绍以及主厨们需要的是原料，以及最终的目标，巧克力蛋糕,,,,,,,,,,
,,,,2,Which part does James do?,人物属性建模,Staple portion.,,模型需定位James所处的厨房以及他准备的食材，包括烤乳鸽等，是作为正菜的,,,,,,,,,,
,,,,3,What's Kush's habit to make chocolate sauce?,人物属性建模,Cut the brownies into pieces and add the rest of the ingredients into a blender and mix.,,模型需定位Kush在甜点厨房做的准备，他将巧克力切块放入搅拌机，并添加面粉等原料，一起搅拌。,,,,,,,,,,
,,,,4,What is chutney?,通用知识推理,A kind of sauce.,用水果、香料、糖、醋等调制，尤指与肉或奶酪一同冷食的酸辣酱,模型需定位Ben对于chutney的解释的片段，他表示chutney是一种能够很好利用水果和蔬菜的方式，尤指与肉或奶酪一同冷食的酸辣酱,,,,,,,,,,
,,,,5,Can you add rum to make chocolate sauce?,通用知识推理,Yes.,朗姆酒最大的作用，就是调味。它可以赋予甜点一种更有层次的香气，尤其是在巧克力蛋糕等味道浓郁的甜点里。如果没有朗姆酒，这些可口的甜点尝起来，可是会差那么点儿意思的。,模型需定位Kush在搅拌机里加朗姆酒的片段，由此可见在巧克力蛋糕这类甜点中加朗姆酒是可以接受的。,,,,,,,,,,
59,https://www.youtube.com/watch?v=mulxVBOq-S8,25:57,测评 - 食品,1,What is the most recognisable food in the UK?,通用知识推理,Fish and chips.,炸鱼配薯条（Fish & Chips） 英国菜里知名度最高的非Fish & Chips莫属了，全世界人民包括没来过英国的应该都听说过英国有这么一道菜。 虽然全英国到处都可以吃到，甚至普遍到出门左转就能买到；但要说做得最好吃的地方那必须是英国沿海城市了，比如Brighton，Blackpool和Whitby。,模型需定位Jolly他们选择拍摄的食品是炸鱼和薯条，并且题目是英国最好吃的炸鱼和薯条。,,,,,,,,,,
,,,,2,Which App can people who always under overwhelming pressure seek for help?,通用知识推理,BetterHelp.,博主提到BetterHelp有很专业的治疗团队帮助那些焦虑的人，他们大多都能回归正常生活，可见BetterHelp很适合那些处于压力下的人使用,模型需根据BetterHelp的用途判断出哪些人适合使用它,,,,,,,,,,
,,,,3,What are Jolly's criteria for fish and chips?,人物属性建模,Flaky and fresh.,,模型需定位Jolly对于在这家店吃到的炸鱼薯条的评价，他认为很酥脆，鱼肉很新鲜。,,,,,,,,,,
,,,,4,What liquid does the blogger like to add when eating fired cods?,人物属性建模,Lime juice.,,在光顾第二家店时，博主往炸鳕鱼里挤了一些柠檬汁，并对味道表示了高度赞美，可见他喜欢加入一些柠檬汁,,,,,,,,,,
,,,,5,Is Ollie funny?,人物属性建模,Yes.,,模型需定位Ollie假装自己的绿色毛衣是绿幕，可以充当背景板的片段，由此可看出他很有趣也很幽默。,,,,,,,,,,
60,https://www.youtube.com/watch?v=85_qgoVXD7k,20:28,教学 - 运动,1,"If you want to train your butt, what account can you follow? ",通用知识推理,Trainwithsoph.,视频中Conagh说自己跟着trainwithsoph这个人训练，Conagh说她拥有非常漂亮的臀部，推测soph对臀部训练很有建树，故如果你想练臀可以关注trainwithsoph这个账号。,模型需要定位Conagh说自己跟着trainwithsoph这个人训练的片段，根据片段中Conagh对soph的介绍可知soph臀部练的很好，因此想练臀部的人可以关注trainwithsoph这个账号。,,,,,,,,,,
,,,,2,Is Strong's Pilates class popular? ,通用知识推理,Yes.,Conagh说自己看到很多人都去Strong练习普拉提，所以自己也来试试，因此可知Strong的普拉提课比较流行。,模型需要定位Conagh去练普拉提的片段，根据Conagh的话可推测Strong的普拉提课有很多人上，比较流行。,,,,,,,,,,
,,,,3,How many times does Conagh run in the video? ,多线索推理,Three times.,,模型需要识别Conagh跑步的片段，根据统计得出Conagh一共跑了三次。,,,,,,,,,,
,,,,4,Does Conagh work out regularly? ,"多线索推理,人物属性建模",Yes.,,模型需要定位Conagh在健身房锻炼的片段，根据这些片段可以看出Conagh对器材和锻炼顺序很熟悉，由此可知Conagh经常健身。,,,,,,,,,,
,,,,5,What does Conagh want in terms of body type? ,人物属性建模,Gain muscle.,,模型需要定位视频开头Conagh说自己从hit训练转向力量训练后能感受到上半身肌肉增加了，臀部也有明显的效果，由此可知Conagh目前的健身诉求是增肌。,,,,,,,,,,
61,https://www.youtube.com/watch?v=LHHq3hnyhgk,32:54,vlog - 亲子,1,Are the bags at Whole Foods plastic or paper?,通用知识推理,Paper.,而且在收银员身边，包括远处的收银台，都码放了一沓一沓的纸袋子，它家的包装袋都是纸的，不是塑料的。,定位到视频开头一家人去超市采购的片段，结账的时候亨特拿了一个印有Whole Foods的纸袋子，上面还画了一个胡萝卜，这是这家店的专用袋子。,,,,,,,,,,
,,,,2,Is Julia's husband used to cooking frequently？,"多线索推理,人物属性建模",No.,,定位所有在家做饭的片段，虽然老公也帮忙洗菜洗碗，但是烧菜的活儿基本都是茱莉亚一个人在做，老公会帮忙，但不是做饭主力。,,,,,,,,,,
,,,,3,Does Buck Mason's decor have warm or cool tones?,"多模态/多语言推理,通用知识推理",Warm tones.,这家店里除了能喝咖啡，还顺便卖书，书柜的颜色也是暖色的。,进入这家店之前亨特就讲出了店名，然后他们推门进入，可以看见店内黄色的柔和灯光，各种木质的设施，还有博主非常喜欢的砖铺的地面，整个店铺都是暖色调的，装饰得非常温馨。,,,,,,,,,,
,,,,4,Do both Julia and Hunter like tattoos?,"多线索推理,人物属性建模",Yes.,,两个人身上裸露皮肤的地方都要仔细观察，茱莉亚的手臂，前胸都有纹身，亨特的手臂纹身更花哨，热爱纹身艺术的夫妇。,,,,,,,,,,
,,,,5,Did Julia go shopping or go home after leaving Buck Mason?,多跳推理,Going home.,,模型需先定位到Julia离开Buck Mason的片段，再紧跟视频画面，得出接下来她去了哪个地方,,,,,,,,,,
62,https://www.youtube.com/watch?v=yhskj3vhWGY&t=8s,27:20,测评 - 工具/机械,1,What is the relationship between Jerry and the host?,人物属性建模,Co-workers.,,视频中 Jerry 和主持人共同参与测试，互动中多次使用“we”并分工合作（如计时、驾驶分工），且主持人调侃“Jerry came with the truck”，表明他们是同事。,,,,,,,,,,
,,,,2,What is Mitch Guthrie Jr.'s primary profession?,人物属性建模,Rally driver.,,视频中提到 Mitch Guthrie Jr. 是专业赛车手，目标是参加 2026 年达喀尔拉力赛（DAR Rally）并争取登上领奖台。通过其驾驶 T1 Plus 进行极限测试并与赛事直接关联，可推断他的职业是拉力赛车手。,,,,,,,,,,
,,,,3,How many assessment sessions are there?,多线索推理,Four.,,视频提到了四个测试项目：引擎性能、悬挂系统、制动能力和计时赛道圈速。,,,,,,,,,,
,,,,4,Why is the V8 engine chosen for the T1 Plus?,通用知识推理,Simplicity and power., T1 Plus 选择 V8 涡轮增压引擎是因为其结构简单且动力更强。,视频提到 T1 Plus 选择 V8 涡轮增压引擎是因为其结构简单且动力更强，需结合工程取舍推理。,,,,,,,,,,
,,,,5,What suspension upgrade defines the T1 Plus?,通用知识推理,Double wishbone dampers., T1 Plus 的悬挂采用前后双叉臂结构和双阻尼器，这是其区别于普通版 Raptor 的核心技术升级。,视频提到 T1 Plus 的悬挂采用前后双叉臂结构和双阻尼器，这是其区别于普通版 Raptor 的核心技术升级。,,,,,,,,,,
63,https://www.youtube.com/watch?v=MBQBY9b6OAU,33:29,测评 - 工具/机械,1,What is Hank Green's marital status？,人物属性建模,Married.,,视频中提到 Hank Green 在 2010 年因妻子无法观看 3D 电影而设计反向 3D 眼镜，直接表明其已婚状态。,,,,,,,,,,
,,,,2,Is Simone Giertz a positive woman?,人物属性建模,Yes.,,视频中提到Simone Giertz在2018 年被诊断出良性脑瘤，手术后复发，但她依然保持乐观，甚至将脑瘤切片丢到南极，展现了她是很积极的。,,,,,,,,,,
,,,,3,How many items are tested?,多线索推理,Fourteen.,,视频中共测评了14个物品：Clicks智能手机键盘、反向3D眼镜、目标日历、光剑Theory Sabers、蜘蛛侠式网射器、实用刀、Anarch智能手表、Hacksmith光剑、披萨酱、螺丝刀、Joyide糖果、壁纸应用Panels、Curiosity Box科学套件、Later Case手机壳。,,,,,,,,,,
,,,,4,What sweetener combination reduces aftertaste in Joyide Candy?,通用知识推理,Allulose and stevia.,Joyide 糖果使用赤藓糖醇（Allulose）和甜菊糖（Stevia）替代传统糖分，并通过两者混合降低甜菊糖的苦味后遗症。,视频提到 Joyide 糖果使用赤藓糖醇（Allulose）和甜菊糖（Stevia）替代传统糖分，并通过两者混合降低甜菊糖的苦味后遗症。,,,,,,,,,,
,,,,5,What mechanism changes the Hacksmith lightsaber's flame color?,通用知识推理,Salt crystals combustion.,光剑火焰颜色变化通过插入含盐晶体的燃烧模块实现。,视频展示光剑火焰颜色变化通过插入含盐晶体的燃烧模块实现（如绿色火焰对应特定盐类）。,,,,,,,,,,
64,https://www.youtube.com/watch?v=Ew7WP9qCnBw,21:41,测评 - 展会,1,What is Lucky Lopez's profession related to?,人物属性建模,Car market analysis.,,视频中Lucky被描述为“对汽车市场了如指掌”，且拥有经销商执照并频繁参与拍卖，说明其职业与汽车市场分析或交易直接相关。,,,,,,,,,,
,,,,2,Is Lucky Lopez familiar with the automotive market?,人物属性建模,Yes.,,视频中Lucky Lopez是汽车市场专家，协助主持人竞拍，由此过程可知他对汽车市场很熟悉。,,,,,,,,,,
,,,,3,What happens after passing the DMV exam?,多线索推理,Establishment of LLC.,,视频中在通过考试之后的相关片段之后是成立LLC公司。,,,,,,,,,,
,,,,4,What percentage is required to pass the DMV dealer license test in California?,通用知识推理,70% correct answers.,答对40题中的28题（28/40=70%）才能通过考试，需通过计算得出比例。,视频明确提到需答对40题中的28题（28/40=70%）才能通过考试，需通过计算得出比例得出70%。,,,,,,,,,,
,,,,5,What days are recommended for finding cheaper cars at Barrett Jackson?,通用知识推理,"Early Tuesday, Wednesday, Thursday.",周末和晚间是热门竞拍时段，建议选择周二至周四的早些时间竞拍低价车辆。,视频策略部分提到避开周末和晚间的热门竞拍时段，建议选择周二至周四的早些时间竞拍低价车辆。,,,,,,,,,,
65,https://www.youtube.com/watch?v=2TEIJ4EU5Qk&t=4s,23:26,测评 - 食品,1,What is the relationship between Mike and Jamie?,人物属性建模,Cooking challenge competitors.,,视频中两人共同参与烹饪挑战，互相讨论菜品制作，最终一同接受评委 Ben Ebbers 的评判，可确定为同场参赛者关系。,,,,,,,,,,
,,,,2,Will Barry stick to the rules or innovate?,人物属性建模,Innovate.,,视频中Barry 在制作汉堡时将 A5 和牛与巨无霸混合，并提到 “loving breaking rules”，其菜品以颠覆传统食材搭配和烹饪规则为核心，如违反汉堡脂肪比例常识，体现 勇于创新。,,,,,,,,,,
,,,,3,How many dishes are there?,多线索推理,Three.,,视频中一共出现了3道菜：Barry 制作了 “soggy Mac islak” 汉堡，Mike 制作了 “anarchist's croquembouche”，Jamie 制作了 “rebel's risotto”。,,,,,,,,,,
,,,,4,What rice type is traditionally required for authentic risotto?,通用知识推理,Arborio rice.,传统意大利烩饭使用“arborio rice”，而Jamie用切碎的意大利面代替，违反这一规则。,视频中提到传统意大利烩饭使用“arborio rice”，而Jamie用切碎的意大利面代替，违反这一规则。,,,,,,,,,,
,,,,5,"What cooking technique defines a Turkish ""islak burger""?",通用知识推理,Steamed bun.,土耳其湿汉堡的特点是将面包浸入番茄酱后蒸制，导致面包湿润，与普通汉堡的干燥面包形成对比。,视频中Barry提到土耳其湿汉堡的特点是将面包浸入番茄酱后蒸制，导致面包湿润，与普通汉堡的干燥面包形成对比。,,,,,,,,,,
66,https://www.youtube.com/watch?v=LqPGBCYN9BE,31:16,vlog - 出行,1,Is there any heating inside the cabin?,多线索推理,Hardly any heating.,,模型可以根据以下线索得知：他们在船舱里也穿着厚衣服、男生区晚上只有一个很小的加热器，起不到很大作用。,,,,,,,,,,
