视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
34,https://www.youtube.com/watch?v=qYzx4ZGQnc8,27:03,街头互动 - 社会观察,1,Will the Gospel Rescue Shelter take in all the homeless?,"多线索推理,通用知识推理",No,视频中提到福音救援有27条规则，实际上有些被救助的人并不符合规则，有人说被关在里面像监狱，宠物不允许进入，有时候父母和孩子一个月内无法见面等，由此可知，该救援所并不是会收留所有的无家可归的人。,模型需定位到介绍福音救援所的片段，片段中有流浪者讲述在里面的生活，并且结合cassy对规则的解说可知，该收容所对流浪者是有条件限制的。,,,,,,,,,,
,,,,2,Is the Medford Soup Shelter a nonprofit or for-profit organization?,通用知识推理,For-profit,视频中提到梅德福与其他非盈利组织合作，还提到与非营利组织相比致力于让流浪者离开公园，由此可知，这是一个营利组织。,模型需定位到mark前往梅德福的片段，他介绍了梅德福和非营利组织的区别，由此可知，梅德福是营利组织，与其他机构合作。,,,,,,,,,,
,,,,3,Does Cassy feel sympathy or disgust towards homeless people?,人物属性建模,Sympathy,,模型需定位到介绍mint创始人的片段，片段中cassy作为创始人一直在问候那些无家可归的人，并为他们给予帮助，并没有驱逐他们，由此可知她很同情他们。,,,,,,,,,,
,,,,4,Is Mark a humanitarian?,人物属性建模,Yes.,,"模型需定位到mark提及amber无法支付违规金额的片段，他说无家可归的人只能被驱逐，从一个公园搬到另外的公园，驱逐毫无意义，并且犯罪率也会提升,只有住房能解决这种问题，必须改变homeless无家可归的情况，由此可见Mark关心人的处境，以人为本，是个人道主义者",,,,,,,,,,
,,,,5,What two colors are Laura's walker?,多模态/多语言推理,Black and red,,模型需定位到劳拉讲述自己因身体不便行动而失去住所的片段，片段中她说自己会使用拐杖和助行器，通过观察可以发现她的助行器是红色和黑色的。,,,,,,,,,,
35,https://youtu.be/Chkro9-ITYM?si=LWCwdcR1FX5GHMWn,28:25,纪录片 - 自然,1,Is it convinent ot inconvinent if you wanted to fly to Socotra before 2021？,通用知识推理,Inconvinent.,视频中提到在2021年时，阿拉伯联合酋长国才开通了第一班直飞航班，因此可推断出在这之前，人们要乘飞机来的话只能从其他地方转机，不是很方便。,模型需根据抓住第一班直飞航班的开通时间这个关键信息，推断出在这之前，人们要乘飞机来的话只能从其他地方转机，不是很方便。,,,,,,,,,,
,,,,2,How many profession does Peter have?,"多线索推理,人物属性建模",Three.,,游客在介绍Peter时，分别说到了他是他们的导游、是一家旅行社的老板、还在做关于Socotra岛的博客，因此他一共有三种职业,,,,,,,,,,
,,,,3,Is Yemen's law effective on Socotra？,"多线索推理,通用知识推理",No.,在视频中，Socotra的当地人提到也门法律禁止外国人购买Socotra的土地，然而Ahmed随后说到一些建在Socotra的旅游度假区都是阿拉伯人建的，他们通过中间人购买土地，可知也门的法律并不奏效，外国人依然会通过其他手段得到Socotra土地的使用权。,模型需定位到土地购买片段，再根据Ahmed给出的一系列信息推断出也门的法律是否奏效,,,,,,,,,,
,,,,4,"After introducing the Dragon Blood Tree, what is the next scene to be presented？",多跳推理,The beach of Socotra.,,模型需先定位到龙血树片段，再跟随视频转换下一个场景：Socotra岛的海滩,,,,,,,,,,
,,,,5,Is Suleiman satisfied with his job?,"多线索推理,人物属性建模",Yes.,,视频中提到没有国际捕鱼队到这里打鱼，附近的居民人口也很少，因此竞争很小，因此作为渔民的Suleiman打鱼很容易，几乎每几分钟就能得到一条鱼，并且他一上岸鱼就会被买空，Suleiman的表情也很高兴，可推断出这种工作容易且不愁销路的工作会让他感到很满意,,,,,,,,,,
36,https://youtu.be/gNUFv5q3GOk?si=L0ojS431-Z-RRkRX,36:29,教学 - 手工,1,Is the blogger someone who likes to wear accessories？,"多线索推理,人物属性建模",Yes.,,博主是个手工教学博主，在她每次制作工艺品时，无一例外她都戴着很多的戒指，由此可推断她是个喜欢戴配饰的人,,,,,,,,,,
,,,,2,Is the blogger a person with strong innovation ability or a person with strong imitation ability?,"多线索推理,人物属性建模",A person with strong imitation ability.,,博主介绍她所制作的手工艺品的样式全来自于ins或youtube上的图片，而非自己自创，并且博主制作出的成品与她的参考样式非常相像，可知博主具有很强的模仿能力,,,,,,,,,,
,,,,3,What's the store of Home Depot?,"多模态/多语言推理,通用知识推理",It's a building material store.,博主在讲解她的第三个手工艺品时，说到他用到的塑料管是在Home Depot买到的，此时视频画面可看到Home Depot的画面，除了塑料管，还有其他的建筑材料，如水泥，木板，零件等，可知Home Depot是一家建材店,模型需定位到Home Depot片段，根据听觉得知博主的塑料管就是从这买的，有视觉可知除了塑料管，还有其他的建筑材料，如水泥，木板，零件等，可推断Home Depot是一家建材店,,,,,,,,,,
,,,,4,What is the drawback of the Waverly painting material？,"多模态/多语言推理,通用知识推理",It needs a very long drying time.,博主在制作时，用到了Waverly这种颜料，说到它是available，很好买到，使用的效果也很特殊，很好，但最后博主说到“You have to wait for the dreaded drying time.”说明它的干燥时间非常非常长，可知这是这种颜料的缺点,需要定位到Waverly颜料片段，根据博主的介绍归类出这种颜料的优、缺点，从而得出答案：它的干燥时间非常非常长是这种颜料的缺点,,,,,,,,,,
,,,,5,How many different materials are used to make the forth items?,"多线索推理,多跳推理",Four.,,"模型需定位到第四件物品的制作上，锁定不同的画面得出共使用了几种不同的材,分别是：花环、烛台、胶水和花草装饰品“",,,,,,,,,,
37,https://www.youtube.com/watch?v=AF8d72mA41M,33:44,教学 - 科技,1,Is Nobuo Ogawa a weak or brave boss?,人物属性建模,Brave,,定位到介绍中村修二发明蓝色LED的艰辛岁月，在中村修二屡次失败，其他大企业也没有进展的时候，老板小川信雄拿出了大笔资金支持研发工作，他非常勇敢且坚韧。,,,,,,,,,,
,,,,2,Is zinc selenide yellow or orange?,多模态/多语言推理,Orange,,定位到博主介绍制造蓝色LED的关键材料，zinc selenide和 gallium nitride，仔细辨别两种化合物的颜色，zinc selenide是橘色的。,,,,,,,,,,
,,,,3,Which kind of light can effectively sterilize?,通用知识推理,Ultraviolet light.,视频放了一张使用LED灯的细菌数量对比图片，中村修二也说了我们可以消灭COVID-19，说明这是UV，也就是紫外线的功劳，不是LED灯的作用。,定位到中村修二带领博主参观美国公司的片段，他说该公司的股票在新冠疫情期间大涨，因为大家都要用UV LED灯，可见这种灯能对付病毒。,,,,,,,,,,
,,,,4,Are Nobel Prizes only awarded for inventions of that year?,通用知识推理,No,无法得知诺贝尔奖的评奖标准，但是能确定它奖励的都是很重大的科学突破，不局限于该突破发生的时间。,中村修二是1992年发明的蓝色LED，但是诺贝尔奖是2014年才给他颁奖，可见诺贝尔不是针对本年度的发明创造。,,,,,,,,,,
,,,,5,Does Shuji Nakamura always wear glasses?,"人物属性建模,多模态/多语言推理",No,,需定位全部中村修二的片段，他大部分时间并不戴眼镜，部分动画和在美国的片段是戴眼镜的。,,,,,,,,,,
,,,,6,Who became the CEO of Nichia after Nobuo Ogawa stepped down?,多跳推理,"His son-in-law, Eiji Ogawa",,定位到小川信雄卸任的片段，随后儿子出场，他接任了公司CEO的职位。,,,,,,,,,,
,,,,7,How many red LEDs were shown in the video before Monsanto's green LED appeared?,多线索推理,Three,,视频开头博主介绍红色LED时手里拿了两个红色LED，之后介绍了第一个发明红色LED的人，然后才是Monsonto的绿色LED，一共三个红色LED。,,,,,,,,,,
38,https://www.youtube.com/watch?v=nHFjFXDJgm8,24:53,测评 - 工具/机械,1,Is Mike Quincy praising or criticizing SUV designs?,"多线索推理,人物属性建模",Criticizing.,,"模型需要定位到Mike的相关片段，他明确批评当前汽车市场""SUV overload""（""SUV泛滥""）和""inundated with them""（""被SUV淹没""），并质疑消费者是否已产生""审美疲劳""（""backlash""）。他通过反问句""is any time now there's going to be... people going to say I'm tired of it""强化这一批判立场，表明其核心批评指向SUV设计的同质化泛滥。",,,,,,,,,,
,,,,2,Does Gabe Shanhower prefer Crown Signia or Lexus?,人物属性建模,Lexus.,,"模型需要定位到Gabe的相关片段，他多次提到混合动力系统在高速时的引擎噪音问题（""unpleasant engine noise""），并对比Lexus 500h的动力总成，说明他对丰田混动系统的精细化程度不满。",,,,,,,,,,
,,,,3,What is tested prior to the dynamic validation of the road?,多跳推理,Laboratory digital calibration.,,模型先定位到dynamic validation of the road的相关片段，在定位到Laboratory digital calibration.的片段。,,,,,,,,,,
,,,,4,What vehicle design feature distinguishes Crown Signia from standard Crown?,通用知识推理,Functional hatchback implementation.,"视频中提到Signia是真正的掀背车（""functional hatchback""），而Crown仅是造型类似。需通过对比两款车的行李空间设计差异进行推理，得出结论Functional hatchback implementation。","模型需要定位到视频中提到Signia的相关片段，它是真正的掀背车（""functional hatchback""），而Crown仅是造型类似。需通过对比两款车的行李空间设计差异进行推理，得出结论Functional hatchback implementation。",,,,,,,,,,
,,,,5,What modern safety system reduces tire placement importance?,通用知识推理,Electronic stability control.,"Ryan提到稳定性控制（""stability control mitigated oversteer""）降低了后轮抓地力的绝对需求，但依然建议新胎装后轮。需要理解ESC如何通过制动干预弥补物理抓地力差异，所以推出结论Electronic stability control。","模型需要定位到Ryan的相关片段，提到稳定性控制（""stability control mitigated oversteer""）降低了后轮抓地力的绝对需求，但依然建议新胎装后轮。需要理解ESC如何通过制动干预弥补物理抓地力差异，所以推出结论Electronic stability control。",,,,,,,,,,
39,https://youtu.be/k7Fo6FXlejA?si=XFWacMbcROU6dhoL,21:35,测评 - 服装,1,Is it true that the products in the “Dollor Tree“” in the United States are only sold for one yuan？,通用知识推理,No.,博主拿着15美元的预算到一元商店Dollor Tree购物，但最后这15美元仅仅买到了5件东西，可推断一元商店Dollor Tree的商品并非都是1元,模型需先定位到一元商店Dollor Tree片段，再根据预算和买来的物品数量是否一致，来推理出答案。,,,,,,,,,,
,,,,2,What's Hope's favourite color?,"多线索推理,人物属性建模",Golden.,,在视频中，Hope买来测评的衣服全是金色的，并且用来搭配的配饰也全是金色系的，由此可推断她最爱的颜色就是金色,,,,,,,,,,
,,,,3,What is the color of the bag bought by the blogger on H&M？,"多跳推理,多模态/多语言推理",White.,,模型需首先由听觉定位到H&M片段，再由视觉信息得出博主买的包的颜色为白色,,,,,,,,,,
,,,,4,Does the blogger prefer shiny clothes or dim clothes？,"多线索推理,人物属性建模",Shiny clothes.,,博主在测评衣服时，首先注意到的就是他们的闪亮程度，即使是一些面料不太好的衣服，她也会因为亮闪闪而给予更高的评价，相反，就算是面料还不错的衣服，如果上面没有亮闪闪的珠子，她的评价不会太高，由此推断博主喜欢亮闪闪的衣服,,,,,,,,,,
,,,,5,"If people want to buy clothes online but don't have any relevant reviews, which app can they seek help from？",通用知识推理,Tiktok.,博主在Bal Bella网购的一件衣服没有任何评论，这时博主用Tik Tok来看看其他人对这家店铺的评论，以此来确定这家店是否可靠，因此，当没有评价时，人们可以检索Tik Tok，以寻求帮助,模型需整合博主的问题，解决方法以及得到的反馈这三方面信息来推断出没有评价时，人们可以检索Tik Tok，以寻求帮助,,,,,,,,,,
40,https://youtu.be/7xc_OAfs62Y?si=6FocagB3yicw4MAL,27:22,测评 - 生活用品,1,Which brand of shoes is the most expensive？,多线索推理,Paloma.,,博主测评了来自三个品牌价格不同的鞋子，分别是：supernova\walmart\paloma，价格分别是21、100和805，模型需整合不同的价格片段，找到最贵的鞋子,,,,,,,,,,
,,,,2,Can possibly the blogger is a animal lover?,人物属性建模,Yes.,,博主在选择夹克时，选的是“素食皮革”，也就是人造皮革，没有选择动物皮革的夹克，推测出博主大概是个爱护动物的人,,,,,,,,,,
,,,,3,"What is the target audience of the brand ""Aliexpress""? The poor or the rich?","多模态/多语言推理,通用知识推理",The poor.,在博主展示Aliexpress的夹克时，说到这是她花39元买来的，博主没有提到这是打折价，因此是原价购买的，由此可知Aliexpres的衣服都比较便宜，以穷人群体作为受众,模型需根据听觉定位到Aliexpres片段，再由视频锁定商品的价格，以小推大，得出Aliexpres的受众群体,,,,,,,,,,
,,,,4,"For the blogger, is it diffcult to buy a hair extension that is suitable for her?",人物属性建模,Yes.,,在博主购买接发神器时，她提到，不怎么有粉红色的假发，我需要自己买回来再加工一下，并且根据视频画面假发大多是亚麻色的，因此粉色头发的博主很难买到适合她的假发,,,,,,,,,,
,,,,5,"What is the price of the ""simle necklace"" of Tiffany&Co?","多模态/多语言推理,通用知识推理",2000$,"博主准备了3个同款不同价的项链，他们的款式全部来源于Tiffany&Co，而当博主介绍到第三件物品时，说到这是一件normal thing,说明第三件物品正是Tiffany&Co的正品，售价为2000美元，得出答案",模型需由听觉锁定来源于Tiffany&Co的商品，再由视觉结合视频画面，得出商品价格,,,,,,,,,,
41,https://youtu.be/SNklLxR3tPo?si=SQg5Kmq7vahTjJxe,22:23,纪录片 - 自然,1,Is it more suitable for eagles to survive on their own or rely on people's feeding？,"多线索推理,通用知识推理",Relying on people's feeding.,视频中的专家说到鹰在野外可以存活20-30年，但圈养的话可以活50年，并且说道鹰是机会主义猎人，不喜欢在找食物上太辛苦，由此可推断鹰更适合人工饲养,视频中的专家说到鹰在野外可以存活20-30年，但圈养的话可以活50年，并且说道鹰是机会主义猎人，不喜欢在找食物上太辛苦，由这两点信息可推断鹰更适合人工饲养,,,,,,,,,,
,,,,2,Do eagles lay eggs in the same nest every year？,"多模态/多语言推理,通用知识推理",No.,Gerald提到，一对鹰每年都会筑巢，巢的深度逐年加深，并且每年都会往巢里添蛋，说明鹰每年都要筑一个新巢，每年都把蛋下在不同的巢里。,模型需整合Gerald提到的信息，得出答案：每年都把蛋下在不同的巢里。,,,,,,,,,,
,,,,3,Is Gerald a eagle lover?,人物属性建模,Yes,,Gerald已经退休了，管理观察这些鹰并不属于他的工作，但他依然每天坚持带着专业设备，驱车来查看这些鹰的情况，可知他一定十分喜爱鹰,,,,,,,,,,
,,,,4,What color were the feathers on the head of the eagle that died from avian influenza when it passed away？,"多线索推理,多跳推理",White.,,视频中提到那只死于禽流感的鹰去世时22岁，并且它一直生活在野外，寿命大概只有20几岁，并且视频中还提到鹰的头变白需要5年的时间，那这只鹰去世时是一只白头鹰,,,,,,,,,,
,,,,5,What's animal does Pual admire most?,人物属性建模,Eagle.,,Pual提到在放飞痊愈的鹰时，他手里打着鹰鼓，每个来观看的人都带着羽毛，并且说道是鹰让他学到了爱和分享，给了他内心的力量，可知Pual最崇敬的动物就是鹰,,,,,,,,,,
42,https://www.youtube.com/watch?v=udhl2mzfLbc,21:37,测评 - 电子产品,1,What other electronic devices can Creality connect to besides computers and usb drive?,"多模态/多语言推理,通用知识推理",Phone,视频中提到了应用程序的关联，通过观察可以看到在手机app上也可以看到打印过程，由此可知这款设备是可以通过手机监测打印过程的。,模型需定位到迈克尔介绍如何与手机应用关联的片段，通过观察，关联后手机屏幕出现了打印的过程画面，是由机器本身自带的摄像头拍摄的，手机可以远程监控。,,,,,,,,,,
,,,,2,Does ASA bond easily to PETG?,通用知识推理,Yes,将asa材料拿下来时，有底部的asa站在了petg粉末涂层上，并且难以清理，但在打印其他东西时没有粘合，由此可以推测，asa易于petg材料粘合在一起。,模型需定位到迈克尔打印出工程灯丝组件时的片段，他将asa材料拿下来时，有底部的asa站在了petg粉末涂层上，由此可以推测，asa易于petg材料粘合在一起。,,,,,,,,,,
,,,,3,Is Michael a truthful person or a hypocrite?,"多线索推理,人物属性建模",Truthful,,模型需定位到迈克尔发现了机器的问题的片段，他提到外表看机器是很好的，但是内部却发现了问题，灯丝的路径没有足够的约束容易弯曲，而公司发现这个问题时已经晚了。并且3d打印时也会有材料站在板子上的问题等。由此可知他是一个实事求是、真实的人。,,,,,,,,,,
,,,,4,Is Michael an organized person or an unorganized person?,"多线索推理,人物属性建模",Organised,,模型需定位到整个视频中，通过迈克尔的讲解过程非常细致、以及组装打印机也很流畅的各方面可以看出，他是一个很有条理的人，能够把复杂的安装程序和功能介绍给观众。,,,,,,,,,,
,,,,5,What is the background color of the Creality touch screen when it is turned on?,多模态/多语言推理,Black,,模型需定位到迈克尔介绍触摸屏开机以及物理设置需要的时长的片段，通过观察可以看到开机时背景是黑色的。,,,,,,,,,,
43,https://youtu.be/Vz0BD1v8N5U?si=3QZTFSGnw3JXJf58,22:28,访谈 - 静态（对话密集型，少量视觉信息）,1,What's the profession of Roselia?,人物属性建模,Singer.,,主持人在问到和Roselia合作的感受时，Lisa表示喜欢她的音乐，她的表演，当她在科切拉音乐节第一次见到她时，Lisa惊呆了，可知Roselia是名歌手,,,,,,,,,,
,,,,2,"For Lisa, what's the most difficult thing when she raps?",人物属性建模,English pronounciation.,,Lisa表示她在用英语说唱时，由于英语和泰语、韩语间的差异，v的音很难发，她总是会把v发成别的音，可知对Lisa来说，最难的就是发音。,,,,,,,,,,
,,,,3,What's hot sauce is used to cook after the Elotes Loco?,多跳推理,Los Calientes.,,模型需先后定位到两种辣酱，先用的是the Elotes Loco辣酱，后用的是Los Calientes辣酱，得出答案。,,,,,,,,,,
,,,,4,"Where the program ""Hot Ones"" is filmed?",通用知识推理,Los Angles.,在节目上，当Lisa对主持人打趣说能把你的护肤品借给我吗，主持人回答说“不行，我没把它带来洛杉矶”，可推断出节目是在洛杉矶录制的。,模型需定位到护肤球片段，结合Lisa的提问和主持人的回答得出答案。,,,,,,,,,,
,,,,5,Is the traffic in Thailand's Chinatown always crowded?,通用知识推理,No.,在视频中，Lisa提到泰国的唐人街的交通非常拥挤，但她后面还提到有一次她凌晨3:30到这时，街上没有人，也就是说夜晚的唐人街交通并不拥挤，推断出在白天和晚上唐人街的交通拥挤情况是不一样的,模型需定位到唐人街片段，根据Lisa提到的白天泰国的唐人街的交通情况对比晚上的交通情况，得出答案,,,,,,,,,,
44,https://www.youtube.com/watch?v=Tt6WQYtefXA,25:26,教学 - 工业制造,1,Is the smelter in Shimane province of Japan located in the city centre or in the mountains?,"多模态/多语言推理,通用知识推理",In the mountains,画面里有小溪，俯拍镜头群山环绕，可见这个作坊建在山里面。,定位到开头简要介绍冶炼作坊的片段，博主只提到了这个作坊一年只生一次火，但没提它的位置。,,,,,,,,,,
,,,,2,How many part-time swordsmiths are there in Japan?,通用知识推理,270,需要做一下减法，300-30=270,定位到介绍判断钢的质量和铸剑师概况的片段，日本一共有300名铸剑师，其中30人是全职铸剑师,,,,,,,,,,
,,,,3,Do workers need to stand in a particular position when adding charcoal to the furnace?,"多模态/多语言推理,通用知识推理",Yes,结合整个铸剑的过程，很多步骤都需要仪式感，加木炭也需要四个人站在四个角，是需要特殊站位的。,定位到博主也参与往熔炉里加木炭的片段，工作人员指定了他的位置，可以看到熔炉的四个角分别站着一个人。,,,,,,,,,,
,,,,4,How many times did Petr shovel the slag?,多线索推理,Two,,定位到介绍炉渣成分及博主参与铲炉渣的片段，他一共铲了2次。,,,,,,,,,,
,,,,5,Does Akihira have a lot of hair?,人物属性建模,No,,定位到铸剑师Akihira出场片段，他几乎是个光头，没啥头发。,,,,,,,,,,
,,,,6,How many times did Pete hammer the iron?,多线索推理,Five,,定位到博主体验打铁的片段，仔细计数，一共打了5次。,,,,,,,,,,
,,,,7,Is Akihira very stong and heat resistant?,人物属性建模,Yes,,博主在铸剑师的屋子里呆了一会儿就出来了，他说了里面非常热，说明铸剑师又有劲儿又耐热。,,,,,,,,,,
,,,,8,What do you need to do before engraving the sword?,多跳推理,Polishing,,定位到铸剑尾声的部分，如果要雕刻图案，应该在抛光之后进行。,,,,,,,,,,
45,	https://www.youtube.com/watch?v=7wTr0dPuEh0,22:24,街头互动 - 采访,1,"Is Kevin a person who values work-life balance?
",人物属性建模,Yes.,,首先模型现需要定位到关于Kevin的内容，然后根据Kevin的讲话，经营店铺25年，但选择早关门享受家庭生活，强调努力工作但不过分追求利润，故而推出他是一个重视Work-life balance的人。,,,,,,,,,,
,,,,2,What motivates Khed in his career as an affiliate manager? Skill factor or money factor?,"多跳推理,人物属性建模",Skill factor.,,	模型首先需要定位到关于Kehed的内容，然后根据Kehed的回答分析，他说自己擅长谈判、营销，为什么不从事这一行业呢？强调如何通过谈判技巧提高销售。综合推出他的工作选择动机是Skill因素,,,,,,,,,,
,,,,3,Why might real estate be a popular investment in Malta?,"多跳推理,通用知识推理",Rising property values,"根据Kevin和Cleod的回答,他们都在Malta买了房子并说房价一直在涨，Kehed想在这里买房，故可知这里Rising property values使房地产投资受欢迎。",	模型需要先定位到视频中的有几个被访者提到了关于房地产的内容，4个受访者中有3个提到了房地产，分别是Kevin、Cleo、Khed，然后根据他们的回答推出Malta房地产投资受欢迎的原因。,,,,,,,,,,
,,,,4,Who are the main customers for St Julian’s retail stores?,通用知识推理,Tourists,根据Kevin的讲话，他在 St Julian有家零售店，主要销售饮品、零食，这是一个旅游区，建议开一家24小时营业的零售店，故得知 St Julian的零售店主要顾客就是旅游区的游客,模型需要先对Kevin的话进行总结，他提到自己St Julian开零售店，主要出售饮品、零食，这是个旅游区，他建议有想法的年轻人可以在这开一个24小时零售店，综上信息可以推出这个地区的零售商店主要面向游客。,,,,,,,,,,
,,,,5,What color is Daniel's car?,多模态/多语言推理,White,,模型首先需要根据音频定位到谁是Danel，然后根据视频判断她紧贴的汽车颜色,,,,,,,,,,
,,,,6,How many people were interviewed in total?,多线索推理,Four,,模型需要从视频开始到结束对接受采访人数进行统计，共有四人接受了采访,,,,,,,,,,
46,https://www.youtube.com/watch?v=qOrJkfryLFg,20:48,测评 - 展会,1,How can you visit the Conciergerie to better understand its history and original appearance? ,通用知识推理,Get a tour pad.,视频中他们在参观Conciergerie的时候手里拿着一个pad，扫描展点的二维码可以看到它的原貌和讲解，因此为了更好地了解Conciergerie的历史和原貌在参观时建议领一个pad。,模型需要定位他们参观Conciergerie的片段，感觉片段中他们拿着pad以及pad中显示的画面可知pad可以用来更好地了解Conciergerie。,,,,,,,,,,
,,,,2,Is it possible to visit the Pantheon's dome in March? ,通用知识推理,No.,视频中科林说自己很想去参观万神殿的穹顶，但是刚刚才知道穹顶只有在4月到10月开放，因此三月参观不到万神殿的穹顶。,模型需要定位他们去万神殿的片段，根据片段中科林的话可知穹顶4到10月开放，因此三月参观不到穹顶。,,,,,,,,,,
,,,,3,What did Anthony and Colin do after visiting Les Invalides? ,多跳推理,They had lunch.,,模型需要首先定位他们参观Les Invalides的片段，再根据该片段之后的画面判断两人去了哪里，根据画面可知他们去吃午饭了。,,,,,,,,,,
,,,,4,Does Colin like croissants? ,人物属性建模,Yes.,,模型需要定位他们入住酒店的片段，片段中科林上楼梯时说这（指走楼梯）对自己很好，因为自己刚刚把羊角包全吃完了，判断科林是因为喜欢吃羊角包所以都吃完了。,,,,,,,,,,
,,,,5,What is the relationship between Anthony and Colin? ,人物属性建模,Husband and wife.,,模型需要根据整个视频两人的互动以及安东尼称呼科林为“my darling”，由此可知两人关系亲密，推测是夫妻。,,,,,,,,,,
47,https://www.youtube.com/watch?v=iUwcMIrVgjQ,21:13,测评 - 展会,1,Does the blogger have extensive exhibition experience? ,人物属性建模,Yes.,,模型需要定位视频主人公介绍自己的展会经验的片段，根据片段中的介绍可以知道这个人有设计横幅、带队到海外很多地方参加展会的经验。,,,,,,,,,,
,,,,2,Which company does the blogger currently work for? ,"人物属性建模,多模态/多语言推理",GlobalSim.,,模型需要根据听觉识别到主人公说这是他目前工作的公司，再根据视觉看到画面中显示的公司名称为GlobalSim，所以视频主人公目前在Globalsim工作。,,,,,,,,,,
,,,,3,What technologies can surgicalscience provide? ,"多模态/多语言推理,通用知识推理",Virtual surgery.,视频中画面显示surgicalscience这家公司的时候可以看到画面中有个假人模型，根据视频主的介绍这是用来做虚拟外科手术的，因此可知surgicalscience这家公司可以提供虚拟外科手术的技术。,模型需要首先根据视觉识别到画面中的公司叫surgicalscience，再根据听觉听到视频主人公介绍这家公司在展会上可以让大家体验虚拟外科手术，由此可知surgicalscience这家公司可以提供虚拟外科手术的技术。,,,,,,,,,,
,,,,4,How many negative examples does the blogger give when talking about the importance of having a striking company name at a trade show? ,多线索推理,Four.,,模型需要定位视频主说展会上醒目公司名重要性的片段，片段中放了几个正面例子，几个反面例子，模型需要统计反面例子有几个，可以看到总共有四个反面例子。,,,,,,,,,,
,,,,5,Is more content on a trade show banner better? ,通用知识推理,No.,视频主人公说展会横幅要保持清爽，通常能让大家知道你们公司是做什么的就行，因此不是内容越多越好。,模型需要定位第五个tips的片段，根据片段中视频主的话和他举的几个例子可知展会横幅上的内容不是越多越好。,,,,,,,,,,
48,https://youtu.be/zZF05AkxMts?si=VqMlUmJEcbpqvVok,32:48,综艺 - 游戏,1,What breed of puppy is Mary?,多模态/多语言推理,Golden Retriever.,,在主持人介绍小狗Gary时，说它是一只金毛犬，而当嘉宾答对题目即将获得第二只小狗时，主持人介绍她的名字叫mary，模型需要根据听觉将小狗和Mary对应，视觉上还可发现Maty和Gary几乎一摸一样，可推断出Mary也是一只金毛犬,,,,,,,,,,
,,,,2,Is Keanu a fortunate or unfortunate guy?,"多线索推理,人物属性建模",Fortunate.,,本节目的第一个环节是一个关于动物的问答节目，由Keanu的语言，表情等可知Keanu对这些问题并不十分了解，但在三轮问答中，他却全部找到了正确答案，推断出他是个很幸运的人,,,,,,,,,,
,,,,3,How many puppies does Keanu get in the end of the quiz?,多线索推理,Six.,,第一轮里，Keanu因回答正确而获得一只小狗，对手回答错误，而得到第二只小狗，第二轮里，自己回答正确而得到了双倍的小狗，对手回答错误又获得了两只小狗，总计6只,,,,,,,,,,
,,,,4,Is Keanu a clever person?,人物属性建模,Yes.,,节目的最后一个问答题是在电影Air Bud里，共出现了几只小狗，Keanu并不知道答案，但他却很机智地写下了6这个答案，他解释说道，6也可以是9，也就是他写下了一个数字，却有两种答案可以选择，可见他十分聪明。,,,,,,,,,,
,,,,5,What theme are the questions in the Q&A section of the Tonight Show focus on？,"多线索推理,通用知识推理",Animal.,根据主持人提出的问题：爱尔兰唯一的爬行动物是什么；下面的哪个不是动物的真名；羚羊是什么类型的动物等问题，可知 the Tonight Show问答环节的题目都是围绕动物的。,模型需定位到主持人提出问题的各个片段，归纳其主题，得出答案。,,,,,,,,,,
,,,,6,Are the invited guests of the Tonight Show celebrities or ordinary people?,"多线索推理,通用知识推理",Celebrities.,这个节目的受邀嘉宾有Keanu、Suga、Jenna、Millie等，根据观众的反应，尤其是Suga出场时，观众强烈的欢呼声，大声叫着他的名字，可知受邀嘉宾全部是名人，而非普通大众,模型需分别定位到该节目嘉宾的出场画面，根据观众的反应，以及对这些嘉宾的人物识别，推测出受邀嘉宾全部是名人，而非普通大众,,,,,,,,,,
49,https://www.youtube.com/watch?v=6DPvnOowWe0,26:10,测评 - 展会,1,What is the overall color scheme of the Disney 100 exhibition? ,通用知识推理,Blue and black.,视频画面中Disney 100展整体色调是很暗的，以蓝色和黑色为主。,模型需要定位主人公参观Disney 100展的片段，根据整个片段的画面色调可看出Disney 100展的主色调是蓝色和黑色。,,,,,,,,,,
,,,,2,What is the difference between regular tickets and VIP tickets for the Disney 100 exhibition? ,通用知识推理,VIP tickets have extra gifts.,视频主人公买的是vip票，在参观结束后工作人员给了他们一人一袋礼品，两人还在回程的缆车上展示了都有什么礼品，因此Disney 100展的vip票比普通票多一袋礼品。,模型需要定位视频主人公展示礼品的片段，由片段可知这袋礼品是vip专属，故Disney 100展的vip票比普通票多一袋礼品。,,,,,,,,,,
,,,,3,Do the blogger know anything about Disney animation? ,人物属性建模,Yes.,,模型需要根据整个视频，视频中主人公在参观Disney 100展的时候对展览上的每个动画人物和情节都知道，由此可见他们对迪士尼动画很了解。,,,,,,,,,,
,,,,4,How many times did the blogger take the cable car? ,多线索推理,Twice.,,模型需要识别视频主人公做缆车的片段，并统计这样的片段出现了几次，可以看到一共出现了两次。,,,,,,,,,,
