视频序号,视频_url,视频长度（min）,视频类型,问题序号,"问题
","问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,4,What design of the prison did Dave introduce before introducing the visitor center? ,多跳推理,The design of the 5.2-meter-high anti-climb fence.,,视频中DOVE带领博主先残骨炎5.2米高的防空栅栏并讲述设计巧思，下一个视频画面Dove介绍了监狱游客中心，由此可推断。,,,,,,,,,,
,,,,5,What method does Dave prefer for scent searching? ,人物属性建模,Police dogs.,,视频中Dove表示：科技绝对是非常了不起的，但说实话，传统的工作方式也有其用武之地。有些东西是你无法替代的。然后就向博主展示了当前她使用的四种警犬的灵敏快捷性，由此可推断。,,,,,,,,,,
41,https://www.youtube.com/watch?v=seYon2Eppc0,24:07,测评 - 食品,1,What kind of coffee in Because Coffee does Gabby like the most?,人物属性建模,The sea salt latte.,,Gabby首先到达Because Coffee，在店员推荐下选择海盐拿铁，在品尝后她表示咖啡上面有一层海盐奶油，咖啡本身也非常棒，这可能是我喝过的最好喝的咖啡之一由此可推断。！,,,,,,,,,,
,,,,2,What is Gabby and Joseph's favorite Filipino breakfast?,人物属性建模,Beef tapa and vanilla almond latte.,,在视频结尾最后一天早上，两个人去了Wildflour Cafe + Bakery，点了牛肉塔帕（腌制牛肉配煎蛋和大蒜米饭）和香草杏仁拿铁。两个人都表示这可能是我在菲律宾吃过的最好吃的早餐！,,,,,,,,,,
,,,,3,How many dining establishments did Gabby and Joseph review in the video? ,多线索推理,Four. ,, Gabby and Joseph两个人在视频中测评了BCG的饮品和菜品，有Because Coffee、Manam 餐厅、Izakaya Geronimo 餐厅、Wildflour Cafe + Bakery 咖啡馆四家。,,,,,,,,,,
,,,,4,Which clothing brand opened Because Coffee? ,通用知识推理,Harlland and Holden.,视频中Gabby讲述来Because Coffee，这是由Harlen和Holden（一个流行的服装品牌）开设的咖啡店。,视频中Gabby讲述来Because Coffee，这是由Harlen和Holden（一个流行的服装品牌）开设的咖啡店，由此可推断。,,,,,,,,,,
,,,,5,What kind of dishes does Manam Restaurant mainly offer?,通用知识推理,Traditional Filipino home-style dishes.,视频中 Gabby and Joseph在SM奥罗广场，两次去到Manam餐厅，并介绍该提供菲律宾传统家常菜。,视频中 Gabby and Joseph在SM奥罗广场，两次去到Manam餐厅，并介绍该提供菲律宾传统家常菜，有牛腩酸汤（sinigang）和鱿鱼海鲜汤（seesig）等，由此可推出。,,,,,,,,,,
42,https://www.youtube.com/watch?v=bXv_fEDU8H0,28:49,测评 - 食品,1,How many restaurants did Gabby and Joseph review in total?,多线索推理,Five.,, Gabby and Joseph两个人在视频中测评了NUDAKE Croissant Cafe、Tempura Tendon Hamada、Onion Cafe、Wanting Nurungji Rotisserie Chicken、WangBiJip Korean BBQ共5家。,,,,,,,,,,
,,,,2,Is the barbecue grilled by oneself or by the store staff when dining at WangBiJip Korean BBQ? ,通用知识推理,It is grilled by the store staff., WangBiJip Korean BBQ 就餐店家会帮忙烤肉，所以这次在这家店就餐不需要自己烤肉。,视频中Gabby和Joseph在 WangBiJip Korean BBQ 就餐店家会帮忙烤肉，Justin（之前总是为大家烤肉）得以休息，所以这次在这家店就餐不需要自己烤肉。,,,,,,,,,,
,,,,3,"Does Joseph prefer sweet croissants or savory croissants? 
",人物属性建模,Savory croissants.,,在视频中提到，Joseph对NUDAKE牛角面包咖啡馆的奶油洋葱牛角包评价非常高，描述它像“奶油洋葱百吉饼配奶油芝士”，并且给出了“17 out of five”，二队甜口牛角包也喜欢评分9分，由此可知他对咸口牛角包的喜欢。,,,,,,,,,,
,,,,4,What performances are there at Starfield Coex Mall Library during Christmas? ,通用知识推理,There is a light show.,星野图书馆，就在江南区。基本上这是一个两层楼的图书馆，但让它特别的地方在于，圣诞节期间这里有一个很棒的灯光秀。,视频中Gabby和Joseph到了星野图书馆，就在江南区。基本上这是一个两层楼的图书馆，但让它特别的地方在于，圣诞节期间这里有一个很棒的灯光秀，由此可推断。,,,,,,,,,,
,,,,5,Gabby and Joseph really like to eat what kind of cuisine?,人物属性建模,Japanese cuisine.,,在视频中测评一家天妇罗餐厅时，两个人表示他们很高兴首尔有很多日本料理，如果你对日本料理感到厌倦，他们很抱歉，但他们真的很喜欢。由此可推断。,,,,,,,,,,
43,https://www.youtube.com/watch?v=KHslnSzK2SU,30:56,vlog - 亲子,1,What is the relationship between the author and Emmy? ,人物属性建模,They are father and daughter.,,首先作者提到他的妻子去学习接Emmy，之后在提及他的儿子时，提到了Emmy是他的儿子的姐姐。,,,,,,,,,,
,,,,2,What is the length of the development history of the Silstar fishing rod brand?,通用知识推理, It has a long history.,Silstar这种品牌的鱼竿的历史悠久,视频中作者带孩子钓鱼使用的是Silstar这种品牌的鱼竿，提到这个鱼竿他从小用到大，并且他的父亲教他使用这个鱼竿钓鱼竿。,,,,,,,,,,
,,,,3,What is Ben's favorite sport?,"多线索推理,人物属性建模",Fishing.,,视频中作者提到Ben很喜欢叫他一起出去钓鱼，而且视频中Ben年纪很小，但对钓鱼展现出来很强的能力，而且钓鱼期间情绪十分高涨。,,,,,,,,,,
,,,,4,How many fish did Ben catch in total?,多模态/多语言推理,Seven.,,通过视频以及作者的对话，可以了解到先钓到了六条，最后一杆可以通过画面看到已经成功把鱼钓上了岸，并留在了岸边。,,,,,,,,,,
,,,,5,"When touching a catfish, which parts should you avoid to ensure that you won't get pricked?",通用知识推理, The fins.,鲶鱼的胸鳍和背鳍上都有硬刺,作者在Ben钓起鲶鱼时提到让他小心鱼鳍，因为那很锋利，并且在最后可以看到Ben因为没有注意钓起鱼时直接甩到了自己身上，并且扎到了自己。,,,,,,,,,,
44,https://www.youtube.com/watch?v=yij5LSuT70k,22:51,vlog - 特殊事件,1,Where did Victoria live before she became the queen? ,通用知识推理,Kensington Palace.,英国女王维多利亚在继承王位前的生活状况,视频中历史学家Lucy Worsley在介绍肯辛顿宫提到维多利亚女王童年都在这里度过，直到她18岁成为女王。,,,,,,,,,,
,,,,2,What does Lucy Worsley do for a living?,"多线索推理,人物属性建模",The manager of Kensington Palace and a historian.,,视频中作者提到这里还没有开放，但是Lucy可以带自己参观这里，Lucy对这里的各种设施十分熟悉，对历史也很有研究，并且提到什么时间打算对外开放。,,,,,,,,,,
,,,,3,When did Queen Victoria marry Albert?,通用知识推理,When she was 20 years old.,关于维多利亚女王的婚姻史,视频中Lucy Worsley提到维多利亚女王与阿尔伯特相遇时是在16岁，但在这时她拒绝了结婚的提议，但在她20岁的时候无法再承受有关婚姻的言论的压力。,,,,,,,,,,
,,,,4,What is the author's chatting style like?,人物属性建模,It's serious.,,视频中作者大多数时间在倾听Lucy Worsley的讲述，可以观察到作者的表情比较严肃，并且交流时感到说话较严谨，并且多为探讨。,,,,,,,,,,
,,,,5,How was Victoria's childhood life?,多线索推理,It was painful.,,视频中维多利亚在继承王位前生活在肯辛顿宫，Lucy Worsley提到维多利亚基本上是被囚禁在这里，各项活动都要受到监管，维多利亚是单亲家庭，并且单亲母亲并不在乎她。,,,,,,,,,,
45,https://www.youtube.com/watch?v=Wj17osJhxOs,35:51,vlog - 园艺,1,What is the length of the frost-free period of the Animas River in the southwestern part of Colorado?,通用知识推理,It is relatively short.,阿尼穆斯河地区的地势普遍较高，且气候较寒冷,视频中采访者与Max和James谈论这里的种植状况，两人提到他们这里的无霜期大概只有九十天左右。,,,,,,,,,,
,,,,2,What are the main agricultural products grown by the Fields to Plate project?,多线索推理, Beets and carrots.,,Fields to Plate这个项目是由Max和James进行的，他们提到由于这里的气候影响，他们第一次种植的是甜菜和胡萝卜，并且现在主要种植的也是这个。,,,,,,,,,,
,,,,3,What is the relationship between Max and James? ,"多线索推理,人物属性建模",They are friends and colleagues.,,视频中提到他们从幼儿园开始就认识了，并且现在他们两人一起经营一家公司。,,,,,,,,,,
,,,,4,"According to Dave's personality, what would he do for young people who need land for farming?",人物属性建模,He would lease the land to them.,,作者与Dave的对话中，Dave很高兴看到自己的土地在从事农业生产，并且他也很喜欢勤劳工作的人，愿意给他们提供帮助。,,,,,,,,,,
,,,,5,What do the organic farmers along the Animas River plant to improve soil fertility?,通用知识推理,Ryegrass and purple hairy vetch.,阿尼穆斯河适宜用来增加土壤肥力的种植物,视频中James提到他们需要对土壤增肥来确保明年的种植，他们喜欢像大多数这里的有机农民一样种植黑麦草和紫色毛野豌豆。,,,,,,,,,,
46,https://www.youtube.com/watch?v=Pifb7qPbP4U,23:24,vlog - 园艺,1,What is Ash's occupation?,人物属性建模,A medical worker.,,视频中作者是从澳大利亚救护的页面上找到了这个花园，并且经过交流，Ash的花园工作只是爱好，他是救护相关的人员，现在在办公室工作。,,,,,,,,,,
,,,,2,What is the smell of lemon balm like?,通用知识推理, The aroma is rich.,关于柠檬香蜂草这种植物的气味,视频中作者看到了这种植物，在Ash的允许下闻了一下，发现这种植物的味道很好，并且浓郁。,,,,,,,,,,
,,,,3,What is Ash's chatting style like?,人物属性建模, It's serious.,,观察视频中Ash在交流过程中表现认真，很少露出笑容，并且说话语气也偏向严肃。,,,,,,,,,,
,,,,4,What are the main types of pollination methods for kiwifruit?,通用知识推理,Cross-pollination.,猕猴桃的授粉方式,视频中Ash提到在他的花园里种了两株猕猴桃，一株雄一株雌，这样才能结果，可以判断出授粉方式。,,,,,,,,,,
,,,,5,What method is mainly used for pollinating the plants in Ash's garden?,多模态/多语言推理,Pollination by bees.,,通过视频中画面可以看到Ash的花园里养了许多的蜜蜂，并且Ash提到他并不会进行人工授粉。,,,,,,,,,,
47,https://www.youtube.com/watch?v=coOtsPmfs8k,30:43,vlog - 派对,1,"After finishing the cake, who showed the fries that he had eaten?","多跳推理,多模态/多语言推理",Michael,,定位到吃蛋糕的片段，跟踪行为定位到吃薯条的片段，结合之前对Michael的介绍，利用视觉可知展示薯条的是Michael,,,,,,,,,,
,,,,2,What type of books does Demi prefer?,"人物属性建模,多模态/多语言推理",Suspense novel,,定位到唱生日歌的片段，可知过生日的是Demi，再定位到拆礼物的片段，Demi说Emily送她一本悬疑小说，她已经阅读一部分了，可以推断出,,,,,,,,,,
,,,,3,What brand is Silva?,通用知识推理,Jewelry,Silva是一个首饰品牌,定位到拆礼物片段，Demi介绍了Danica送给她的Silva耳钉，可推断出,,,,,,,,,,
,,,,4,Who is Demi's best friend?,人物属性建模,Sophie,,定位到拆礼物片段，Demi说”然后是我的朋友Sophie的礼物，我最好的朋友“，可推断出,,,,,,,,,,
,,,,5,What services does Shane offer?,"多线索推理,通用知识推理",Purchase products,Shane提供购买产品的服务,"Demi提到，”如果你们想知道我的衣服从哪里来，就去我的Shane看看"",后面介绍气球时提到“还有一些来自Shane”，可推断出",,,,,,,,,,
48,https://www.youtube.com/watch?v=vqgou_fW0_g,38:10,vlog - 派对,1,What is the relationship between the blogger and Danny?,"多线索推理,人物属性建模",Engaged couple,,定位到订婚派对上的演讲，可推断出演讲者和博主订婚，结合派对后博主说”Danny在派对上做了演讲“可推断出演讲者是Danny，从而推断出二人关系,,,,,,,,,,
,,,,2,What is the habit of the blogger when she is doing fitness exercises?,人物属性建模,Listen to music with headphones,,定位到博主去健身的片段，她说自己忘了戴耳机，如果她在没有耳机的情况下在健身房进行正常锻炼的话，那将非常困难,,,,,,,,,,
,,,,3,Who is Toby?,多模态/多语言推理,A dog,,定位到博主提到Toby的片段，视觉可知Toby是一只狗,,,,,,,,,,
,,,,4,Is it suitable for dogs to eat tomatoes?,"多模态/多语言推理,通用知识推理",No,狗不适合吃番茄,定位到博主在家吃饭的片段，她对Toby说”你知道你不想要番茄汤“，视觉可知Toby是狗，可推断出,,,,,,,,,,
,,,,5,Are the soft spring rolls of Giggling Squid rolled by customers themselves or by the chefs?,"多线索推理,多模态/多语言推理,通用知识推理",By the chefs,Giggling Squid的软春卷由厨师卷好,定位到博主去Giggling Squid吃饭的片段，视觉一个厨师在为顾客卷春卷,,,,,,,,,,
49,https://www.youtube.com/watch?v=fWpH8FjQloo,23:33,访谈 - 动态（含充分视觉信息）,1,Which country is the Palmerston Fort in?,通用知识推理,England,帕默斯顿堡垒在哪个国家,根据Dan在Bob带领下参观英国德雷克岛的过程中进入了帕默斯顿堡垒可以推出,,,,,,,,,,
,,,,2,How many years have passed since the launching of the world's first armored warship up to 2025? ,通用知识推理,One hundred and sixty-six years.,世界上第一艘装甲战舰下水时间,根据Bob所说世界上第一艘装甲战舰下水是在1959年可以推出到2025年有166年历史了,,,,,,,,,,
,,,,3,What building did Bob introduce after presenting the ruins of the Adventure Training Center? ,多跳推理,Barrack room.,,模型需要先确定Bob介绍冒险训练中心的废墟时刻，然后分析判断接下来他介绍了什么建筑,,,,,,,,,,
,,,,4,What is Bob's speaking style like?,人物属性建模,It is serious and earnest.,,根据Bob在介绍过程中严肃认真的语气可以看出,,,,,,,,,,
,,,,5,What is Bob's attitude towards the historical preservation of Drake's Island?,人物属性建模,It is one of great importance and a positive attitude. ,,根据Bob明确表示自己参与了岛屿的历史、遗产保护和修复工作并强调这些工作是 “第一阶段的核心部分”，因为 “它们是真正需要保护的重要事物”可以看出,,,,,,,,,,
50,https://www.youtube.com/watch?v=mUfNMRhvWC4,39:40,教学 - 工业制造,1,Is Luke an amateur interviewer?,"多线索推理,人物属性建模",No.,,通过观看视频，从Luke的一些细节，如针对性的提问、良好的交流引导以及对生产流程的关注等方面。由此可知， Luke是一个专业的采访者，而非业余的。,,,,,,,,,,
,,,,2,What does Rocket Espresso manufacture?,通用知识推理,High-end coffee machine.,Rocket Espresso 是一家总部位于意大利米兰的高端咖啡机制造商，专注于生产手工打造的意式浓缩咖啡机。,通过观看视频，从品牌历史、设计品质、产品线、生产管理、市场定位和研发创新等多个方面的信息，由此可知， Rocket Espresso 是一家从事生产高端咖啡机的供应商。,,,,,,,,,,
,,,,3,What is Carlos's explanation style like?,人物属性建模,Detailed explanation style.,,通过观看视频，Carlos 在讲解过程中全面、细致地涵盖了公司历史、生产流程、产品特点、生产管理以及产品改进等多方面的内容。由此可知，其详细讲解型的风格。,,,,,,,,,,
,,,,4,"After Carlos showed Luke around the Ennio Berti Engineers Lab, where did they visit next?""",多跳推理,Rocket espresso showroom.,,通过观看视频，先定位到Carlos带领Luke参观 Ennio Berti Engineers Lab的片段，由此可知之后他们去参观了Rocket espresso showroom。,,,,,,,,,,
,,,,5,When did Rocket Espresso's production lines see a major increase in output?,通用知识推理,During the COVID-19 pandemic.,COVID-19 期间（2020-2022）是 Rocket Espresso 生产线产量激增的时期，主要受全球家用咖啡需求爆发推动，尤其是中国市场的贡献显著。,通过观看视频，Carlos介绍到2021 年和 2022 年是 Rocket Espresso 生产线产量激增的时期，对于公司来说是一个伟大的时期，而这一时期正好属于疫情期间，由此可知问题答案。,,,,,,,,,,
51,https://www.youtube.com/watch?v=-SoujwI5Vno,29:23,教学 - 烹饪,1,What is Michelle's cooking skill level like?,"多线索推理,人物属性建模",Amateur.,,"通过观看视频,从 Michelle 对比赛规则和食材的反应、烹饪过程中的表现以及她自身的感受等多个方面，由此可知,她的烹饪水平属于业余者。",,,,,,,,,,
,,,,2,Why is sake added in cooking?,通用知识推理,Enhance flavor.,清酒具有独特的香气和味道，能为菜肴增添一种淡雅、清新的风味，使其味道更加丰富和有层次。,"通过观看视频,Nicol说道在炒制蘑菇时说道,为了增添一些独特的风味,一般会添加一点清酒此,由此可知,之所以会在烹饪时加入清酒,是为了增加风味。",,,,,,,,,,
,,,,3,What is the relationship between Mythical and Michelle?,人物属性建模,Harmonious.,,"通过观看视频,从Michelle和mythical双方的交流方式以及最后的邀请和感谢等多个方面，由此可知, Michelle 和 Mythical 的关系是融洽的。",,,,,,,,,,
,,,,4,What did Nicol add next after putting the egg on the plate when plating? ,多跳推理,Parmesan cheese.,,"通过观看视频,Nicol在装盘时,鸡蛋放入盘中后,蛋黄不太美观,于是用帕尔马干酪来掩盖,由此可知问题答案。",,,,,,,,,,
,,,,5,What can be used to deglaze mushrooms?,通用知识推理,White wine.,白葡萄酒常用于蘑菇和其他食材的去釉，因为它的酸度可以帮助平衡油腻感，同时增添微妙的果香味。,通过观看视频，视频中mythical在烹饪蘑菇时，先加入一点盐来帮助出水，之后选择了用加入白葡萄酒来给蘑菇去釉。由此可知在给蘑菇去釉时，可以选择白葡萄酒。,,,,,,,,,,
52,https://www.youtube.com/watch?v=AwSfjaZ8T5w,39:20,vlog - 日常（综合）,1,What can be used in the vase to fix the position of the flowers?,"多模态/多语言推理,通用知识推理",Flower frog,可以在花瓶里使用花插固定花的位置,定位到博主拿花插的片段，她说“如果你把它放在花瓶底部，你就可以把花放在某个位置”，结合博主插花时的行为，可推断出,,,,,,,,,,
,,,,2,What is the relationship between the blogger and Alfie?,人物属性建模,Couple,,定位到开头博主的介绍，她说“这是每月两天只有Alfie和我的日子，没有两个女儿”，可推断出,,,,,,,,,,
,,,,3,What brand of fans does Alfie belong to?,人物属性建模,Butternut Box,,定位到博主介绍Butternut Box的片段，她说”Nala是Butternut Box的忠实粉丝，Alife和我也是“，可推断出,,,,,,,,,,
,,,,4,What method does Butternut Box employ to lock freshness?,通用知识推理,Freeze,Butternut Box通过冷冻的方式锁鲜,定位到博主介绍Butternut Box的片段，她说“Butternut Box脱颖而出的原因是使用非常高品质的新鲜食材，食物烹饪得很慢，以确保它们是最好的品质，然后将它们冷冻以保留所有的美味”，可推断出,,,,,,,,,,
,,,,5,What is the feature of the delivery service provided by Butternut Box?,通用知识推理,Delivery time can be modified,Butternut Box配送服务的特点是配送时间可修改,博主提到“你可以随时暂停或取消订阅，Butternut Box让一切变得很容易，我已经这么做过几次了，如果我们外出了或是其他原因，可以重新安排送货时间，或者更改送货日期”，可推断出,,,,,,,,,,
53,https://www.youtube.com/watch?v=NI822Lnfj5w,27:48,vlog - 园艺,1,How is the blogger's memory?,"多线索推理,人物属性建模",Bad,,博主经常记错一起乘公交出行的时间，记错下公交后步行到德语班的时间，记错上次在德语班唱的歌，可推断出,,,,,,,,,,
,,,,2,Which payment method can be used on Sunday to purchase the flowers of BLUEMEHUUSLI?,"多线索推理,多模态/多语言推理,通用知识推理",Cash payment,周日只能通过现金支付的方式购买BLUEMEHUUSLI的鲜花,视觉定位到BLUEMEHUUSLI门店出现的片段，结合之前片段可知博主在瑞士，Christine提到“这家商店关门了，因为今天是周日，但是你仍然可以买些花，你可以把现金留在这里”，可推断出,,,,,,,,,,
,,,,3,What products does Dehner sell?,"多模态/多语言推理,通用知识推理",Gardening products,Dehner售卖园艺产品,视觉定位到博主去Dehner的片段，Christine说这是一个花园中心，博主提到你可以在这里买到花园里的所有东西,,,,,,,,,,
,,,,4,What kind of flowers does Christine like?,"多线索推理,人物属性建模,多模态/多语言推理",Orchid,,定位到博主购买园艺产品的片段，结合之前旅游乘车的视频可确认Christine的身份，视觉可知，说“我喜欢这些兰花”的人是Christine，从而得到答案,,,,,,,,,,
,,,,5,What did Christine do before having the barbecue?,"多跳推理,多模态/多语言推理",Prayer,,视听结合确认Christine的身份，定位到吃烧烤的片段，追踪行为可得到答案,,,,,,,,,,
54,https://www.youtube.com/watch?v=3na690b_EXk,26:56,vlog - 园艺,1,How is Colleen's experience in gardening?,"多线索推理,人物属性建模,多模态/多语言推理",Very rich,,定位到视频开头视听结合确认Colleen身份，Colleen能随口说出一些多年生植物的名字，并已种植花卉多年，可推断出,,,,,,,,,,
,,,,2,Which color of light can promote the growth of plants?,"多模态/多语言推理,通用知识推理",Purple,紫色的光能促进植物生长,定位到Colleen介绍植物生长灯的片段，她说这些灯都是生长灯泡，视觉可知这些生长灯泡都发出紫色的光,,,,,,,,,,
,,,,3,Where should the newly sprouted flowers be watered?,"多模态/多语言推理,通用知识推理",Root,对于刚发芽的花卉应该从根部浇水,定位到Colleen在洗衣房给花卉浇水的片段，Colleen提到自己学会的一件事是种子喜欢从底部浇水，这样它会通过根部吸收水分，视觉可知Colleen说的种子指的是刚发芽的花卉,,,,,,,,,,
,,,,4,"According to Colleen's usual practice, if she is to complete a difficult project, what will she do to encourage herself?",人物属性建模,Buy some flowers and place them on the table,,定位到Colleen计算切花花园成本的片段，她提到这些钱还没有她夏天在鲜花上花的多，她喜欢鲜花，她的工作是经常买花的，如果她要做一个大项目，她喜欢在桌子上摆放鲜花之类的，她会通过买花奖励自己做大项目，可推断出,,,,,,,,,,
,,,,5,Can one purchase live plants from the United States across the border in Canada?,通用知识推理,No,加拿大不能跨境购买美国活的植物,定位到Colleen介绍自己订购种子的片段，她说她在加拿大居住，种子可以从美国订购，但是对于球茎、块茎、或者任何活的植物你不能跨境订购，可推断出,,,,,,,,,,
55,https://www.youtube.com/watch?v=eHcUs_rB7mw,25:19,vlog - 园艺,1,Is it common for there to be black iris patterns on the surface of glass?,通用知识推理,No,玻璃上的黑色虹膜是不常见的,定位到博主取彩色玻璃的片段，她很激动地说“b看看这个，玻璃上有黑色的鸢尾花，我很高兴，我不敢相信它上面有黑色的虹膜，我知道这真的很酷”，并且后面又强调一次它上面有黑色虹膜，可推断出,,,,,,,,,,
,,,,2,What is the blogger's occupation?,人物属性建模,Writer,,开头介绍时博主提到自己给自己的新书写了很多东西，可推断出,,,,,,,,,,
,,,,3,What does Matthew excel at?,"多线索推理,人物属性建模",Gardening,,视频片段可知，Matthew有自己的花园，种植了多种不同的植物，还向博主传授园艺经验，可推断出,,,,,,,,,,
,,,,4,What kind of plants are suitable for the heavy clay soil?,通用知识推理,Small plants,黏重的土壤适合种小植物,介绍自己的花园时Matthew说“我的土壤很黏，所以我喜欢种小植物，这样我就不用挖一个大洞，冒着积水的风险”,,,,,,,,,,
,,,,5,"Classified by survival time, what kind of plant is kale?",通用知识推理,Perennial plants,羽衣甘蓝是多年生植物,定位到Matthew介绍自己的菜园的片段，他说他至少两年前种植的这些羽衣甘蓝，但是之后他就没种了，它们每年都会长出来，可推断出,,,,,,,,,,
56,https://www.youtube.com/watch?v=_BXm6dTHvY0,26:23,教学 - 科技,1,What is Julia's main job at Wing company?,"多线索推理,人物属性建模", It's to design large-sized drones.,,视频中基于公司CEO的表述Julia主导了部分更大尺寸无人机的设计工作，主要负责设计如何使得无人机可以运输大量货物，由此可推断她是从事大型无人机设计工作。,,,,,,,,,,
,,,,2,In which field does Adam Woodworth have expertise?,人物属性建模,Aircraft manufacturing.,,视频中XX在讲述他考虑如何设计无人机时，他完全按照过去他设计飞机的思路来制作发现时不合适的，由此可推出他在飞机制造领域是非常有经验的。,,,,,,,,,,
,,,,3,Where did Adam visit before he visited the wind tunnel of Wings company?,多跳推理,Wings workshop.,,视频中Adam在与Julia喝CEO在公司车间进行技术采访，后续与Julia去到公司专门制造的风洞测试位置进行了解，由此可推断。,,,,,,,,,,
,,,,4,What is the cross-sectional size of the test wind tunnel self-built by the Wings company?,通用知识推理,2m X 2m.,视频中Julia介绍公司自建的风洞测试是2T×2T的截面大小。,视频中Julia介绍公司自建的风洞测试是2T×2T的截面大小，T搜索表示这个单位一般表示成米，由此可知。,,,,,,,,,,
,,,,5,Do people care more about flying noise than hovering noise regarding drone noise?,通用知识推理,Flying noise.,最初公司认为人们会更关注悬停时的噪音，但实际发现飞行时的噪音更受关注。,最初公司认为人们会更关注悬停时的噪音，但实际发现飞行时的噪音更受关注。,,,,,,,,,,
57,https://www.youtube.com/watch?v=e1VKbjRozb0,24:01,测评 - 食品,1,What are the main dishes of Buen Onda?,通用知识推理,Empanadas.,是一家阿根廷餐厅，专门做馅饼，还配有一份奇米奇里土豆。我们这里有四种不同的馅饼，有肉馅的，有洋葱馅的，有菠菜馅的，还有胡萝卜馅。由,视频中Joseph介绍Buen Onda是一家阿根廷餐厅，专门做馅饼，还配有一份奇米奇里土豆。我们这里有四种不同的馅饼，有肉馅的，有洋葱馅的，有菠菜馅的，还有胡萝卜馅。由此可推断。,,,,,,,,,,
,,,,2,Is Buen Onda a pet-friendly restaurant?,通用知识推理,Yes.,视频中Gabby带狗狗Nelly到Buen Onda进餐，餐厅是允许狗狗一同进入的，而且餐厅服务人员为狗狗Nelly单独准配了一碗水。,视频中Gabby带狗狗Nelly到Buen Onda进餐，餐厅是允许狗狗一同进入的，而且餐厅服务人员为狗狗Nelly单独准配了一碗水，由此可推断该餐厅是宠物友好型餐厅。,,,,,,,,,,
,,,,3,What flavor of donuts dose Joseph like best?,人物属性建模,Strawberry-flavored donuts.,,视频中Joseph在品鉴Hook and Press店铺甜甜圈时，他表示他特意购买了草莓甜甜圈，因为这是他把本人最喜欢的甜甜圈口味，由此可得出。,,,,,,,,,,
,,,,4,What kind of biscuits dose Gabby like best?,人物属性建模,Butter biscuits.,,视频中Gabby表示她自己经常品鉴饼干，在尝试Hook and Press店铺酱油饼干甜品，她表示这个黄油饼干是她品尝的所有饼干中最好吃的饼干，由此可推断。,,,,,,,,,,
,,,,5,How many food and beverage stores did Gabby and Joseph evaluate in total in Santa Barbara? ,多线索推理,Six.,,Gaddby和Joseph一共测评了Dune Coffee Roaster、Hook and Press、Buen Onda、Takaria Launa、Kah Coffee Roasters、Santa Barbara Shellfish Company共六家餐厅，由此推出答案。,,,,,,,,,,
58,https://www.youtube.com/watch?v=yxTqkOHsDiU,24:56,测评 - 食品,1,What is the special dessert of Brew te Cafe?,通用知识推理,Bing Su.,Gabby and Joseph来到了位于埃尔克格罗夫地区的Brew Te Cafe，他们尝试这里一款非常特别的甜点Bing Su 是一种韩国刨冰甜点，由此可知该店铺的特色。,视频中 Gabby and Joseph来到了位于埃尔克格罗夫地区的Brew Te Cafe，他们尝试这里一款非常特别的甜点Bing Su 是一种韩国刨冰甜点，但他们不用水，而是用牛奶，所以会更加顺滑。,,,,,,,,,,
,,,,2,What cuisine of restaurant is Happy Takeout? ,通用知识推理, It is a Chinese cuisine restaurant.,去到奥克公园Happy Takeout快餐店，他们介绍这是萨克拉门托品尝中餐的好地方，有混沌、酸辣汤等，主打中式餐饮,去到奥克公园Happy Takeout快餐店，他们介绍这是萨克拉门托品尝中餐的好地方，有混沌、酸辣汤等，主打中式餐饮。由此可推断餐厅类型。,,,,,,,,,,
,,,,3,What is Wind's occupation?,人物属性建模,A sushi restaurant owner.,,基于视频中Gabby和Joseph的介绍Wind是 Wind Sushi box and Catering 寿司店的老板。,,,,,,,,,,
,,,,4,"What is the relationship between Wing and Gabby, Joseph?",人物属性建模,They are friends.,,Gabby和Joseph表示Wind Sushi box and Catering是他们一个好朋友Wing开设的，总是要支持自己的朋友，所以去测评了该寿司餐厅。,,,,,,,,,,
,,,,5,How many restaurants did Gabby and Joseph review in total in Sacramento?,多线索推理,Four.,,视频中Gabby和Joseph测评了Mahar Roba Japanese bickery、Brew te Cafe、Happy Takeout、Wind Sushi box and Catering共四家。,,,,,,,,,,
59,https://www.youtube.com/watch?v=ow9doYQRgv8,20:00,vlog - 日常（综合）,1,What is the Conservatory of Flowers mainly made of? ,"多线索推理,通用知识推理",Glass.,视频中Gabby参观该花园温室时，基于视频画面可知温室周围都是玻璃的，后续视频展示的房顶也是玻璃的，,视频中Gabby参观该花园温室时，基于视频画面可知温室周围都是玻璃的，后续视频展示的房顶也是玻璃的，由此可推断得出。,,,,,,,,,,
,,,,2,What are the busiess hours of Schlok's?,通用知识推理,From 7:30 a.m. to 1:00 p.m., Schlok's店的营业时间时早上7点到下午1点,视频中Gabby介绍  Schlok's店每天早上现做，他的营业时间时早上7点到下午1点，所以如果想买要尽快去。由此可推断。,,,,,,,,,,
,,,,3,What kind of drinks does Joseph usually have?,人物属性建模," Water, juice and Coke Zero.",,在品尝Boba Guys 店奶茶时，Gabby表示Joseph通常不喝奶茶，更多是喝水、果汁或者无糖可乐作为饮料，由此可知。,,,,,,,,,,
