视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,2,Is the text of Quran in English or another language?,"多模态/多语言推理,通用知识推理",Another language.,视频中乔治奥说并不只有苏美尔人探讨这一问题，在古兰经中也同样有记载，视频展示了古兰经中的文字，不是英文,模型需定位到乔治奥解释苏美尔人并不是唯一讨论这一问题的人，在古兰经中同样讨论了语言到底是什么，通过观察给出的图片可知，古兰经中的语言不是英语,,,,,,,,,,
,,,,3,Is Sitchin a talented person or a simple minded person?,人物属性建模,Talented.,,模型需定位到介绍西琴作家的片段，他出版了自己对神学的理解著作，并且会翻译楔形文字，而且对,,,,,,,,,,
,,,,4,Is David a curious perosn or not?,人物属性建模,Curious.,,模型需定位到介绍采矿人david带领团队黄金和钻石的片段，他在一个村庄采矿经常会碰到奇怪的石头，看不出是人造，而david拿着这些石头去问了酋长，由此可知他是一个有好奇心的人。,,,,,,,,,,
,,,,5,Is the writing on Sumerian clay tablets dense or sparse?,多模态/多语言推理,Dense.,,模型需定位到介绍最早的文字记录的片段，在苏美尔泥板上记录着神与人类交往的故事，视频展示了文字的图片，通过观察可以看到文字记录很密集,,,,,,,,,,
52,https://www.youtube.com/watch?v=JGpUKGEBBvw,23:13,访谈 - 静态（对话密集型，少量视觉信息）,1,Do the Tonight Show have multiple scenes？,"多线索推理,通用知识推理",Yes.,视频中margot除了在沙发上与jimmy交谈外，还有游戏环节，他们更换了场地，由此可见该节目有多个演播室,模型需定位到margot更换场景的多个片段，片段中不仅有沙发对谈的场景，还有游戏和loaded question环节，演播场景更换，由此可知有多个演播室。,,,,,,,,,,
,,,,2,Is Reese Witherspoon a public person or not?,通用知识推理,Public person.,视频中耳语环节jimmy猜对了margot说的人名，并且才对后jimmy说自己很喜欢Reese，由此可知这是一个公众人物。,模型需定位到耳语环节，通过两人猜对了人名并且jimmy说对此人物的喜爱可以推断，这是一个公众人物。,,,,,,,,,,
,,,,3,Is Margot a quiet person or lively person?,"多线索推理,人物属性建模",Lively.,,模型需定位到margot的多个片段，她说话语速较快并且自信，玩游戏时也很专心，并不内向，可知他是一个活泼的人,,,,,,,,,,
,,,,4,How is the relationship between Margot and jimmy？,"多线索推理,人物属性建模",Close.,,模型需定位到Margot和jimmy玩游戏或谈话的多个片段，他们交谈很愉快充满乐趣，在游戏环节也很有趣，由此可见他们关系很好,,,,,,,,,,
,,,,5,How many clips about Margot in this vedio?,多线索推理,Five.,,模型需定位到每次Margot更换服装或者切换场景的片段，共计5个片段。,,,,,,,,,,
53,https://www.youtube.com/watch?v=h0HjktaeEpA,32:29,测评 - 生活用品,1,What is Nick's relationship with Ryan?,人物属性建模,Co-hosts.,,视频中两人共同测试厨房小工具，并提到“our channel”和“YouTube”，且互动模式符合合作内容创作者的特征。,,,,,,,,,,
,,,,2,Is Ryan good at cooking?,人物属性建模,No.,,视频中Ryan多次提到自己不擅长厨房事务，例如在测试冰淇淋球时说“I know nothing about the kitchen”，并在使用热狗烤面包机时因操作失误导致食物未煮熟，暗示他缺乏烹饪技能。,,,,,,,,,,
,,,,3,How many products are evaluated in total?,多线索推理,Twenty-two.,,视频中一共测评了22种产品，需要召回所有的测评片段，然后一一细数有22种产品。,,,,,,,,,,
,,,,4,"Which is more effective, Butter Mill or Butter Cutter?",通用知识推理,Butter Mill.,刨丝器产出可见的黄油丝带，而切割器因刀片无法穿透黄油被判定失败。,视频中Vernon对切割器的愤怒差评与Ryan的实测结果一致，而刨丝器仅因手部疲劳扣分，不影响核心功能，所以得知黄油刨丝器更有效。,,,,,,,,,,
,,,,5,How does the egg cuber change an egg's shape?,通用知识推理,By pressing into a square mold.,鸡蛋立方体通过方形模具按压成型，根据具体操作步骤，可得出结论：通过方形模具按压。,视频中鸡蛋立方体通过方形模具按压成型，根据具体操作步骤，可得出结论：通过方形模具按压。,,,,,,,,,,
54,https://www.youtube.com/watch?v=aTTx9970vv4,36:09,vlog - 运动,1,Why should you brush your hair before working out?,通用知识推理,For safety.,如果没有将头发梳好，很有可能会被健身器材卷入，发生危险,模型需定位Azlia在健身前，将头发梳的很利落，没有碎发是出于安全的考虑。,,,,,,,,,,
,,,,2,Does Azlia like perfume?,人物属性建模,Yes.,,模型需定位Azlia在介绍自己出门前表示，身上不喷香水基本不出门，可以看出她对香水极为喜爱。,,,,,,,,,,
,,,,3,What platform or app does Azlia recommend for buying perfume?,人物属性建模,Scent bird.,,模型需定位Azlia介绍有些香水可能很昂贵，可以在Scent bird上购买，会很优惠，同时香水种类也很多。,,,,,,,,,,
,,,,4,How does it feel to play sports in a new park?,通用知识推理,Refreshing and intersting.,环境新鲜感：陌生路线、风景、地形（如海滩、山路、城市街道）会刺激感官，减少跑步的枯燥感。探索乐趣：像一场小型冒险，可能发现隐藏的公园、地标或特色街区。身体适应挑战：不同坡度、路面（如沙地、石板路）会调动不同肌肉群。,模型需定位Azlia开车到了一个新的公园，打算在这个新的公园跑步，她表示，会是全新的体验。,,,,,,,,,,
,,,,5,Is Azlia happy with the new park track?,"多线索推理,人物属性建模",No.,,模型需定位azlia对于该公园跑道的评价，她表示公园跑道的红土不是很适合跑步，由此得出不是很满意。,,,,,,,,,,
55,https://www.youtube.com/watch?v=uKiUGOOiacE,24:05,测评 - 美妆产品,1,How much did the whole set of make-up James bought cost?,多线索推理,$182,,模型需定位James在叙述在买了一整套化妆品时所支付的金额。,,,,,,,,,,
,,,,2,"According to James' habits, how does he apply his foundation?",人物属性建模,Hand application.,,模型需定位James的粉底上妆方式，他直接用手涂抹，没有用其他工具。,,,,,,,,,,
,,,,3,What shade colour is suitable for James?,人物属性建模,It's not that yellow.,,模型需定位James选择的阴影色号nude，相比其他色号，没有那么黄。,,,,,,,,,,
,,,,4,Which shade of concealer is better for Europeans and Americans?,通用知识推理,Depends on your skin colour.,"冷调（粉/蓝基底）：适合冷白皮（如北欧人），中和泛青黑眼圈。
暖调（黄/橙基底）：适合暖黄皮（如地中海裔），遮盖棕调色沉。中性调：通用型（如多数斯拉夫人）。深肤色：需 橘红色调 遮瑕（如非裔）抵消深色斑的灰调。",模型需定位James属于冷色调皮肤，那么他会选择冷调的遮瑕来中和瑕疵。,,,,,,,,,,
,,,,5,Is creamy contouring popular?,通用知识推理,Yes.,与肌肤融合度高：膏体质地类似粉底，手指或海绵拍开后能「渗入皮肤」，避免粉状修容的浮粉、结块问题。自然光影过渡：可层层叠加，模拟皮肤原生阴影,"creamy contouring与肌肤融合度高：膏体质地类似粉底，手指或海绵拍开后能「渗入皮肤」，避免粉状修容的浮粉、结块问题。自然光影过渡：可层层叠加，模拟皮肤原生阴影,很受大众欢迎",,,,,,,,,,
56,https://www.youtube.com/watch?v=LMxNwtpDnQg,35:39,测评 - 美妆产品,1,Is Presley's attitude towards vintage cosmetics positive or negative?,"多线索推理,人物属性建模",Negative.,,视频中Presley多次表现出对复古化妆品的不屑，例如称姐姐为“来自1900年代”，认为复古产品过时且包装老旧，且在测试中倾向于新产品的表现，推断她对复古产品持负面态度。,,,,,,,,,,
,,,,2,What is Josh's relationship to Presley's sister?,人物属性建模,They're boyfriend and girlfriend.,,视频中姐姐称“he remembers when we first met”，暗示两人存在恋爱或亲密关系，而非普通朋友。,,,,,,,,,,
,,,,3,How many products were reviewed in total?,多线索推理,Twenty-eight.,,视频中一共测评了28种产品，需要召回所有的测评片段，然后一一细数有28种产品。,,,,,,,,,,
,,,,4,Is the PocketBoc hand sanitizer a current product?,"多模态/多语言推理,通用知识推理",No., PocketBoc hand sanitizer是出生在1999年的妈妈当时用的产品，是比较古早的东西，不是现在的产品,妈妈和女儿测评各自时代的产品，后来妈妈把各自面前的箱子交换了，女儿从她箱子里拿出的其实是妈妈那个年代的产品，由视觉可知洗手液的牌子是 PocketBoc hand sanitizer，因此 PocketBoc hand sanitizer不是现在的产品,,,,,,,,,,
,,,,5,"Which is more popular, press-on hand sanitizer or spray-on hand sanitizer?",通用知识推理,Spray-on hand sanitizer.,因为喷雾式更方便，且使用体验更优。,视频中比较了复古的 Bath and Body Works 按压式手消毒液和现代的 Touchland 喷雾式手消毒液。结论是 “the winner would be the new hand sanitizer”，因为喷雾式更方便，且使用体验更优。,,,,,,,,,,
57,https://www.youtube.com/watch?app=desktop&v=_YjM_Zf6BDk&t=46s,20:42,vlog - 宠物,1,Is the blogger a caring man?,"多线索推理,人物属性建模",Yes.,,模型可以通过对博主人物模型的捕捉发现，博主会喂养很多动物，喂动物的时候神情也很开心，因此可以推断是该博主是一个caring的人,,,,,,,,,,
,,,,2,How many kinds of animal did the blogger feed in the video?,多跳推理,Six.,,模型可以通过捕捉视频中的宠物分析出，博主一共喂了六种宠物。,,,,,,,,,,
,,,,3,Does the blogger tend to be talkative during feeding his pets?,"人物属性建模,多模态/多语言推理","Yes, he is talkative.",,模型可以通过识别博主在投喂宠物时的画面搭配博主在投喂是不停说的话判断出博主在投喂宠物时倾向于一直说话。,,,,,,,,,,
,,,,4,What’s the purpose of the automatic cat feeder?,通用知识推理,To maintain a regular eating rhythm for cats.,自动喂粮机有助于维持猫咪规律的饮食节奏，避免过度进食或饥饿，对猫咪的肠胃健康有益。,模型可以通过对视频中的自动喂粮机和博主给猫投食的量进行分析，可以看出博主给喂粮机中每个碗的量都是一定的，因此可以推断出博主用自动喂粮机的目的是喂了维持猫咪的饮食节奏。,,,,,,,,,,
,,,,5,Why is the favorite food for basilisk the lizard locusts?,通用知识推理,"Rich protein, fat, vitamins minerals and simple movement.",蜥蜴喜欢吃蝗虫，是因为蝗虫营养丰富，富含蛋白质、脂肪、维生素和矿物质等能满足蜥蜴生长及生命活动需求，且其运动方式简单、体型适中易于蜥蜴捕捉。,模型可以通过对视频中的蜥蜴吃locusts的画面进行捕捉，配合博主所说其蜥蜴最喜欢的食物是蝗虫可以推断出高营养，易捕捉是蜥蜴喜欢蝗虫的原因。,,,,,,,,,,
58,https://www.youtube.com/watch?v=xA2WyIGXPIw,34:33,纪录片-历史纪实,1,What is Gorodtsov's profession?,人物属性建模,Archaeologist.,,根据音频内容，他是1907年于乌克兰北部周围挖掘了颜那亚墓葬的研究人员，可以判断他的工作涉及考古发掘，故可以推出他是考古学家。,,,,,,,,,,
,,,,2,What were the dietary preferences of the Yamnaya?,人物属性建模,Primarily goat and sheep.,,根据是视频叙述，颜那亚人不种植谷物，且饮食中缺乏谷物，专注于绵羊、山羊，故可以判断出他们的饮食偏好。,,,,,,,,,,
,,,,3,What was the Yamnaya's favorite animal?,"多线索推理,人物属性建模",The horse.,,根据视频的叙述，新的马图像表明马的象征意义日益增强，一些坟墓中也发现了马骨，暗示马对他们来说具有重要的文化意义，一名成年男性被埋葬在一把匕首、两个陶罐和40匹马的头骨中，马骨的大量存在且与重要人物的墓葬相关，显示马被高度重视结合马在图腾和陪葬中的特殊地位可以推断出马是他们最喜爱的动物。,,,,,,,,,,
,,,,4,"In archaeology, how can we determine the dietary habits of a people?","多线索推理,通用知识推理","Through food remains in burials, stable isotopes in bones, and proteins in dental plaque.",根据视频的叙述，“坟墓中没有烧焦的谷物，表明他们不种植农作物，而是主要牺牲绵羊和山羊等较小的动物”，“现代科学方法，如分析骨骼中的稳定同位素和研究牙菌斑中的乳制品蛋白质，有助于我们了解他们的饮食”，可以推断出墓葬中的食物遗骸、骨骼中的稳定同位素、牙菌斑中的蛋白质可以用来推断一个民族的饮食习惯。,模型需要提取视频中关于Yamnaya的饮食习惯的推断结论以及证据支撑，总结出考古中判断一个民族饮食习惯的方法。,,,,,,,,,,
,,,,5,How can archaeology infer the ethnic identity of a burial?,"多线索推理,通用知识推理","Burial structure, grave goods, customs, location, artifacts.",根据视频的叙述，Yamnaya文化也称为坑墓文化……坟墓是挖入地下的简单坑，并被土墩覆盖”，表明墓葬结构（如坑墓和土墩）可区分民族；“墓葬组合包括轻烧陶土器皿……带轮车辆、唐代匕首和独特的斧头”，随葬品（如陶器和轮式车辆）是民族标识；“死者通常以收缩的仰卧姿势放置……偶尔会撒上红赭石”，埋葬习俗（如姿势和赭石）反映民族特征；“墓葬主要在东欧大草原”，地理位置是民族归属依据；“共同的墓葬特征，如坑的形状和方向，以及石环等局部差异”相关文物帮助确认民族身份。,模型需要对视频中识别Yamnaya墓葬时的叙述信息进行提取，总结出视频是从哪些方面确定了该墓葬是属于Yamnaya人的。,,,,,,,,,,
59,https://www.youtube.com/watch?app=desktop&v=TfonUYNqDlI&t=5s,31:55,vlog - 园艺,1,What's the purpose to use google to ascertain the first frost date?,通用知识推理,In case the cold-loving plants get damaged.,视频中博主在第二个tips时说到种秋天植物的时候应该确定霜降时那一天，以免植物过早产种子而受到损害。,模型可以通过Anne在视频第二个tip中所说的ascertain the frost date 和所阐述的后果推断出确定霜降日是为了以免植物受到伤害。,,,,,,,,,,
,,,,2,Is Anne someone who pays attention to sun protection?,"多线索推理,人物属性建模",No.,,模型可以通过识别Anne在视频中的模型和背后的艳阳分析出，即便背后阳光很大，Anne也没有做任何的防晒措施，因此Anne并不是一个注重防晒的人。,,,,,,,,,,
,,,,3,Does Anne have the sense of humor?,人物属性建模,Yes.,,模型可以通过视频中有一段Anne说自己在大蒜周围没有蚊子，而吸血鬼不喜欢大蒜中推断出博主把蚊子看成了吸血鬼，因此推断出博主是有幽默感的。,,,,,,,,,,
,,,,4,What's the purpose of the cold frame top?,通用知识推理,To keep the soil moisture and prevent the wind.,视频中的Cold frame top可以通过采光、保温、防雨防风等作用，为植物营造适宜的生长环境，保护植物生长季节不受不良天气影响。,模型可以通过博主在使用到Cold frame work时所陈述的种秋植的状态“雨水减少湿度下降、秋风起伤害植物”来判断出cold frame work的作用是保湿防风。,,,,,,,,,,
,,,,5,How many tips did the blogger give for planting in fall?,多跳推理,She gave 14 tips for planting in fall.,,模型可以通过视频中博主在视频下方标注的tip1-14判断出该博主一共提供了14个秋季种植的小贴士。,,,,,,,,,,
60,https://www.youtube.com/watch?app=desktop&v=WScbm_DFXMY&t=6s,56:00,vlog - 园艺,1,What's the color of the petunia plant?,多模态/多语言推理,It's purple.,,博主提到了她养的矮牵牛，通过视频给到了矮牵牛镜头，结合视觉可知博主的矮牵牛是紫色的。,,,,,,,,,,
,,,,2,What did the blogger harvest after getting the white italian long zucchini?,"多跳推理,人物属性建模",She went to pick up dragon tongue green beans.,,模型可以通过识别视频中博主在采摘完zucchini之后，经过了辣椒（未采摘），又摘了龙舌豆分析出，采完zucchini后采龙舌豆了。,,,,,,,,,,
,,,,3,Is the blogger a chatty girl?,人物属性建模,"Yes, she is a catty girl.",,模型可以通过视频中博主经过花草绿植是都会积极的介绍它们分辨出该播主是一个chatty的女生。,,,,,,,,,,
,,,,4,What's the color of the raw dragon tongue green beans?,"多模态/多语言推理,通用知识推理",purple.,再把dragon tongue green beans煮熟后，上面紫色的部分遇热后就会变成绿色，此时就可以食用了，说明生的dragon tongue green beans是紫色的,博主在采摘dragon tongue green beans时，再把dragon tongue green beans煮熟后，上面紫色的部分遇热后就会变成绿色，此时就可以食用了，说明生的dragon tongue green beans是紫色的以紫色为主，博主还说到煮熟后，上面紫色的部分遇热后就会变成绿色，此时就可以食用了，说明生的dragon tongue green beans是紫色的,,,,,,,,,,
,,,,5,Is sufficient sunlight beneficial for the lettuce growth?,通用知识推理,No.,生菜在生长时需要阴凉，不适合阳光直射,博主在看她的生菜时，说自己特意把生菜和番茄种在一起，为的就是番茄给生菜遮阴，由此可见生菜的生长不需要充足的阳光,,,,,,,,,,
61,https://www.youtube.com/watch?v=UhZXwWAoyb8,29:16,vlog - 亲子,1,Does Bianca prefer simple or sophisticated tableware? ,人物属性建模,Simple.,,模型需要定位Bianca介绍餐具的片段，片段中她说自己不喜欢五颜六色的餐具，所以选的是比较经典的颜色，根据画面内容看到锅的风格是简约的黑色，可知Bianca喜欢简约风的餐具。,,,,,,,,,,
,,,,2,How do Bianca and her daughter get to the grocery store? ,多跳推理,By car.,,模型需要定位Bianca和女儿逛杂货店的片段，根据该片段之前的片段画面可看出他们是开车去的。,,,,,,,,,,
,,,,3,Can you buy flowers at Trader Joe’s? ,"多模态/多语言推理,通用知识推理",Yes.,根据Bianca的话我们知道她去的是Trader Joe’s这家杂货店，再根据她买的东西看到有花，因此可知Trader Joe’s里有卖花的。,模型需要定位他们去逛杂货店的片段，根据听觉听到Bianca说他们去的是Trader Joe’s，根据视觉看到他们买的东西中有花，因此可知Trader Joe’s里有卖花的。,,,,,,,,,,
,,,,4,Can Bianca's mother drive? ,人物属性建模,Yes.,,模型需要定位Bianca去杂货店的片段，片段中Bianca说自己的车就停在母亲的车旁边，由此可知她母亲也会开车。,,,,,,,,,,
,,,,5,What does Abby Caitlyn do on Tiktok? ,通用知识推理,Selling clothes.,视频中Bianca介绍新买的衣服时说是在Abby caitlyn的tiktok上买到的，因此Abby caitlyn在tiktok上是卖衣服的。,模型需要定位Bianca介绍新买的衣服的片段，根据片段内容可知Abby caitlyn在tiktok上是卖衣服的。,,,,,,,,,,
62,https://www.youtube.com/watch?v=lbA27jqdPq8,25:02,vlog - 派对,1,When is Samantha's birthday? ,"人物属性建模,多模态/多语言推理",January 8th.,,模型需要根据视觉看到画面上显示的日期是2024年1月8日，再根据听觉听到Sam说生日快乐，由此可知Samantha的生日是1月8日。,,,,,,,,,,
,,,,2,Who is Sam? ,"多线索推理,人物属性建模",Samantha's boyfriend.,,模型需要根据整个视频分析，视频中Sam和Samantha举止亲密，并且住在一起，由此推测他们是情侣关系，因此Sam是Samantha的男朋友。,,,,,,,,,,
,,,,3,What brand is White fox? ,"多模态/多语言推理,通用知识推理",Clothing brand.,视频中Samantha说自己收到了来自whitefox的快递，她拆开包裹后可以看到包裹内是衣服，因此whitefox是服装品牌。,模型需要定位Samantha拆包裹的片段，根据听觉听到这个包裹来自whitefox，再根据视觉看到包裹拆出来的是衣服，由此可知whitefox是服装品牌。,,,,,,,,,,
,,,,4,Is it a good deal to buy Starburst on Amazon? ,通用知识推理,Not a good deal.,视频中Samantha收到了两包糖果，是starburst的，她朋友说自己是在亚马逊上下单的，没想到竟然要30美元，Samantha也表示惊讶，问她为什么不到线下购买，由此可推测亚马逊上的starburst卖得很贵，不划算。,模型需要定位Samantha收到糖果的片段，根据片段中的对话内容可推测亚马逊上的starburst卖得很贵，不划算。,,,,,,,,,,
,,,,5,What does Samantha do after putting on her makeup? ,多跳推理,She changes her clothes.,,模型需要首先定位Samantha化好妆的片段，根据该片段之后的画面可知她换了衣服。,,,,,,,,,,
63,https://www.youtube.com/watch?app=desktop&v=0iTHbw4Rx6Q&t=4s,28:46,vlog - 园艺,1,Is the blogger independent in her job of the garden?,"多线索推理,人物属性建模","Yes, she needs no help for the garden.",,模型可以通过对视频中的人物模型进行捕捉，可以发现视频中博主在花园里一切都亲历亲为，并不需要别人帮忙，因此她是一个independent的人。,,,,,,,,,,
,,,,2,Does the blogger like sun exposure?,人物属性建模,"Yes, she does.",,模型可以通过对视频中博主的画面进行捕捉，从而发现博主在太阳底下没有穿戴任何防晒衣物，因此可以得出博主喜欢晒太阳。,,,,,,,,,,
,,,,3,What was in the other basket when one basket had gloves in it?,多模态/多语言推理,Nothing.,,博主提到了她为收菜做的准备，并通过镜头展示了收菜准备的两个篮子，结合视觉，可以得出：其中一个篮子里有手套，而另一个篮子里是空的。,,,,,,,,,,
,,,,4,Is there a big need to manully fertilize the black bean?,通用知识推理,No.,黑豆在收获的时候只需要把豆子豆荚收走，而剩余部分还可以就地掩埋，可以为来年黑豆提供丰富的营养。,模型可以通过视频中harvest黑豆时，将剩余部分放在原地准备compost来判断出，来年并不需要人工施肥，因为采集黑豆后剩余的部分就可以为来年黑豆提供富足的营养。,,,,,,,,,,
,,,,5,What's the favorable condition to preserve black beans?,通用知识推理,Dry area.,保存黑豆应该用在干燥的环境，可有效防止霉变、延长保质期。,模型可以通过保存黑豆的相关知识和视频中博主提到”黑豆并不需要精心保存，只要放在dry condition里就可以preserve很长时间。,,,,,,,,,,
64,https://www.youtube.com/watch?v=-jt3qWndFvE,25:29,测评 - 美妆产品,1,Does Lily show enthusiasm for experimental beauty products?,人物属性建模,Yes.,,视频中Lily主动尝试碳ated泡泡面膜、睫毛贴等非常规产品，尽管部分效果不佳（如睫毛贴不自然），她仍积极参与，全程未表现出抵触情绪，展现了她对实验性美容产品有热情。,,,,,,,,,,
,,,,2,What is Lily and Presley's relationship?,人物属性建模,Sisters.,, 视频中母亲多次指导Presley使用产品，称呼她为“darling”，而Lily也是家庭成员之一，所以可知她们是姐妹。,,,,,,,,,,
,,,,3,How many products are evaluated in total?,多线索推理,Twelve.,,视频中一共出现了12种测试，需要召回所有的测评片段，然后一一细数有12种测评。,,,,,,,,,,
,,,,4,Does Carbonated Clay Mask contain carbonates?,通用知识推理,Yes.,面膜接触空气后持续起泡，推断其含碳酸盐成分与酸性物质遇水反应产生二氧化碳。,视频中面膜接触空气后持续起泡，推断其含碳酸盐成分与酸性物质遇水反应产生二氧化碳。,,,,,,,,,,
,,,,5,How does the blackhead remover device extract impurities?,"多模态/多语言推理,通用知识推理",Vacuum suction mechanism.,仪器使用时需贴合皮肤并启动吸力。,视频中仪器使用时需贴合皮肤并启动吸力，视频中显示吸附动作与声音，结合其“吸出黑头”的描述，推断其通过真空负压物理吸附毛孔杂质。,,,,,,,,,,
65,https://www.youtube.com/watch?v=rpM6DNoXVcs,39:18,vlog - 派对,1,Is Daniel's hacking rusty or skilled?,人物属性建模,Skilled.,,视频中Daniel多次操作黑客设备、布置隐蔽摄像头，技术侵入能力高超。,,,,,,,,,,
,,,,2,What is Mr. X's relationship with Game Master?,人物属性建模,Rival brothers.,,视频中打开Mr. X身份盒后明确提到二者为兄弟，Game Master表面协助Rebecca，实则与Mr. X存在权力争夺，所以他们的关系为敌对兄弟。,,,,,,,,,,
,,,,3,What do they go through before the escape room?,多跳推理,Dance Showdown.,,视频中在展示密室逃脱之前先展示了舞蹈对决的相关片段。,,,,,,,,,,
,,,,4,Do Coke and Mentos explode together?,通用知识推理,Yes.,Rebecca用可乐和曼妥思制造爆炸，两者混合时碳酸饮料中的二氧化碳被迅速释放，产生泡沫喷发。,视频中Rebecca用可乐和曼妥思制造爆炸，两者混合时碳酸饮料中的二氧化碳被迅速释放，产生泡沫喷发。,,,,,,,,,,
,,,,5,What code likely unlocks the Roblox puzzle?,通用知识推理,1337,"Daniel提到""Roblox code""时，Rebecca猜测为1337。","视频中Daniel提到""Roblox code""时，Rebecca猜测为1337，根据视觉信息成功破解，所以可以得出结论。",,,,,,,,,,
66,https://www.youtube.com/watch?v=qjubq284yVk,21:38,vlog - 居家,1,What is Ned and Ariel's marital status?,人物属性建模,Married.,,视频中两人共同拥有房屋，且提到共同育儿，同时Ned称呼Ariel为“妻子”。,,,,,,,,,,
,,,,2,Is Ariel interested in interior design?,人物属性建模,Yes.,,视频中Ariel 多次调整家具如移动脚凳、布置书架陈列，并提到“I wanted to style these shelves anyway”，表明她对室内装饰有强烈兴趣。,,,,,,,,,,
,,,,3,What stage follows rough construction?,多跳推理,Finishing phase.,,视频中明确将翻新分为三个阶段：拆除、粗糙施工和收尾，所以在粗糙施工之后的阶段是收尾。,,,,,,,,,,
,,,,4,What structural purpose does the metal pole serve?,通用知识推理,Roof support.,工人因“inspection”问题要求安装金属杆，并解释其为支撑屋顶的结构需求。,视频中提到工人因“inspection”问题要求安装金属杆，并解释其为支撑屋顶的结构需求。,,,,,,,,,,
,,,,5,Why use custom cabinet fronts with IKEA boxes?,通用知识推理,Cost-effective and customization.,购买宜家基础柜体但定制门板，目的是以低价实现高端外观。,视频中提到他们购买宜家基础柜体但定制门板，目的是以低价实现高端外观，体现装修中的性价比技巧。,,,,,,,,,,
67,https://www.youtube.com/watch?app=desktop&v=Op3lq7mZM0M&t=336s,35:39,vlog - 园艺,1,Is Seren talkative during her work in her garden?,"多线索推理,人物属性建模","No, she tends to be silent.",,模型可以通过对视频中Seren劳动时的模型进行分析，可以发现博主在收菜施肥时只是把镜头挂在旁边，并不会一直说话，因此可以毒推断出她tends to be silent during work.,,,,,,,,,,
,,,,2,Is Seren optimistic?,人物属性建模,Yes.,,"模型可以通过捕捉Seren的行为，发现Seren即便从来没有移植过豌豆，但是对移植豌豆的预期是“think  they are fine""和说这句话时的笑声分辨出，Seren是一个很乐观的人。",,,,,,,,,,
,,,,3,What’s the shape of Costaluto Fiorentino tomato?,多模态/多语言推理,It's a red small punmpkin-shape tomato.,,博主提到了她想种的佛罗伦萨肋排番茄，并通过镜头展示了这个番茄的照片，结合视觉，可以得这个番茄长得像红色的小型南瓜。,,,,,,,,,,
,,,,4,Why was the crow standing still when the people was in its vicinity?,通用知识推理,Waiting for the people to leave to have its meals.,乌鸦具有谨慎的习性，会将人类视为潜在威胁，为保障自身安全和获取食物资源，常采取等待人类离开后再进行觅食等活动的策略。,视频中乌鸦在旁边有人时并没有开始觅食，但通过博主描述，乌鸦已经来此处觅食多次，因此可以推断乌鸦在等待博主离开，环境安全之后再开始吃它的worm meal。,,,,,,,,,,
,,,,5,Where is the most vulnerable part of pea seedlings?,通用知识推理,Roots.,在种豌豆时，博主提到豌豆的根部“不喜欢被干扰”，所以有人会把它们种在纸板花盆，卫生纸卷这样利于生根的地方，博主在栽种时，也对它的根系小心翼翼，可见根部是豌豆苗最脆弱的部分,在种豌豆时，博主提到豌豆的根部“不喜欢被干扰”，所以有人会把它们种在纸板花盆，卫生纸卷这样利于生根的地方，并且博主在栽种时，也对它的根系小心翼翼，可见根部是豌豆苗最脆弱的部分,,,,,,,,,,
68,https://www.youtube.com/watch?v=ExD1OB5lcWU,20:47,vlog - 居家,1,What is the relationship between Mitch and Amber?,人物属性建模,They are lovers.,,视频中Mitch与Amber共同处理日常事务，对话中频繁使用“我们”及亲昵称呼如Mitchie，显示出他们是爱人。,,,,,,,,,,
,,,,2,Where do Mitch and Amber currently live?,人物属性建模,Texas.,,视频中多次提到天气炎热，且他们提到购买物资时需适应德克萨斯的高温，暗示他们目前居住在该州。,,,,,,,,,,
,,,,3,What does Mitch add to his coffee?,多模态/多语言推理,Almond milk.,,"视频中提到 ""Mitch likes that in his coffee""，""that"" 是之前提到的杏仁奶，根据视觉和听觉信息，得出结论。",,,,,,,,,,
,,,,4,Is Walmart logistically capable?,通用知识推理,Yes.,供应链中断导致肉类短缺，而沃尔玛因物流能力强什么商品都有。,"视频中提到 ""we finally found some chicken""，此前长期缺货。结合视频背景为疫情期间，可推断供应链中断导致肉类短缺，而沃尔玛因物流能力强缓解了这一问题。",,,,,,,,,,
,,,,5,"If you want to buy something that is not sold in many stores, which supermarket can you go?",通用知识推理,Walmart.,博主提到自己想要的蔬菜汤很难买到，但最终还是在沃尔玛买到了，男友也说是的，那的东西真的很全，可见可以去沃尔玛买那个不太常见的商品,博主提到自己想要的蔬菜汤很难买到，但最终还是在沃尔玛买到了，男友也说是的，那的东西真的很全，可见如果有买不到的商品，可以去沃尔玛碰碰运气,,,,,,,,,,
69,https://www.youtube.com/watch?v=2JqFqKYJGA0,44:39,街头互动 - 社会观察,1,In which part of California is weaverville located?,"多跳推理,通用知识推理",North California.,博物馆的老人说San  Francisco  人说他们在加州北部，但其实相对weaverville 来说，他们其实在中部，由此可知weaverville 在加州北部。,模型可以通过博物馆老者对weaverville和san  Francisco 的相对位置得出结论。,,,,,,,,,,
,,,,2,From when did Weaverville become flourished?,通用知识推理,Since gold rush period.,博物馆的老人介绍了这里的历史，加州的淘金热也带动了weaverville的发展,模型可以根据博物馆老人对历史的描述获得详细的信息，与餐厅女孩的对话也能印证这段历史。,,,,,,,,,,
