视频序号,视频_url,视频长度（min）,视频类型,问题序号,"问题
","问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,4,How does a projector connect to a phone?,"多线索推理,多模态/多语言推理,通用知识推理",Bluetooth.,蓝牙可以将投影仪与手机连接在一起。,找到对应投影仪的片段，并根据画面与语音推理出答案。,,,,,,,,,,
,,,,5,How to play music on the light projector that the author bought?,"多线索推理,多模态/多语言推理",Connect the headphones via Bluetooth.,,找到对应试用灯光投影仪的片段，并根据画面与声音得出答案。,,,,,,,,,,
41,https://www.youtube.com/watch?v=FJOtPRD_7hM,20:34,测评 - 展会,1,Is the scale of the IMTS trade show large or small?,通用知识推理,Large.,IMTS（International Manufacturing Technology Show） 是全球规模最大、最具影响力的工业制造技术贸易展之一，聚焦尖端机床、智能制造与工业创新。,通过定位到视频开头，Ian说道imts 是一个大型贸易展，是世界上或至少在北美最大的机械加工展会之一，所有大型机械加工制造商都会聚集，由此可知IMTS的规模大，而不是小。,,,,,,,,,,
,,,,2,Is Ian good at communicating or inarticulate? ,"多线索推理,人物属性建模",He is good at communicating.,,通过观察视频，视频中Ian在和各个负责人交谈中清楚提问、清晰表达等细节，由此可知，ian是善于沟通的。,,,,,,,,,,
,,,,3,What kind of technology is the power skiving unit?,通用知识推理,Cutting-edge technology.,动力滑行单元（Power Skiving Unit） 不仅是前沿技术，更是当前齿轮制造领域最具颠覆性的技术突破之一，其核心在于通过 “运动控制算法+多工艺集成” 实现了传统机械加工无法企及的效率、精度和柔性化水平。,通过定位到视频里ian在和patrick的交谈中，说道这项技术是非常先进的，可以帮助提高精确度和效率等，由此可知这是一项高端制造领域的尖端技术。,,,,,,,,,,
,  ,,,4,Who did Ian interview after interviewing Jacob?,多跳推理,Shawn.,,定位到视频里，Ian再采访完Jacob后，采访了Shawn。,,,,,,,,,,
,,,,5,"Which word is more appropriate to describe Brendt, ""professional"" or ""amateur""? ",人物属性建模,Professional.,,视频定位到Brendt的讲解，通过观看视频，如耐心的解释工作原理、通俗的讲解等细节可知，用专业来形容Brenndt更合适。,,,,,,,,,,
42,https://www.youtube.com/watch?v=DMkeDn_ATrI,26:18,vlog - 派对,1,What kind of business does One Size Studio Headquarters mainly engage in? ,通用知识推理,Makeup and styling business.,One Size Studio Headquarters carried out the makeup and styling related to the characters from Shrek for them. ,Blesiv等人前往One Size Studio Headquarters，由Patrick Star及其团队为他们进行与《怪物史莱克》角色相关的化妆造型，Patrick 之前曾为博主打造过Edward Scissor Hands等标志性造型。,,,,,,,,,,
,,,,2,Who is in charge of the KAED channel on YouTube?,通用知识推理,Eddie and Karen.,Karen and Eddie's channel is responsible for shooting and releasing the full-process video of the party. ,Blesiv称他只记录了派对开始前的准备，Karen和Eddie的频道负责拍摄并发布派对的全程视频，最后呼吁观众想要了解派对内容订阅KAED频道。,,,,,,,,,,
,,,,3,Is Blesiv more introverted or more extroverted?,"多线索推理,人物属性建模",More extroverted.,,Blesiv兴奋地筹备派对，全程积极拍摄Vlog并和朋友们畅快交流。,,,,,,,,,,
,,,,4,What's Patrick's job?,人物属性建模,Makeup stylist.,,Patrick能够根据不同人的情况，是否佩戴假体来规划化妆时间，还能为大家打造出还原《怪物史莱克》角色的妆容，并且他还有自己的团队，所以可以推断出他的职业是化妆师。,,,,,,,,,,
,,,,5,"During the makeup and styling process, who took the longest time?","多跳推理,多模态/多语言推理",Eddie.,,在化妆造型这个片段，听觉Blesiv因为不需要假体需要的时间最短，Eddie和Karen因为假体提前一个小时开始，视觉Karen优先完成离开座位。,,,,,,,,,,
43,https://www.youtube.com/watch?v=19XeVT8O810,23:26,综艺 - 表演/选秀,1,Do singing performances account for the majority of the shows in America's Got Talent? ,通用知识推理,"No, it's a comprehensive talent show. ",美国达人秀的舞台上，有很多类型的表演节目。, 美国达人秀舞台表演节目有喜剧，唱歌，杂技类表演等。,,,,,,,,,,
,,,,2,"In America's Got Talent, what signs do the judges give to represent that the contestants have succeeded? ",通用知识推理,"The judge's ""yes"" means the performer succeeds. ",美国达人秀节目中，评委说‘yes’，代表选手成功了。,通过观察美国达人秀的选手们表演和评委的行为，可以得知问题答案。,,,,,,,,,,
,,,,3,Is Heidi an extrovert or an introvert?,人物属性建模,She is a very outgoing person.,,根据Heidi在节目中的表现，以及她对理查德歌曲的表白可以看出她是一个很外向的人。,,,,,,,,,,
,,,,4,Did Richard's song on stage almost get the entire audience excited? ,多线索推理,Yes.,,模型先定位到理查德在台上唱歌的片段，观察全场观众的表现，可以看出几乎全场的观众都被他的歌声所吸引。,,,,,,,,,,
,,,,5,What is the relationship between Heidi and Richard?,人物属性建模,Married couple.,,根据美国达人秀节目支持人在舞台上宣布，理查德和海蒂结婚了，可以得知他们现在是已婚夫妇的关系。,,,,,,,,,,
44,https://www.youtube.com/watch?v=GTDjHG9FFCI,34:35,测评 - 美妆产品,1,What is Jeffree's least favorite makeup step?,人物属性建模,Draw the eyebrows.,,Jeffree自己讲述不喜欢在眉毛上画画，今年他更加喜欢外星人的造型，他非常反对棕色眉毛，他已经很久没有画过眉毛了，由此可推断得到。,,,,,,,,,,
,,,,2,What kind of foundation does James like?,人物属性建模,The Too Faced Born This Way foundation.,,视频中两人进行模仿对方标志性妆容挑战互换化妆包，Jeffree表示James化妆包中是Too Faced Born This Way粉底液，James也表示对该粉底液的认可。由此可推断。,,,,,,,,,,
,,,,3,What did James do before officially starting to do the makeup?,多跳推理,James used a glue stick to cover his eyebrows.,,James观察Jeffree的标志性妆容是没有眉毛的因此他决定化妆之前第一步是用胶棒将自己的眉毛给盖住，由此可推断。,,,,,,,,,,
,,,,4,Do you need to meet many conditions to use the 'JAMES' code?,通用知识推理,No.,在视频中Jeffree问James这个代码Lily和他有没有权利使用，James Charles讲述他代码'James'是他和每一个人都拥有的权力。,在视频中Jeffree问James这个代码Lily和他有没有权利使用，James Charles讲述他代码'James'是他和每一个人都拥有的，由此可推出这个代码的使用是没有任何加成条件限制的。,,,,,,,,,,
,,,,5,"Is the 'JAMES' code only applicable to one brand, Morphe?",通用知识推理,No.,Jeffree的讲述使用代码‘James’在购买Morphe化妆刷时可以打九折，James讲述了使用该代码可以在购买Lily 睫毛刷、OFRA液体唇釉等都可以打九折。上述Lily和ofra 都是不同的彩妆品牌。,基于视频中Jeffree的讲述使用代码‘James’在购买Morphe化妆刷时可以打九折，后面James讲述了使用该代码可以在购买Lily 睫毛刷、OFRA液体唇釉等都可以打九折。上述Lily和ofra 都是不同的彩妆品牌，由此可推出。,,,,,,,,,,
45,https://www.youtube.com/watch?v=tgp8RCbhinA,33:40,vlog - 居家,1,What is the name of Shark Ninja?,通用知识推理,It is the name of the manufacturer of the coffee machine.,Shark Ninja是咖啡机生产商的名字。,马拉·斯努巴尔说Shark Ninja寄给了她一台浓缩咖啡机，可推测Shark Ninja是咖啡机生产商的名字。,,,,,,,,,,
,,,,2,Is Mara Snoubal a skincare person?,人物属性建模,She is a skincare person.,,马拉·斯努巴尔每天晚上都会敷LED面膜，可知她是个注重护肤的人。,,,,,,,,,,
,,,,3,What do people do on the night of Ramadan?,通用知识推理,Pray and kneel.,在斋月期间，祷告和跪拜是每天的固定仪式。,马拉·斯努巴尔一家在晚上要进行祷告，结合她说这个视频记录了斋月完整的一天晚上，能够推出在斋月期间，祷告和跪拜是每天的固定仪式。,,,,,,,,,,
,,,,4,Does Malik like ice cream?,人物属性建模,"Yes,he is.",,马里克在祷告结束后和他的爸爸妈妈说要吃冰淇淋，可见他喜欢吃冰淇淋。,,,,,,,,,,
,,,,5,What does Malik need to do before going to bed?,多跳推理,Step on the stool and go to bed.,,马里克上床前要把凳子推到床边然后踩着凳子上去。,,,,,,,,,,
46,https://www.youtube.com/watch?v=XtRd7qitotM,26:09,vlog - 运动,1,Whose name is the panda?,多模态/多语言推理,The panda is a horse.,,博主介绍卡门要来骑熊猫，镜头展示时，结合视觉，可知熊猫是一头马。,,,,,,,,,,
,,,,2,What is the relationship between Carmen and the blogger?,人物属性建模,They are friends.,,根据博主讲述可知她与卡门是朋友关系。,,,,,,,,,,
,,,,3,How to control the direction when riding a horse?,通用知识推理,Control the length of the reins.,骑马时可以通过控制缰绳的长短来改变方向。,根据卡门骑马时转弯时改变缰绳长短可推出骑马时可以通过控制缰绳的长短来改变方向。,,,,,,,,,,
,,,,4,Is Carmen an excellent horseback rider?,人物属性建模,"Yes,she is.",,卡门第一次骑熊猫就骑得很好，说明她马术很好。,,,,,,,,,,
,,,,5,How to keep your horse's head down while riding?,通用知识推理,Relax the reins and slap the horse on the neck.,骑马时，可以通过放松缰绳和拍打马儿的脖子示意马儿低头。,博主说让马的头低下去可以将手往前伸，然后将缰绳放回去，视频中可以看到缰绳处于放松状态，没有被拉紧，结合卡门拍了拍马儿的脖子，然后马儿的头就低下去了，可知骑马时，可以通过放松缰绳和拍打马儿的脖子示意马儿低头。,,,,,,,,,,
47,https://www.youtube.com/watch?v=E5UTXbugdZc,20:28,vlog - 居家,1,What kind of animal is the peluche buddy Jayco was talking about?,多模态/多语言推理,It's a dog.,,Jayco和Val在展示他们的行李包之前让镜头前的毛绒朋友让开，结合视觉可知毛绒朋友是一条狗。,,,,,,,,,,
,,,,2,What is Jayco's occupation?,人物属性建模,Jayco is a clothing brand owner.,,视频中Jayco介绍了他即将发布的一些服装，他的职业是一名服装品牌主理人。,,,,,,,,,,
,,,,3,"What is the name of "" JESUS IS LOVE""?",通用知识推理,It is the name of a clothing line.,” JESUS IS LOVE“是服装系列的名字。,"Jayco介绍他将发布"" JESUS IS LOVE""系列的衣服，可知"" JESUS IS LOVE""是衣服的名字。",,,,,,,,,,
,,,,4,"Are Jayco and Val an attentive, prepared couple?",人物属性建模,Yes.they are.,,Jayco和Val在孩子未出生前准备了待产包，考虑到了生产可能用到的所有东西，可见他们是一对喜欢提前做准备，细心耐心的夫妻。,,,,,,,,,,
,,,,5,Why should girls try not to wear rings during pregnancy?,通用知识推理,Because the fingers will become swollen and enlarged.,女生在孕期手指会水肿变大，尽量不要带戒指。,根据Val所讲她在生孩子前会把戒指摘掉，推测怀孕会让女生手指水肿变大。,,,,,,,,,,
48,https://www.youtube.com/watch?v=APinK3ijfiQ,37:44,教学 - 医疗,1,Is Sam Herbert a brave person or a timid person ?,"多线索推理,人物属性建模",He is a brave person.,,视频内容：Sam Herbert在街上遇到有人心脏病发挺身而出用自己掌握的急救知识拯救了一个人的性命。——>推理：Sam Herbert是一个勇敢的人。,,,,,,,,,,
,,,,2,Which kind of patient should be placed in the recovery position during first aid?,"多模态/多语言推理,通用知识推理",Patients who are unconscious but breathing normally should be placed there.,Recovery position（恢复体位）是一种用于无意识但有正常呼吸的患者的急救体位。它的目的是保持气道通畅，防止呕吐物、血液或其他液体阻塞呼吸道，减少窒息风险。,视频内容：在急救教学演示恢复体位的过程中，根据听觉Shyr-Nai提到当前患者虽然昏迷但仍有呼吸，通过视觉观察之后她开始教学如何把患者摆成恢复体位。——>推理：昏迷了但仍有呼吸的患者需要在急救时被摆成恢复体位。,,,,,,,,,,
,,,,3,Is Tom Wilkes a persistent person?,人物属性建模,"Yes, he is.",,视频内容：Tom Wilkes提到自己从小学参加急救课程开始就对参与急救工作开始感兴趣，并一直从事这个领域。——>推理：Tom Wilkes是一个坚持的人。,,,,,,,,,,
,,,,4,Who was interviewed after Sam Herbert ?,多跳推理," David Herbert, Sam's father.",,模型需要定位到与Sam Herbert采访相关的片段，然后结合前后内容进行分析。,,,,,,,,,,
,,,,5,How to open the airway of an unconscious person ？,通用知识推理,Head-Tilt Chin-Lift Maneuver.,Head-Tilt Chin-Lift Maneuver（仰头抬颏法）是一种用于打开气道的急救技术，常用于没有颈椎损伤风险的无意识患者，尤其是在心肺复苏过程中。,视频内容：在演示急救过程时，Adam演示了如何为昏迷的人打开气道：把两根手指放在下巴下面，把手放在的头顶上，把头往后仰，然后抬起下巴。——>推理：为昏迷的人打开气道需要用到仰头抬颌法。,,,,,,,,,,
49,https://www.youtube.com/watch?v=DcQirGief28,35:34,探索 - 参观,1,Why are all the drinks in bars non-alcoholic in Saudi Arabia?,"多模态/多语言推理,通用知识推理",Because alcohol is banned in Saudi Arabia.,Saudi Arabia is an alcohol-free country.,根据语言和画面找到酒吧出现的位置，再据此判断出里面的酒为何都不含酒精。,,,,,,,,,,
,,,,2,What's the relationship between Kara and Nate?,"多线索推理,人物属性建模",They are husband and wife.,,根据线索找到Kara和Nate，再根据他们的行为判断出他们之间的关系。,,,,,,,,,,
,,,,3,Does the minibar in the SHEBARA require an additional fee to use?,"多模态/多语言推理,通用知识推理","The minibar is included in the accommodation fee, so there is no additional charge.",酒店中的物品通常使用都需要额外付费，但已经包含在住宿费范围内的不需要再付费。,需要根据语音和画面找到相关使用迷你酒吧的片段，并据此判断出是否需要为此额外付费。,,,,,,,,,,
,,,,4,Did Kara guess exactly what the waiter put in her matcha coffee?,多线索推理,"No, she didn't.",,需要先定位到Kara喝抹茶咖啡的时间段，再据此判断她是否知道里面加了什么。,,,,,,,,,,
,,,,5,What is GUS's profession?,人物属性建模,He is the manager of a restaurant.,,找到Gus出现的片段，并据此判断出答案。,,,,,,,,,,
50,https://www.youtube.com/watch?v=VDixvAoDVeY,33:51,教学 - 艺术,1,Is Kevin's dad a determined person?,"多线索推理,人物属性建模","Yes, he is.",,视频内容：Kevin爸爸作为初学者可以坚持每天抽出时间来做吉他的指法练习。——>推理：Kevin爸爸是一个有毅力的人。,,,,,,,,,,
,,,,2,Does Kevin have a good relationship with his dad?,"多线索推理,人物属性建模","Yes, he does.",,"视频内容：Kevin在教学过程中可以和爸爸开各种玩笑，包括说如果爸爸不坚持练习他就会”kill him""、Kevin让爸爸做指法练习是自己喜欢”折磨爸爸“。——>推理：Kevin和他爸爸的关系很好。",,,,,,,,,,
,,,,3,What practice should a beginner guitarist do every day?,通用知识推理,Chord change exercise and spider exercise.,Chord change exercise 指的是吉他练习中用于训练和改善和弦转换的练习，而The Spider Exercise是一种经典的吉他手指独立性和灵活性练习。,视频内容：Kevin提到建议初学者每天练琴40分钟，其中十分钟练习和弦转化，十分钟练习蜘蛛练习。——>推理：吉他初学者每天都需要做的练习是和弦转换和蜘蛛练习。,,,,,,,,,,
,,,,4,"When doing the spider routine, what position should practitioners keep their fingers in?",通用知识推理,The fingers should be kept close to the fretboard.,在练习spider routine时，保持手指靠近指板，可以减少不必要的手指抬高动作，从而提高换弦和指法的效率，同时降低手部的紧张感和疲劳。,视频内容：Kevin反复强调在在练习spider routine时，要努力不把手指抬高，而是要尽量贴近指板。——>推理：在练习spider routine时，要保持手指贴近指板的姿势。,,,,,,,,,,
,,,,5,What did Kevin do after talking the method of increasing speed on  chord change exercises ?,多跳推理,He showed this exercise in person.,,模型需要定位到与Kevin讲解chord change exercise提高速度的方法相关的片段，然后结合前后内容进行分析。,,,,,,,,,,
51,https://www.youtube.com/watch?v=YhNfeejuByI,22:12,测评 - 电子产品,1,What kind of geographical environment is mostly used for the flight tests of Wing's aircraft?,通用知识推理,Deserts and open fields.,基于Adam woodworth对应整个公司飞行测试的初步介绍可以知道，Wing公司主要在沙漠和空旷田野进行测试。,基于Adam savage与wing公司工程师沟通可以知道，在厂房的大多数时间都是在沙漠或者空旷田野进行飞行测试，由此可以得出结论。,,,,,,,,,,
,,,,2,Does Adam Savage highly appreciate and identify with FA or not?,人物属性建模,He holds a very approving attitude.,,Adam savage视频中表示他非常欣赏FA，因为它具有高清晰度的安全过程，允许他人匿名举报且不会受到惩罚，去确保它自己的状态，通过Adam的语言描述可以推论。、,,,,,,,,,,
,,,,3,How many aircraft crash experiments did the Wing team conduct in the video?,多线索推理,Twice.,,在视频对应测试片段，可知为了让Wing团队更好的记录整个飞机坠毁实验的过程，Wing团队进行两次实验，实验的撞击平整度也不同，由此可以推断。,,,,,,,,,,
,,,,4,Is Adam Woodworth an enthusiast of aircraft design?,人物属性建模,Yes.,,基于视频Adam savage对Adam woodworth的表述“you spend your whole life to build aircraft ”，在创建这恶鬼无人飞机时子啊政策方面受到很多压力，但是仍然坚持设计飞机，由此可推断得出。,,,,,,,,,,
,,,,5,Are Wing's aircraft as safe as commercial aircraft?,通用知识推理,No.,视频可知Wing正在飞行测试，希望将自家飞机的飞行安全与商用飞机一样。,通过Adam savage的采访可以知道Wing团队在长时间记录飞行状况，然后尝试将自家飞机的飞行安全与商用飞机一样。通过这些可以推断出结论。,,,,,,,,,,
52,https://www.youtube.com/watch?v=5gynj76XsUQ,27:06,纪录片 - 自然,1,What is Mark's occupation?,人物属性建模,He is a photographer.,,马克以保护的名义拍摄了数百次极限冒险可知他的职业是一名摄影师。,,,,,,,,,,
,,,,2,Why is RN2 one of the most dangerous roads in the world?,通用知识推理,The emergence of terrorist organizations and rebel militias.,恐怖组织、叛乱民兵滋生导致非洲社会动荡，也让RN2成为了非洲乃至全世界最危险道路之一。,从马克的话中我们可以推断出恐怖组织、叛乱民兵滋生导致非洲社会动荡，也让RN2成为了非洲乃至全世界最危险道路之一。,,,,,,,,,,
,,,,3,Was Augustine a man who did not fear life or death and loved animals?,人物属性建模,Augustine was a brave and animal-loving person.,,奥古斯丁作为护林员，不惧怕恐怖分子，愿意为保护大猩猩献出生命，说明他是个不惧生死，热爱动物的人。,,,,,,,,,,
,,,,4,Why do gorillas build new nests every day?,通用知识推理,Gorillas pull feces into their nests every day.,大猩猩每天会在自己的巢穴里拉粪便。,马克说大猩猩每天都会筑一个新巢，因为没有人愿意回家后看到一个脏兮兮的巢穴，结合视频可以看到在大猩猩的窝里有很多粪便，可以推测大猩猩的生活习惯就是每天会在自己的巢穴里拉粪便，所以它们每天都要搭建新巢穴。,,,,,,,,,,
,,,,5,What precautions did Mark take before meeting the gorilla?,多跳推理,He was wearing a mask.,,因为大猩猩与人类的DNA高度重合，为了预防大猩猩身上的传染病，马克在遇见大猩猩之前戴了口罩。,,,,,,,,,,
53,https://www.youtube.com/watch?v=sxbGmqfmfBE,28:45,街头互动 - 社会观察,1,What is April O'Connor's attitude towards her job? ,"多线索推理,人物属性建模",Enthusiastic.,,通过视频中 April O'Connor提到自己的工作过程时，他说自己就像神奇的女巫一样，并且很高兴能帮助饥饿的人。,,,,,,,,,,
,,,,2,Is Kimmy Murray living a life beset by difficulties or a life of happiness?,人物属性建模,A life beset by difficulties.,,视频中Kimmy Murray提到没人渴望自己现在的生活，并且提到自己身体的问题，生活上的困境，还得不到政府的帮助。,,,,,,,,,,
,,,,3,"Can the homeless people in Portland, Oregon apply for government assistance or can they only rely on themselves?",通用知识推理, They can apply for government assistance.,关于俄勒冈州波特兰会为无家可归的人提供的援助。,视频中可以看到，在波特兰，无家可归的可以居住在政府提供的庇护所中，并且还可以看到，存在组织为无家可归的人提供早餐，有一对无家可归的人的夫妻也向政府提交过请求援助的申请。,,,,,,,,,,
,,,,4,Who is Skyler's mother?,多线索推理,Tiana.,,视频中Tianna介绍自己的生活，提到每当自己沮丧时，Skyler就会跑来叫自己妈妈并且安慰自己。,,,,,,,,,,
,,,,5,What is the purpose of the people in Portland staging a night strike?,"多线索推理,通用知识推理",To help the homeless.,关于波特兰的夜间罢工活动是什么，以及从事的活动,视频中安东尼在介绍夜间罢工活动时，提到这是一个志愿活动，主要是为那些无家可归的人提供一些基础的服务，可以得出结论。,,,,,,,,,,
54,https://www.youtube.com/watch?v=sbT04og2veo,28:25,纪录片 - 自然,1,What is Antonio Basa's attitude towards the prospect of the olive - growing industry?,人物属性建模,Pessimistic.,,根据视频中Antonio Basa表示下一代人已经不愿意进入这个产业而且自己也打算退出可以看出他对橄榄产业的发展前景持悲观态度。,,,,,,,,,,
,,,,2,What are the differences between organic agriculture and traditional agriculture?,通用知识推理,Organic agriculture does not use chemical substances.,有机农业不使用化学肥料和杀虫剂、除草剂,根据视频内容中Antonio Puentes对有机橄榄油种植的介绍推断出有机农业与传统农业的不同。,,,,,,,,,,
,,,,3,Can Antonio Basa herd livestock?,人物属性建模,"Yes,he can.",,根据视频内容 Antonio Basa不仅种植橄榄，根据画面显示他还养一大群羊，可以看出他会放牧。,,,,,,,,,,
,,,,4,Which types of seasonings are specially protected in supermarkets in Spain?,通用知识推理,Olive oil.,橄榄油在西班牙超市中有特别的保护措施,根据视频内容西班牙超市中的橄榄油采用了安全锁或者锁在柜子里等一系列安全措施。,,,,,,,,,,
,,,,5,Is it easy to catch the people who steal olives?,多线索推理,"No,it isn't",,根据视频内容政府和农民采取了各种方法试图抓住小偷但是都以失败告终。,,,,,,,,,,
55,https://www.youtube.com/watch?v=EwSaZfwBrz8,36:26,访谈 - 静态（对话密集型，少量视觉信息）,1,Does glass belong to anisotropic materials?,通用知识推理,Glass is not an anisotropic material.,玻璃是否属于各向异性材料,根据James所说复合材料属于各向异性材料，不像钢、钛和玻璃那样，由此推出,,,,,,,,,,
,,,,2,When was the wreck of the Titanic discovered?,"多线索推理,通用知识推理",1985,泰坦尼克号残骸被发现的时间,根据James说第一次潜水进入泰坦尼克号是1995年，而且在十年前被发现，由此推出发现时间是1985,,,,,,,,,,
,,,,3,How many materials does James mention that can be used in pressure vessels?,多线索推理,Four,,模型需要分析并统计James提到的材料中哪些是可以用于压力容器的,,,,,,,,,,
,,,,4,Is James a cautious person?,人物属性建模,Yes,,根据James对潜艇要求严格，每个零件都要经过检验合格并且拒绝Stockton的邀请可以看出,,,,,,,,,,
,,,,5,Is Stockton an egomaniac?,"多线索推理,人物属性建模",Yes,,根据Stockton从航天领域转到潜水领域却不愿听从别人建议，对自己出格的设计自豪可以看出他的自负,,,,,,,,,,
56,https://www.youtube.com/watch?v=1EXwk_quVv4,35:20,纪录片-历史纪实,1,Is the blogger erudite?,人物属性建模,Yes,,博主能流畅地介绍肯辛顿宫的历史，馆长讲完肯辛顿宫的壁画和一些宫女的服装后博主还能补充馆长的话,,,,,,,,,,
,,,,2,What are the restrictions for taking up the position of a bridesmaid at Kensington Palace?,通用知识推理,Young women of noble birth,只有出身名门的年轻女性才能从事肯辛顿宫伴娘一职,博主提到活跃宫廷气氛是一群年轻女性的工作，它们被称为伴娘，她们必须出身名门教养良好，可推断出,,,,,,,,,,
,,,,3,"In the 18th century, were there more men or women holding special positions in the British royal palace?",通用知识推理,Men,18世纪，英国皇宫的特殊职位男性担任较多,视频提到这些工作通常由男性担任，偶尔有女性担任的情况，可推断出,,,,,,,,,,
,,,,4,Is Mrs. Silka a considerate person or an unfriendly one?,人物属性建模,A considerate person,,Bernie说Silka是一个令人愉快的女人，如果不是她把衣服按顺序给女王，她根本不知道要按什么顺序，可推断出,,,,,,,,,,
,,,,5,What might be the dessert that George II might have after his meal?,多线索推理,Macarons and cheese,,视频中先提到了介绍的物品是乔治二世的大厨的厨房笔记，后面又提到有趣的是早在1736年就出现了马卡龙和奶酪，可推断出乔治二世的饭后甜点可能有马卡龙和奶酪,,,,,,,,,,
57,https://www.youtube.com/watch?v=zcyd8OXccCg,21:15,测评 - 电子产品,1,What is JACK's job??,"多线索推理,人物属性建模,多模态/多语言推理",He is a clerk at MICROCENTER.,,找到jack出现的片段，并根据他的言行判断出答案。,,,,,,,,,,
,,,,2,"Which computer retailer does the author prefer, Micro Center or Best Buy?","多线索推理,人物属性建模",Micro Center.,,找到作者比较俩家电脑的片段，并根据作者的反应得出答案。,,,,,,,,,,
,,,,3,"In terms of VRAM performance, how does the RTX 4060 GPU compare to the RTX 3060 GPU?",通用知识推理,The RTX 4060 performs better.,4060系显卡比3060系显卡功能要好。,找到相应谈论显卡的片段，并推理出答案。,,,,,,,,,,
,,,,4,what can be used to control the color change of a computer case?,通用知识推理,Install a LED switch.,LED可以控制灯光颜色变化。,找到对应机箱装载LED灯发光片段，并根据画面与语音推理出答案。,,,,,,,,,,
,,,,5,"Compared with MICROCENTER and BESTBUY, which one has better service attitude?",多线索推理,Micro Center.,,找到分别在两家店铺购物的片段，并根据画面与人物各自的反应得出答案。,,,,,,,,,,
58,https://www.youtube.com/watch?v=J1q1VsXw2tU,33:52,综艺 - 表演/选秀,1,Which animals performed on the stage?,"多线索推理,多模态/多语言推理","Rabbits, dogs, pigs and chickens.",,模型需要读取视频，通过语言和画面去识别视频中进行表演的小动物，由此可知有兔子、狗、猪和鸡。,,,,,,,,,,
,,,,2,What is Sofia Vergara most afraid of?,人物属性建模,The black ocean.,,在Jode Rijk达人秀表演时请在场评委写下自己最为恐惧的事情，Sofia Vergara在节目纸上写下的是Dark ocean，与此可知她最为恐惧的事物。,,,,,,,,,,
,,,,3,What kind of job was Sethward interested in? ,人物属性建模,Performing.,,在Sethward进行达人秀表演之前，他在采访中讲述说他家中每个人都找寻到自己所热爱的事物，他热爱表演，他特别喜欢观察大自然，在大自然中找寻表演灵感，由此可以推出他热爱大自然。,,,,,,,,,,
,,,,4,Is the show America's Got Talent a variety show that allows animals to perform directly on stage?,通用知识推理,Yes.,基于视频中Jode携带他的宠物鸡 Rijk上台表演，可知该达人秀舞台是允许动物直接上台表演的。,基于视频中Jode携带他的宠物鸡 Rijk上台表演，以及后续猪上台表演，都可以发现，该达人秀舞台是允许动物直接上台表演的。,,,,,,,,,,
,,,,5,Are the performance stage and the judges' platform of America's Got Talent connected to each other?,通用知识推理,Yes.,视频中Jode与他的宠物鸡Rijk一同表演魔术时，Jode径直走过两个平台之间的连廊到达评委面前表演魔术，由此可知两舞台之间时连接的。,视频中Jode与他的宠物鸡Rijk一同表演魔术时，Jode径直走过两个平台之间的连廊到达评委面前表演魔术，由此可知两舞台之间时连接的，由此可推断。,,,,,,,,,,
59,https://www.youtube.com/watch?v=gnhub9-KLsE,33:11,测评 - 美妆产品,1,What does Jeffree Sta usually use to remove makeup? ,人物属性建模,Makeup remover pads.,,基于视频种Jeffree Star的表述他不喜欢一系列泡沫产品，他一般会用全卸妆棉来清洁，然后卸妆，由此可推断。,,,,,,,,,,
,,,,2,How many products of Kylie Skin were tested?,多线索推理,Six products.,,视频中Jeffree Star在不同视频片段讲述此次测试面部保湿霜、卸妆湿巾、核桃磨砂面霜、眼霜、香草牛奶爽肤水、泡沫洗面奶和维生素C精华液，由此可知是6种产品。,,,,,,,,,,
,,,,3,Are the skincare products launched by Kylie Skin all of extremely strong efficacy?,通用知识推理,No., Jeffree 和 Shane Dawson测试Kylie Skin的卸妆巾，产品让脸部感到非常干燥；在测试Kylie 眼霜时发现在成分中有功效性的成分都排在配料表最后；最后两个人在测试面霜等一系列产品后基于脸部感知认为产品非常基础性, Jeffree 和 Shane Dawson首先测试Kylie Skin的卸妆巾，两人在试用以后都非常认同卸妆湿巾让脸部感到非常干燥；在测试Kylie 眼霜时发现在成分中有功效性的成分都排在配料表最后；最后两个人在测试面霜等一系列产品后认为产品非常基础性且与价格不相符，基于测试结果可推断。,,,,,,,,,,
,,,,4,Is the relationship between Jeffree and Kylie Jenner friendly or broken?,人物属性建模,The relationship between the two people is broken.,,基于Jeffree 讲述在谈论有关Kylie的品牌产品时，人们都会考虑过去他与Kylie之间的事，但他们之间谁也不在乎谁，不存在强烈敌意，期间Jeffree的真实语言和便请等综合可知两人关系不好。,,,,,,,,,,
,,,,5,Which ingredient-containing toner should be avoided?,通用知识推理,Alcohol.,视频中在介绍Kylie Skin的爽肤水时，介绍其中成分时Jeffree 讲述这个产品不包含酒精非常良心，因为有酒精的产品会一定程度加速衰老。,视频中在介绍Kylie Skin的爽肤水时，介绍其中成分时Jeffree 讲述这个产品不包含酒精非常好，因为有酒精的产品会让人随着时间加速衰老。,,,,,,,,,,
