视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
53,https://www.youtube.com/watch?v=x1Wa18Lp6bg,29:06,vlog - 旅行,1,What kind of restaurant is Los Mariscos? ,通用知识推理,A Mexican restaurant.,Gabby在los mariscos吃了塔克，并且店名是西语，由此推测los mariscos是墨西哥餐厅。,模型需要定位gabby去吃los mariscos的片段，感觉画面中的场景可以看到gabby吃的是塔克，由此推测los mariscos是墨西哥餐厅。,,,,,,,,,,
,,,,2,Which country does Gabby usually live in? ,人物属性建模,The United States.,,模型需要定位Gabby提到西雅图的片段，将西雅图的雨和纽约的雨作比较，由此看出她对西雅图很熟悉，因此她平时生活在西雅图，西雅图在美国。,,,,,,,,,,
,,,,3,What kind of exercise does Gabby usually do in the morning? ,"多线索推理,人物属性建模",Pilates.,,模型需要定位多个片段，第一个片段是gabby早上去上普拉提课，第二个片段是gabby在吃早饭的画面，根据画面中的文字可知她刚结束普拉提，由此可知gabby早上一般会做普拉提。,,,,,,,,,,
,,,,4,How many times does Gabby eat pizza in the video? ,多线索推理,Twice.,,模型需要定位gabby吃披萨的片段，统计共出现几次，可知一共出现两次吃披萨的画面。,,,,,,,,,,
,,,,5,Does it rain often in Seattle? ,通用知识推理,Yes.,Gabby在视频中提到有人可能认为自己来自西雅图所以已经习惯了雨天，但其实自己讨厌下雨，由此判断西雅图经常下雨。,模型需要定位gabby提到雨天和西雅图的片段，根据片段中的话可推测西雅图是多雨的。,,,,,,,,,,
54,https://www.youtube.com/watch?v=zGwNeQSI2NY,22:43,vlog - 旅行,1,Who is Brandon? ,人物属性建模,Christine's boyfriend.,,模型需要根据整个视频，视频中两人住在一起，并且举止亲密，可推测两人是情侣。,,,,,,,,,,
,,,,2,How did Christine and Brandon get to SOHO? ,"多跳推理,多模态/多语言推理",Take subway.,,模型需要首先根据Christine的话得知他们接下来要去SOHO，然后根据下个片段中的画面得知他们是坐地铁去的。,,,,,,,,,,
,,,,3,What flavors are Apollo bagels famous for? ,"多模态/多语言推理,通用知识推理",Tomato and white fish cucumber.,视频中Christine和Brandon去Apollo bagels的片段中说到每个人都说这家店的西红柿和白鱼黄瓜是必点的，由此可知Apollo bagels的西红柿和白鱼黄瓜味道最有名。,模型需要根据视觉看到他们去的店叫Apollo bagels，再根据听觉听到Christine说的话可知Apollo bagels的西红柿和白鱼黄瓜味道最有名。,,,,,,,,,,
,,,,4,Do Christine and Brandon work out?,人物属性建模,Yes.,,模型需要定位两人健身的画面，推测两人平时会健身。,,,,,,,,,,
,,,,5,Are performers allowed to perform in New York subway stations? ,通用知识推理,Yes.,在地铁站的站台画面中有一个人在吹萨克斯，因此纽约地铁站内允许艺人表演。,模型需要定位一个人吃萨克斯的片段，根据画面背景可知是在地铁站台上，由此可知纽约地铁站内允许艺人表演。,,,,,,,,,,
55,https://www.youtube.com/watch?v=m98XJqqpXn0,27:22,vlog - 特殊事件,1,Does Jen usually do housework? ,"人物属性建模,多模态/多语言推理",No.,,模型需要根据画面中乱糟糟的床。床头柜、卫生间，以及jen的话，她说自己有这样的坏习惯，并且决定改正，可知她平时不会整理家务。,,,,,,,,,,
,,,,2,Which country did Jen live in before she moved to London? ,人物属性建模,Canada.,,模型需要定位多个片段，一个片段是jen说不确定伦敦Costco和加拿大的哪个好，另一个片段是jen将伦敦的雨和温哥华的雨进行比较，根据这些片段可知jen对温哥华（加拿大）很熟悉，因此她搬到伦敦之前生活在加拿大。,,,,,,,,,,
,,,,3,Is the standard of bed size in the UK is bigger or smaller than that in the US?,通用知识推理,Smaller.,在开箱床上用品时，博主提到感觉伦敦的床的尺寸和加州的不一样，伦敦的特大号床就相当于加州的大号床，由此可推断英国的床的尺寸标准要小于美国的床的尺寸标准,模型需要定位Jen介绍床的size的片段，根据伦敦的特大号床就相当于加州的大号床这一等量关系，推断出答案,,,,,,,,,,
,,,,4,What kind of light can you turn on to keep your brain alert at night? ,通用知识推理,White light.,Jen说自己晚上接触到的大多是蓝光，但是一进到卫生间开了卫生间的白光就会让自己的脑子变清醒，因此会睡不着，由此可知如果晚上想让大脑清醒可以开白光。,模型需要定位jen整理卫生间的片段，根据片段中jen对不同灯光的描述可知晚上想让大脑清醒可以开白光。,,,,,,,,,,
,,,,5,What does Jen do after changing the white sheets? ,多跳推理,She tidies up the bathroom.,,模型需要首先定位jen换白色床单的片段，再根据该片段之后的画面分析得出jen去整理卫生间了。,,,,,,,,,,
56,https://www.youtube.com/watch?v=ld5dSCePmMg,25:55,教学 - 课堂互动,1,Is everything in the AR experience digital or is some of it real?,通用知识推理,Some of it is real.,通过chanda讲解和她的经历可知，有一中ar体验在沙盒中，并且可以被人们塑造和操控，chanda曾经体验过在沙盒ar下雨，可以接触到真实的水，由此可知ar世界中并不都是数字虚拟，也有真实可操作的部分。,模型需定位到chanda讲解ar的组成的片段，她提到了沙盒ar体验的装置的构造以及自己曾经的经历，可知，ar虚拟也存在一部分真实的事物。,,,,,,,,,,
,,,,2,Which school was the first to use an AR sandbox to help students learn about terrain?,通用知识推理,UCLA,课堂互动中播放了视频，视频中解释道加州戴维斯学校的研究人员研发了沙盒，之后将运用于加州洛杉矶分校的学生们，由此可知第一个使用ar沙盒的学校是ucla,模型需定位到chanda现场播放视频的片段，片段中介绍了沙盒的研发和应用。,,,,,,,,,,
,,,,3,Is Darla an impatient person or a gentle person?,"多线索推理,人物属性建模",A gentle person.,,模型需定位到Darla讲话的多个片段，她的语速较慢，语气温柔，在提问环节耐心听问题并尽力给出回答，由此可知她是一个有耐心且温柔的人,,,,,,,,,,
,,,,4,Is Chanda a humorous person or a conservative person?,"多线索推理,人物属性建模",Humorous.,,模型需定位到chanda教课的多个片段，她的语言幽默，肢体动作很放松，课堂轻松愉悦，因此可以看出她是一个幽默的人。,,,,,,,,,,
,,,,5,How many lecturers appear in the video?,多线索推理,Three.,,模型需定位到chanda，darla以及最后蓝色衣服的老师出场的几个片段，共计3位老师。,,,,,,,,,,
57,https://www.youtube.com/watch?v=-d2VRgej_cY,29:03,教学 - 科技,1,Is there a balance between the education sector and private enterprises?,通用知识推理,No.,视频中说目前教育需要注重创新和人际交往，而三分之二的私营企业会通过人才投资获得回报，但由于经济衰退和经济压力导致短期裁员。教育和企业之间正在往相反的方向走，因此教育部门和私营企业并不平衡。,模型需定位到解说目前教育界和私营企业对ai在未来就业市场的应用的片段，教育部门和私营企业不断强调新技术，却不得不处于经济压力裁员，所以教育部门和私营企业还未达到良好的平衡状态。,,,,,,,,,,
,,,,2,Will there be more new jobs or more replaced jobs in the future?,通用知识推理,New jobs.,视频中解释预计未来被取代的岗位将会有8500万，而新创造的岗位将会有9000万，由此可知新的岗位多于被取代的岗位。,模型需定位到视频讲解近些年导致大量人口失业的原因以及对未来就业趋势的预测的片段，从被取代的岗位数量以及新的岗位数量对比可知，新的岗位更多。,,,,,,,,,,
,,,,3,"When it comes to education, is Gunay an innovator or a conservative?","多线索推理,人物属性建模",An innovator.,,模型需定位到Gunay谈论AI与教师一角色的区别以及AI在未来的应用的可能性等片段，她指出教师将更像导师，并且现在知识本身已经不再具有价值，人类运用知识的方式更有价值都可以看出她希望ai未来在教育方面更有创造力，因此她是一位勇于创新的人。,,,,,,,,,,
,,,,4,Can Samer speak Chinese fluently or not?,人物属性建模,"No, he can't.",,模型需定位到samer与人工智能对话学习中文的片段，samer学习说 我想要一杯咖啡这句中文，可以听出他不会说中文，并不熟练。,,,,,,,,,,
,,,,5,Can Daniel AI's head move during conversation or is it fixed?,多模态/多语言推理,Yes,,模型需定位到丹尼尔机器人与samer对话的片段，片段中丹尼尔人工智能询问samer想学习什么语言，通过观察他的头部转向了samer，由此可知该人工智能的头部是可以转动的。,,,,,,,,,,
58,https://www.youtube.com/watch?v=g9Ty1sokoDQ,22:37,vlog - 特殊事件,1,"Does the cake shop ""Jack&Beyond"" have a lot of seats for guests？",通用知识推理,No.,博主来到Jack&Beyond这家蛋糕店时说到自己并不想这么早来吃蛋糕，但如你所见，这有点拥挤，必须要早点来，也就是说这家店的面积并不大，来晚的话会没有座位，可见Jack&Beyond因面积狭小不会提供很多的座位。,模型需要定位博主来到Jack&Beyond的片段，并根据“这有点拥挤，必须早来”得知并不会有很多座位。,,,,,,,,,,
,,,,2,What vegetables does the blogger dislike？,人物属性建模,Beet.,,在博主吃到红丝绒蛋糕时，说到很喜欢这个蛋糕，但他之前误以为红色的糕体是用甜菜汁制成的，并直言这样很恶心，他宁愿吃用色素做的红丝绒蛋糕，由此可推断博主并不喜欢甜菜,,,,,,,,,,
,,,,3,How much more did the blogger eat than the previous champion of the cake eating challenge to win a new champion?,多线索推理,Seven.,,在挑战开始前，博主介绍到上一位冠军在90分钟里吃了12块蛋糕夺冠，而在博主挑战后，他成功吃下19块蛋糕获得新的冠军，因此博主比上一位夺冠者多吃了7块蛋糕获得冠军,,,,,,,,,,
,,,,4,Is this blogger a professional or an amateur？,"多线索推理,人物属性建模",Professional.,,有视频画面可知，博主随身带着摄影师进行拍摄，并且由拍摄视角的转换可知博主并不止使用一个设备进行拍摄，而且摄影师最近还为Marb拍过纪录片，可见博主有着专业的拍摄团队，并非业余博主,,,,,,,,,,
,,,,5,What will the winner of Jack&Beyond' cake-eating challenge get?,"多模态/多语言推理,通用知识推理","A golden fork, a bottle and his name will be recorded.",在最后，博主以19块蛋糕的成绩获得了冠军，店员送给他一个金色叉子，一个杯子，并由视频画面可知店员也把店内黑板上的纪录保持者换成了博主的名字，综合以上信息，得出答案,模型需定位到博主挑战胜利的画面，并根据服务员送上来的金色叉子、水杯，以及随后在board上写下博主的名字，可综合得出答案,,,,,,,,,,
59,https://www.youtube.com/watch?v=h7nP4p5QJYk,27:41,测评 - 美妆产品,1,What is the purpose of adding vitamin C to skin care products?,通用知识推理,Anti-aging.,博主在视频开头介绍一款保湿霜时说它里面含有维生素C、透明质酸和甘草根，有抗衰老的作用，因此可以看出护肤品中添加维生素C的作用是抗衰。,模型需定位到博主在视频开头介绍一款保湿霜时说它里面含有维生素C、透明质酸和甘草根，有抗衰老的作用，从而得出护肤品中添加维生素C的作用是抗衰。,,,,,,,,,,
,,,,2,Is it better to apply makeup with fingers for creamy cosmetics?,通用知识推理,Yes.,博主在使用遮瑕膏时，产品使用说明上写着先用手指融化后再上妆，由此可以看出手指有温度，对于膏状的化妆品来说，用手指上妆会更好。,模型需定位到博主使用遮瑕膏时，产品使用说明上写着先用手指融化后再上妆，看出手指有温度，对于膏状的化妆品来说，用手指上妆会更好。,,,,,,,,,,
,,,,3,Did the blogger like the “Bye Bye Lines” foundation?,人物属性建模,No.,,模型需定位到视频后期博主化完妆后说这次测评的化妆品她有一部分喜欢，会愿意再次使用，有一部分不喜欢，比如粉底液对她来说太干了。,,,,,,,,,,
,,,,4,"What kind of makeup does the blogger like, moisturising or matte?",人物属性建模,Matte.,,模型需定位到博主在化妆时说可能你们喜欢这种滋润的妆效，但是她不喜欢，她喜欢哑光的。,,,,,,,,,,
,,,,5,What did the blogger do next after applying concealer?,多跳推理,Applying loose powder.,,模型需定位到博主用完遮瑕膏后使用了一款淡黄色的散粉来定妆。,,,,,,,,,,
60,https://www.youtube.com/watch?v=NbJGkWNL9Ow&list=LL&index=10,22:39,测评 - 其他,1,"What is the relationship between James and Noah?
","多线索推理,人物属性建模",They are friends.,,模型需要在多人物中识别 James and Noah并对 James 和Noah进行持续追踪，模型可以通过 James和Noah两人之间的互动以及两人相处模式对两人的关系进行推断。,,,,,,,,,,
,,,,2,Which cinema is best for silent film lovers?,"多线索推理,通用知识推理",Cliff Teex.,在James and Noah一行人进入Cliff Teex影院时，影院正在播放默片且通过他们描述，Cliff Teex影院只播放默片，模型因此可推断，对于默片爱好者，Cliff Teex影院是最好的选择,模型需要对比James and Noah一行人测评的四个影院，通过对四个影院的多个片段对比分析出，Cliff Teex影院只播放默片，对于默片爱好者，Cliff Teex影院只播放默片最适合,,,,,,,,,,
,,,,3,Is James mature or childish?,人物属性建模,Childish.,,模型需要在多人物中识别并对James进行持续追踪，通过James在第四个影院滑滑梯，爬上爬下，在儿童乐园玩得不亦乐乎等行为，模型可推断James并不是一个成熟的人而是非常孩子气。,,,,,,,,,,
,,,,4,"If you want to interact with live actors while watching a movie, which cinema is best for you?","多线索推理,通用知识推理",5Z Drive-in movie theater.,在5Z Drive-in movie theater观看应聘时，突然有真人演员扮演电影中角色跑出来与James and Noah等人互动，吓得几人慌忙逃离。模型可由此推断，喜爱与真人演员互动的可以选择5Z Drive-in movie theater,模型需要对比视频中测评的四个影院，通过对四个影院的多个片段对比分析出，5Z Drive-in movie theater在播放电影时真人演员会出来互动，因此推断5Z Drive-in movie theater是喜爱与真人演员互动的人的最佳选择。,,,,,,,,,,
,,,,5,How many cinemas did James and Noah test in total?,多线索推理,They tested 4 cinemas.,,模型需要浏览整个视频，对 James and Noah在视频中测评的影院进行多片段搜集，并对整个视频中一共测试的影院数量进行总结。,,,,,,,,,,
61,https://www.youtube.com/watch?v=JkCaDeiF2N8,22:11,vlog - 特殊事件,1,What is the relationship between Rebecca and Zadie?,"多线索推理,人物属性建模",Mother and daughter.,,视频中人物名字出现较晚，模型浏览整个视频，将人物与名字相对应确定人物身份，需要在多人物中识别 Rebecca and Zadie并对Rebecca and Zadie进行持续追踪，判断两人关系,,,,,,,,,,
,,,,2,What behavior should be avoided during the long row candle-blowing challenge?,通用知识推理,Wasting lung capacity on making louder sounds.,在比赛蜡烛挑战时，Rebecca和Yoss在吹蜡烛时吼的声音大，但最后吹灭的蜡烛不多，但Matt吹蜡烛时吼的声音小，肺活量全用来送气吹灭整列蜡烛，Matt最后赢得比赛，模型可因此推断，吹蜡烛挑战时浪费肺活量在制造声势上是最应该避免的行为。,模型需要定位到Rebecca和Matt五局三胜挑战赛的片段，通过Rebecca和Yoss在吹蜡烛时吼的声音大而导致最后输给了Matt，模型可推断浪费肺活量在制造声势上是在吹蜡烛挑战最应该避免的行为,,,,,,,,,,
,,,,3,What kind of glass is used during filming to prevent actors from getting injured?,通用知识推理,Sugar glass.,在Matt假扮熊打碎挡风玻璃时，Matt使用Sugar glass代替真的玻璃，并说使用Sugar glass百分百安全，且第二天Rebecca在Sugar glass周围徘徊检查却没有受伤，因此模型可推断Sugar glass安全性高，在拍戏时使用可以保证演员不受伤,模型需要定位到Matt使用Sugar glass代替真的玻璃并保证Sugar glass的安全性，并且通过Rebecca在Sugar glass周围徘徊检查却没有受伤等片段推断Sugar glass的安全性，拍戏时使用可以保证演员不受伤,,,,,,,,,,
,,,,4,Does Matt like dogs or not?,"多线索推理,人物属性建模",He likes dogs,,模型需模型需要浏览整个视频，通过Matt在出场时一直抱着狗以及在外面睡觉也要抱着狗的多个画面，对Matt喜欢狗的人物属性进行判定。,,,,,,,,,,
,,,,5,"In the five-round challenge with Rebecca, how many rounds did Matt win?",多线索推理,3 rounds,,模型需分别定位到Matt和Rebecca挑战的5个画面，并对挑战结果判断出谁是winner，并对其计数,,,,,,,,,,
62,https://www.youtube.com/watch?v=bdn62b30Nxk,23:18,访谈 - 动态（含充分视觉信息）,1,How long does Kade train every day at the bootcamp?,多线索推理,14-15 hours.,,模型可以追踪到训练开始的时间是8：30am，Kade说结束训练在晚上10点以后，所以大概有14-15个小时。,,,,,,,,,,
,,,,2,Who are the targets of the K-pop bootcamp?,多跳推理,Teenages from non-Korean countries wishing to become K-pop idols.,,模型可以追踪到对bootcamp的介绍，通过对学员特点的总结得出答案。,,,,,,,,,,
,,,,3,Who appear to be the most influential K-pop idol in the world?,通用知识推理,BTS.,Casting manaer Darren提到K-pop的全球影响力是，以BTS举例，说明这是一个世界知名的K-pop偶像组合。,模型可以追踪到Casting manaer Darren提到K-pop的全球影响力是，以BTS举例，说明这是一个世界知名的K-pop偶像组合。,,,,,,,,,,
,,,,4,Which TV program is a must-go for K-pop idols hopeful?,"多模态/多语言推理,通用知识推理",Music Bank.,从事K-pop行业的新加坡人David提到想要成功做成Idol必须上Music Bank这样有影响力的节目。,模型可以追踪到字幕上对Music Bank的介绍，并且定位到David介绍上Music Bank的重要性。,,,,,,,,,,
,,,,5,Are Kade's parents supportive of Kade's dream?,"多跳推理,人物属性建模",No.,,模型可以追踪到Kade和父亲的通话，她父亲说希望kade以学业为重。,,,,,,,,,,
,,,,6,Does Kade come from Korea?,人物属性建模,No.,,视频中提到一个新加坡人举办了一个训练公司，会在世界各地选怀有idol梦想的年轻人来到韩国训练，Kade因表现出色被选中而来到韩国训练，由此可知Kade并非来自韩国，而是其他国家的人,,,,,,,,,,
63,https://www.youtube.com/watch?v=o8Ds3LxCE3U&list=LL&index=45&t=437s,37:38,街头互动 - 游戏,1,What is Jeff's occupation?,人物属性建模,He is the boss of CorDx company.,,模型需要在多人物中识别Jeffh并对Jeff进行持续追踪，通过Jeff介绍试剂是自己公司的产品以及对公司的介绍，模型可判断Jeff为CorDx company的老板。,,,,,,,,,,
,,,,2,How can you create a 3D visual effect on wooden art without special glasses?,通用知识推理,Glue different layers together and stack them up.,marko给Neli和 Yehia制作artwork时将同一颜色不同深浅的木头层次堆叠在一块并用胶水粘住，最后将artwrok送往Neli和Yehia家时大家都称赞有裸眼3d效果，模型可据此推断，Glue different layers together and stack them up可制造裸眼3d效果,模型需要定位到marko给Neli和 Yehia一家制作artwork的片段，通过Neli和 Yehia一家对marko的artwork的反馈，模型可推断制造裸眼3d效果需要Glue different layers together and stack them up,,,,,,,,,,
,,,,3,What is Jeff’s hobby?,人物属性建模,Working.,,模型需要对 Jeff进行持续追踪，模型需要定位到Marko与对Jeff对话片段，通过marko对Jeff的简单采访，模型可知Jeff的唯一的爱好就是工作。,,,,,,,,,,
,,,,4,What material can make the color of paints look better?,通用知识推理,Epoxy.,marko给Jeff做木头艺术品时，用Epoxy在颜料表面铺倒一层后，一直在镜头前感叹颜色更漂亮好美，由此模型可推断，在颜料上倒上一层Epoxy可以使颜料颜色更加好看。,模型需要定位到marko给Jeff做木头艺术品片段，通过在颜料上倒完一桶Epoxy后，marko的反应，模型可推断，Epoxy这种材料倒在颜料上可以使颜料颜色更加好看。,,,,,,,,,,
,,,,5,"Among all the numbers left for Marko, who was the first to call back?",多线索推理,Scott.,,街上有许多人留下了marko的电话，视频中也不止一位陌生人给marko回电，模型需要找到所有陌生热给marko回电话的片段，从而在多片段中找到第一个给marko回电的人。,,,,,,,,,,
64,https://www.youtube.com/watch?v=EGvVEHznA6I,25:13,综艺 - 纪实（真人秀）,1,"Based on Marilyn Plantz's habits, will she choose to act on her own?","多线索推理,人物属性建模",No.,,模型需要定位主持人解说Marilyn Plantz事迹的片段，通过她雇佣teenange lover替自己行动可以得出她通常不是亲自行动，而是寻求他人帮助。,,,,,,,,,,
,,,,2,What type of burger does Brittany prefer?,人物属性建模,Juicy and tender.,,模型需定位Brittany评价汉堡口感太干的片段，由此推测她更喜欢鲜嫩多汁的汉堡,,,,,,,,,,
,,,,3,Which murderer's last meal has the lowest rating?,"多线索推理,多跳推理",Ralph Hudson.,,模型需要定位视频中每类食物的最后评分，通过比较得出Ralph Hudson所属的食物评分最低。,,,,,,,,,,
,,,,4,What is the most common form of death penalty in the US？,"多线索推理,通用知识推理",Injection.,节目的主题是嘉宾去品尝死刑犯的最后一餐并给出评价，在体验前，主持人会介绍这些犯人的罪行，这些死刑犯全部是美国人，虽然主持人并未交代几位犯人的死刑方式，只说他们被处决，但说到其中四、五犯人最后全部被注射死刑，由此可推断注射死刑是美国最常见的死刑方式,模型需要分别定位到主持人介绍到这些罪犯罪行的片段，并关注他们的死刑方式，大部分犯人全都死于注射死刑，可知注射死刑是美国最常见的死刑方式,,,,,,,,,,
,,,,5,"Whether the food of the program ""people vs food"" is high in calories?","多模态/多语言推理,通用知识推理",Yes.,在节目画面中有着“people vs food”的水印标识，可知这档节目的名字就是people vs food，通过观察嘉宾品尝的食物，大多是以油炸食物、各种酱料为主，可以推断出这档节目的食物都是高热量食物,模型需根据画面标识判断出节目的名字，再由嘉宾吃的食物多为油炸食物和用油制成的各种酱料，可知这档节目的食物都是高热量食物,,,,,,,,,,
65,https://www.youtube.com/watch?v=WJ02qAXUnZA,24:19,教学 - 医疗,1,What is the most effective way to reduce the mortality rate in the US？,"多线索推理,通用知识推理",Keeping high-quality diet.,视频里对话的主题是营养健康课程，其中Stephen说到在导致美国人死亡的17个因素里，低质量饮食排名第一，表明低质量饮食最威胁生命的最大因素，那么要想找到最能有效降低死亡率的方式还要从饮食入手，相反高质量饮食能有效减少死亡率,视频定位到Stephen回答问题的片段，主持人问营养课程为什么没被纳入医疗和学校的课程之后，他回答的内容提到低质量饮食是美国死亡率高最大原因，那么反推即可得出答案,,,,,,,,,,
,,,,2,What field is Stephen a professor in?,人物属性建模,Cardiology.,,视频定位到斯蒂芬教授讲话的时候，他在谈营养的看法时候提到了很多领域，并且多次把心脏病和其他领域关联起来，由此看出他在心脏病领域有深刻的见解。,,,,,,,,,,
,,,,3,What's Kimberly Dong's job?,"多跳推理,人物属性建模",A teacher of Tufts.,,视频里主持人在提问时提到她在塔夫茨教书，而此时她正是在向Kimberly Dong提问，因此推测出Kimberly Dong是塔夫茨的教师。,,,,,,,,,,
,,,,4,Who can avoid patients from returning to the hospital after they recover?,"多线索推理,多模态/多语言推理",Professional dietitian.,,视频里斯蒂芬在回答对未来营养教育的看法时提到了专业营养师对病人的帮助非常大，如果有机会能把病人交给专业的营养医生，那么很多病人都可以避免再回来，这里指的避免再回到医院。,,,,,,,,,,
,,,,5,What other ways can people get nutritional information in addition to the coursework?,通用知识推理,Professionals in the field of nutrition.,Ashley在视频的最后提到如果在营养方面能有更多的资源和专业知识，那就可以考虑病人转诊，如果营养能作为独立的一个领域就可以让病人有更多的选择来治疗和了解自己的病情，因此推理出有的病我们也可以注意饮食的营养来改善和了解更多健康信息。,Ashley在视频的最后提到如果在营养方面能有更多的资源和专业知识，那就可以考虑病人转诊，如果营养能作为独立的一个领域就可以让病人有更多的选择来治疗和了解自己的病情，也会得到更多的资源和信息。,,,,,,,,,,
66,https://www.youtube.com/watch?v=ZyLb4785R6w&list=LL&index=27,20:35,vlog - 特殊事件,1,What are Salish’s favorite snacks?,人物属性建模,Candy and chips.,,模型需要定位到Hudson在商店为Salish 添置树屋配置的片段，通过Hudson在商店为Salish 购买的零食种类以及Hudson对Salish 的描述，模型可判断Salish喜欢的是糖果和薯片。,,,,,,,,,,
,,,,2,What is the most important step before building a tree house?,通用知识推理,Check if the tree is strong enough to support house.,在Hudson在院子里为Salish建造树屋之前，hudson一直在检查树是否牢固到可以支撑起树屋的重量，一旦承受不住就很有可能从高处摔伤，模型可由此推断，在正式建造树屋前，最重要的事情一定是检查树是否牢固到可以支撑起树屋,模型需要定位到Hudson在院子里为Salish建造树屋之前的片段，通过hadson一直检查树木是否牢固到可以支撑起树屋的行为，模型可一段树是否牢固到可以支撑起树屋，是建造树屋前最重要的事情。,,,,,,,,,,
,,,,3,What is the relationship between Salish and Hudson?,"多线索推理,人物属性建模",They are siblings.,,视频中人物名字出现时间与人物本身出现时间不同，模型需持续追踪视频中出现的人物，将人物与名字相对应确定人物身份，需要在多人物中识别 Salish and Hudson并对Salish and Hudson进行持续追踪，判断两人关系,,,,,,,,,,
,,,,4," If your budget is low, which store can help you save budget in the U.S?",通用知识推理,Dollar Tree.,Anna在只有50元预算装饰树屋时选择Dollar Tree进行采购，最后在Dollar Tree采购了很多东西，由此推断Dollar Tree商店中的东西都比较便宜，在你想要节省预算时，Dollar Tree可以帮你节省预算,模型需要定位到Anna在Dollar Tree采购的片段，通过Anna用50元在Dollar Tree买了很多东西装饰树屋，模型可推断Dollar Tree可以帮你节省预算，因为Dollar Tree商店中的东西都比较便宜,,,,,,,,,,
,,,,5,How many times did Hudson ask strangers in the store about what to buy for his sister's treehouse?,多线索推理,Two Times.,,模型需要定位到Hudson在商店为Salish采购的画面，通过搜集多个片段中hadson采访路人的画面，对Hudson在商店采访路人的次数进行总结。,,,,,,,,,,
67,https://www.youtube.com/watch?v=Rm6MbecssfY,23:20,综艺 - 游戏,1,Is the male blogger interested in Korean stars and mucis?,人物属性建模,Yes.,,在游戏中，在BTS成员RM（金南俊）的照片出现时，男博主表现得非常激动，并在后面听歌识曲游戏中，连续猜对两首韩国明星的歌，并且十分迅速，可见他对韩国明星和音乐很感兴趣。,,,,,,,,,,
,,,,2,Does the game “Guess Who” promote bonding among friends?,通用知识推理,Yes.,视频中大家因为答题而踊跃参与，氛围良好，充满了欢声笑语，由此推测增进了朋友之间的感情。,模型需定位多个片段，包括winners在规定时间答对题而激动以及没有回答成功时的大叫，由此可推测，大家很投入并增进了朋友之间的感情。,,,,,,,,,,
,,,,3,Is the game “One second song guess” suitable for outdoors or indoors?,通用知识推理,Indoors.,视频中大家都是在室内进行游戏，考虑到识别歌曲需要安静的环境，通常应选择在室内进行该游戏,模型需定位到One second song guess时的场地，观察到处于室内，所以推测该游戏更适合室内进行,,,,,,,,,,
,,,,4,Is Rachel good with lyrics?,人物属性建模,No.,,模型需定位Rachel在Complete the lyrics 阶段的表现的片段，她在填歌曲Stay的歌词中不够流畅，由此可推测她不擅长记歌词。,,,,,,,,,,
,,,,5,"What's the next game after ""1 second song guess”？",多线索推理,Guess the movie line.,,模型需定位到第二个游戏1秒猜歌，并跟随视频画面定位到第三个游戏guess the movie line,,,,,,,,,,
68,https://www.youtube.com/watch?v=dUDC0Lh8SB4,25:16,街头互动 - 表演,1,Are there always people guarding the drive-thru lanes at McDonald's in central America?,"多线索推理,通用知识推理",No.,视频中多次拍摄到beta小队的队员在免下车通道处完成自己的任务，但是都没有麦当劳的工作人员在一旁，只是偶尔有店内的工作人员出来询问bata队员在干什么是否是这里的员工，由此可知免下车通道周围是没有工作人员看守的。,模型需定位到beta队员户外拍摄的多个片段，观察他们完成任务时周围并没有工作人员看守，可知，免下车通道无人看守。,,,,,,,,,,
,,,,2,Are vehicles allowed to honk their horns at the drive-through?,通用知识推理,Yes.,视频中在chunkz完成任务时让车主鸣笛三声，车主鸣笛了，说明在免下车处是可以鸣笛的。,模型需定位到chunkz完成任务的片段，片段中chunkz听到耳机里的团队的声音，让他告诉车主是否可以鸣笛三声，车主鸣笛一声，由此可知免下车处是可以鸣笛的。,,,,,,,,,,
,,,,3,Is Kenny an extrovert or introvert?,"多线索推理,人物属性建模",An extrovert.,,"模型需定位到开头kenny对摄像机解释视频目的的片段以及后面在户外交谈的画面，他的手部动作很多，语调上扬，可以看出他并不是一个内向的，他很擅长交流并且很有趣,是个外向的人。",,,,,,,,,,
,,,,4,Is Niko a clever person?,人物属性建模,Yes.,,模型需定位到niko完成任务的片段，他遇到了店内的服务经理出现以及戴口罩的男子意图阻止摄像，但是他都机制化解，由此可知他是一个很聪明的人。,,,,,,,,,,
,,,,5,Is there only one cell phone in the beta team's car for communicating with the outside world or are there multiple cell phones?,"多线索推理,多模态/多语言推理",Multiple cell phone.,,模型要定位到车内的多个片段，在kenny的片段中都可以看到他们用两部黑色手机与外面的人对话，后面又出现了红色的手机，由此可知他们使用多部手机与外界通话。,,,,,,,,,,
69,https://www.youtube.com/watch?v=BgKsCBBUW5w,22:49,教学 - 科技,1,What are the drawbacks of traditional teaching methods before the emergence of dialogue platforms such as GPT？,"多线索推理,通用知识推理",Timeliness and accuracy.,Alex说到在GPT等对话平台出现前，我们的教学面临一些问题，随后他举了一个生动的例子：有一个想学琴的人，跨越万里去找其他人学，但这个人的琴技就是错误的，因此这个人也学到了错误的琴技，Alex最后说道我们一定要保证学习的迅速和准确，可推断在GPT前，那些传统的教学法存在时效性和准确性的缺点,需首先根据关键词GPT定位到相关片段，再由Alex给出的例子和未来愿景判断出答案,,,,,,,,,,
