视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
52,https://www.youtube.com/watch?v=O5jDBMhUf-w,24:50,vlog - 园艺,1,Is blogger a cat person?,人物属性建模,Yes,,模型通过视频分析，可得知博主养着一只小猫，并且即使它霸占着座位以及将垫子弄脏，博主也没有生气，由这些可以推出博主是一个爱猫人士。,,,,,,,,,,
,,,,2,What tools can people use if they want to clean the hair on the mat? ,"多模态/多语言推理,通用知识推理",Chom Chom Roller.,视频中，博主听取了网友的建议买了这个（具体名字有镜头呈现，并且这个工具具体是干什么的博主并没有直接介绍，而是通过镜头展现以及和猫的对话，来体现），来对坐垫上的毛发进行清理。,模型通过定位到视频开头，也就是博主今天做的第一件事，使用这个滚轮清理坐垫上的毛发,,,,,,,,,,
,,,,3,Does Kentucky Wonder Pole bean have good cold resistance?,通用知识推理,No.,视频中，博主提到外面在下大雪，她就把Kentucky Wonder Pole bean移到了温室内，由此可以推出这种豆子是不耐寒的。,模型需要定位到Kentucky Wonder Pole bean，分析博主说的话，比如外面在下雪，以及博主的行为，把它们放在了温室内，由此可推出答案。,,,,,,,,,,
,,,,4,What color is the blogger's cat Russell?,多模态/多语言推理,Orange.,,"模型定位到博主提到她的猫Russell部分的时候，通过视觉分析,可以得出颜色是橘色。",,,,,,,,,,
,,,,5,Is blogger a person who knows a lot about the fertilizers?,人物属性建模,Yes.,,模型通过定位到她在为豆苗准备肥料的视频片段，这里博主讲到她用到了两种肥料，每种肥料使用的频率以及量的多少等等，由这些都可以推出她在肥料方面所知甚多。,,,,,,,,,,
53,https://www.youtube.com/watch?v=vdkQWgZLrYA,22:30,探索 - 旅行探险,1,Do Drew and Thomas have a close or a cold relationship?,人物属性建模,Close.,,定位到博主托马斯和朋友刚在机场会合的片段，托马斯故意吓唬Drew，两个人为了拍出满意的reaction视频又演了一遍，有说有笑，默契十足，而且还提到了他们还一起去过其他国家，可见他俩关系亲密。,,,,,,,,,,
,,,,2,Is Cyprus a landlocked country?,多模态/多语言推理,No.,,博主介绍了很多关于塞浦路斯的故事，没提它的具体位置，从视频展示的地图可以看出，塞浦路斯是个岛，不是内陆国家。,,,,,,,,,,
,,,,3,How many languages are spoken in Cyprus at least?,"多线索推理,通用知识推理",Three.,任何一个国家都有很多种语言，只是说的人多和少的问题，起码从视频里可以确定三种。,博主介绍了塞浦路斯被土耳其和希腊人分治的历史，加上祖孙三代介绍自己老房子的片段说的是英语，这片土地至少说三种语言。,,,,,,,,,,
,,,,4,Is Thomas a kind or bad person?,人物属性建模,Kind.,,托马斯本来到塞浦路斯是要探索这座鬼城的，但是当局并不允许。他没有就此离开，而是找了经历了塞浦路斯冲突的当地人，了解他们的故事，并在最后发出和平呼吁，可以看出他是个和蔼亲切的人。,,,,,,,,,,
,,,,5,Is Cyprus a country with abundant sunshine?,通用知识推理,Yes.,从地图上可以看到塞浦路斯是个岛国，岛屿的气候一般都是很晒的，加上视频里人们的着装，带墨镜遮挡刺眼阳光的人很多，可以证明塞浦路斯很晒。,博主并没有提到塞浦路斯的气候问题，但是整个视频里好多人都带着墨镜，而且一直阳光灿烂。,,,,,,,,,,
,,,,6,Who did Thomas meet after Drew?,多跳推理,Johnny Harris.,,定位到托马斯和德鲁见面之后的片段，可知这个活动最初的想法来自Johnny，也就是他接下来要见的人。,,,,,,,,,,
54,https://www.youtube.com/watch?v=4RcThoRG46c,27:15,测评 - 生活用品,1,What's color of the Dial Smartwatch?,多模态/多语言推理,Black.,,定位到第一个产品片段，博主说了不喜欢这个颜色，但没直接说是什么颜色，可以看出来该智能手表是黑色的,,,,,,,,,,
,,,,2,How many products of Will. I. AM did Arun show in this video?,多线索推理,Three.,,定位整个介绍来自Will. I. AM的片段，仔细计数，一共三个产品。,,,,,,,,,,
,,,,3,What are the colors of the three buttons on the top of T-Pain's microphone?,多模态/多语言推理,"Blue, red and green.",,定位到介绍t-pain的话筒片段，博主只提到了有按钮，但没说几个，也没说颜色，可以看到这三个按钮的颜色分别是蓝、红、绿。,,,,,,,,,,
,,,,4,Is Harry Kane creative in making products?,人物属性建模,No.,,定位到博主介绍Harry Kane的产品的片段，他一直在失望、叹气，所有的产品细节都毫无意外、没有灵魂。所以说Harry做高科技产品没什么创造力。,,,,,,,,,,
,,,,5,Was Drew a child star?,人物属性建模,Yes.,,定位到介绍德鲁巴·里摩尔产品的片段，博主只说了她出演过的电影，没说她几岁开始从影的。可以看出她还是个孩子的时候就演电影并家喻户晓了，是个童星。,,,,,,,,,,
,,,,6,Is temperature an important factor affecting evaporation speed of electronic fragrance?,通用知识推理,Yes.,电子香薰之所以消耗精油更快，是因为它温度更高，所以温度是影响蒸发速度的重要因素。,定位到博主介绍电子香薰的片段，他是隔了一段时间才回来看该产品的具体效果的。他发现短时间内就消耗了一半的精油，加速了蒸发过程。,,,,,,,,,,
,,,,7,What else did Arun put in the machine after he put the corn in it?,多跳推理,Butter.,,需定位到博主介绍巴里摩尔爆米花机的片段，他放完了爆米花，还放了黄油进去。,,,,,,,,,,
,,,,8,Can autotune change one's original sound a lot?,通用知识推理,Yes.,博主没提autotune是干嘛的，不过他亲自示范了这款麦克风的使用效果，看得出来autotune是改变原有声音的技术。,定位到介绍T-Pain的麦克风片段，博主说这位歌手以autotune文明，但他用得太多了，博主都不知道他本来的声音什么样子了，说明autotune能调节声音。,,,,,,,,,,
55,https://www.youtube.com/watch?v=QJFnKkaGpQo,21:08,测评 - 生活用品,1,"Who is younger, Kevin or Teddy?","人物属性建模,多模态/多语言推理",Teddy.,,需仔细观察两个人的体貌特征，Teddy的皮肤、头发、声音等都比Kevin年轻。,,,,,,,,,,
,,,,2,How many watches did Teddy introduced before the seagull 1963?,"多线索推理,多跳推理",Three.,,需仔细计数，在seagull 1963之前已经介绍了三款手表。,,,,,,,,,,
,,,,3,What brand of watch did Teddy show after the ceremic Rado watch?,多跳推理,Accutron.,,定位到Rado牌陶瓷表之后的片段，Teddy介绍了一款双动力手表Accutron。,,,,,,,,,,
,,,,4,Is Kevin obsessed with watches?,人物属性建模,Yes.,,在他们在介绍来自中国的300美元的手表时，Kevin说不要把300美元浪费在一顿饭上，他愿意买这只表，说明他为了收藏喜欢的表可以牺牲其他，说明他痴迷于手表。,,,,,,,,,,
,,,,5,Is 38mm used to describe the diameter of a dial or the radius of a watch?,"多模态/多语言推理,通用知识推理",Diameter.,从视频中可以目测出表盘的宽度大概就3、4厘米，那么Teddy经常提及的38/39毫米应该就是指表盘直径的，半径的话表盘会非常大。,Teddy在介绍每一款表的时候，经常会提到38或39毫米的数字，根据上下文指的应该是表盘，而表盘基本是圆的，应该是指直径。,,,,,,,,,,
,,,,6,Does minimalism mean cheap in watch industry?,"多模态/多语言推理,通用知识推理",No.,虽然Kevin说希望这款表的表带换成更好的材料，但他也说了这款表卖4000美元是可以理解的，说明在手表行业，极简风格只是简洁，不代表便宜。,定位到介绍德国Nomos手表的片段，Teddy说这款手表有些德国风格和简约风格，但是没说什么叫简约风格。仔细观察画面里的手表样式，表盘是白色的，没有什么纹理和字母，看上去非常简洁，表带也是纯色的没有多余设计。,,,,,,,,,,
56,https://www.youtube.com/watch?v=48a30v6Kec0,45:41,探索 - 体验新事物,1,What year was Kara born?,人物属性建模,In 1991.,,模型可以追踪到在一个威士忌酒庄里，Kara找到了和他出生年份一样的酒桶，由此确定她的出生年。,,,,,,,,,,
,,,,2,What does the flying pigeon refer to in Scotland?,"多模态/多语言推理,通用知识推理",A moving target for shooting.,在苏格兰的射击场，Nate介绍这个扔出去的靶子叫flying pigeon，可推理出这是当地的一种叫法。,模型可以追踪到在Nate介绍flying Pigeon的时候手里拿的是这个移动的靶子,,,,,,,,,,
,,,,3,Who's going to get a 15-minute massage after the shooting?,多跳推理,Kara.,,模型线追踪到夫妻俩打的赌，谁射击输了谁就要给对方做15分钟按摩，再追踪到比赛的结果，是Nate输了，所以他要给Kara做按摩。,,,,,,,,,,
,,,,4,What is a common instrument in playing Scotish music?,"多线索推理,通用知识推理",Accordion.,每一个苏格兰奏乐的片段里都出现了手风琴搭配其他乐器进行演奏，所以手风琴是常见的苏格兰音乐乐器。,模型可以在每一个演奏苏格兰音乐的片段里，都捕捉到手风琴。,,,,,,,,,,
,,,,5,Who doesn't like hot chocolate?,人物属性建模,Nate.,,在一次酒窖探访结束后，火车服务员给客人奉上热巧克力，Nate说不用给他，可推测他不喜欢巧克力。,,,,,,,,,,
57,https://www.youtube.com/watch?v=fQvZzBA7v0M,30:10,vlog - 宠物,1,What kind of store is Fred Meyer? ,通用知识推理,A grocery store.,视频中Caroline说自己要去杂货店买东西，然后画面出现了Fred Meyer这家店，因此可知Fred Meyer是一家杂货店。,模型需要定位Caroline去购物的片段，根据她的话和画面结合分析得出Fred Meyer是一家杂货店。,,,,,,,,,,
,,,,2,Is SANDEE'S GORGEOUS YORKIES a good pet dog seller? ,通用知识推理,Yes.,视频中Caroline说非常推荐SANDEE'S GORGEOUS YORKIES这个卖家，她会在所有平台附上这家店的信息，由此可见Caroline对SANDEE'S GORGEOUS YORKIES非常满意，SANDEE'S GORGEOUS YORKIES是个好的宠物狗卖家。,模型需要定位Caroline接到小狗的片段，根据片段中Caroline的话可以听出她对SANDEE'S GORGEOUS YORKIES的满意，因此可推测ANDEE'S GORGEOUS YORKIES是个好的宠物狗卖家。,,,,,,,,,,
,,,,3,Is Caroline single? ,人物属性建模,"No, she has a boyfriend.",,模型需要定位Caroline和她男朋友视频的片段，根据片段可知Caroline有男朋友，因此不是单身。,,,,,,,,,,
,,,,4,What is Caroline's status? ,"多线索推理,人物属性建模",Student.,,模型需要定位多个片段，根据片段中出现的例如微积分作业、上课等词判断Caroline是个学生。,,,,,,,,,,
,,,,5,How many times does Caroline drink coffee in the video? ,多线索推理,Twice.,,模型需要定位到Caroline喝咖啡的片段，进行统计得出视频中她一共喝了两次咖啡。,,,,,,,,,,
58,https://www.youtube.com/watch?v=gmlyszucxeI,20:00,vlog - 宠物,1,Do Cocker Spaniels shed easily? ,通用知识推理,Not easily.,Meg说可卡犬对她的肺还有其他地方很友好，因为不会有很多毛，因此推测可卡犬是不容易掉毛的狗。,模型需要定位Meg说可卡犬的片段，根据她的描述可知可卡犬是不容易掉毛的狗。,,,,,,,,,,
,,,,2,What is the relationship between Meg and Aaron? ,人物属性建模,A couple.,,模型需要根据整个视频中两人的对话和行为举止判断出是情侣关系。,,,,,,,,,,
,,,,3,Is this Meg's first time getting a pet? ,人物属性建模,No.,,模型需要定位Meg说自己曾养过可卡犬的片段，因此这不是她第一次养宠物。,,,,,,,,,,
,,,,4,What toys can help puppies fall asleep? ,通用知识推理,Heart Beat Sheep.,视频中Meg介绍Heart Beat Sheep这个玩具有很多人买来安慰自己的小狗睡觉，因为玩具里的心跳声会让小狗感觉和其他小狗睡在一起，因此想要安抚小狗睡觉可以买Heart Beat Sheep。,模型需要定位Meg介绍Heart Beat Sheep的片段，根据片段中的介绍可以进行推断。,,,,,,,,,,
,,,,5,What did Meg and Aaron do before taking their puppy home? ,多跳推理,Shop for pet supplies.,,模型需要首先定位Meg和Aaron接到小狗的片段，再根据该片段之前的片段画面进行分析，可以看到他们先去买了宠物用品。,,,,,,,,,,
59,https://www.youtube.com/watch?v=dctSRAoE4YA,23:31,教学 - 技能,1,What is betterhelp? ,通用知识推理,Online psychotherapy application.,视频中Ashlynne提到前段时间心理上很焦虑，然后向我们介绍了betterhelp这个软件，根据她的介绍我们可以知道这个软件是个线上心理治疗的软件。,模型需要定位Ashlynne介绍betterhelp的片段，根据片段内容进行分析。,,,,,,,,,,
,,,,2,Is Ashlynne a person who values order? ,人物属性建模,No.,,"模型需要定位Ashlynne整理实用抽屉的片段，片段中Ashlynne说自己两年没整理了，由此可知Ashlynne不会经常整理抽屉,是个不是很注重条理的人。",,,,,,,,,,
,,,,3,What did Ashlynne do after she sorted out her utility drawer? ,多跳推理,The shoe rack.,,模型需要首先定位Ashlynne整理实用抽屉的片段，然后根据该片段之后的画面进行分析，可以看到之后Ashlynne整理的是鞋架。,,,,,,,,,,
,,,,4,What's Ashlynne's habit when she arranges things? ,"多线索推理,人物属性建模",Arranging things by their colors.,,模型需要定位多个片段，片段中比如鞋子或帽子Ashlynne都是按照颜色进行排列的，因此Ashlynne喜欢根据颜色排列物品。,,,,,,,,,,
,,,,5,What are some ways to make a drawer have multiple compartments? ,通用知识推理,Use baskets to divide it.,视频中的抽屉本是没有隔间的，但是Ashlynne用小篮子形成了多个隔间放不同的东西，由此可知可以用小篮子为抽屉创造出更多隔间。,模型需要定位Ashlynne整理抽屉的片段，根据画面可得出结论。,,,,,,,,,,
60,https://www.youtube.com/watch?v=sdfiKtnhm2g,22:39,vlog - 学习,1,Does Phedra like computer class? ,人物属性建模,No.,,模型需要定位到视频开头，Phedra说几周后就要计算机考试了，自己一直拖到现在才开始复习，由此可知Phedra是不喜欢这门课的。,,,,,,,,,,
,,,,2,What is Phedra's habit when she's not feeling well? ,人物属性建模,Give herself time off.,,模型需要定位视频中Phedra生理期的片段，片段中Phedra由于生理期不舒服，于是就放弃了去图书馆学习，而是去做了美甲并在家里休息，由此可知Phedra在不舒服的时候会给自己放假。,,,,,,,,,,
,,,,3,What learning method can improve memory of knowledge? ,通用知识推理,Use flash cards.,视频中Phedra介绍了自己使用闪卡的方法，根据她的介绍我们可知闪卡是用来帮助我们对知识的学习记忆的。,模型需要定位Phedra介绍闪卡的片段，根据片段中Phedra的学习方法可知闪卡是用来帮助我们对知识的学习记忆的。,,,,,,,,,,
,,,,4,"If people want to learn some konwledge about science subjects, which website can they use?",通用知识推理,Brilliant.,视频中Phedra向观众介绍了一个叫brilliant的网站，该网站提供数学、数据科学、计算机科学、工程课等，因此有学习理科知识需求的人可选择这个网站,需定位到Phedra向观众介绍了一个叫brilliant的网站的片段，该网站提供数学、数据科学、计算机科学、工程课等，因此有学习理科知识需求的人可选择这个网站,,,,,,,,,,
,,,,5,What did Phedra do after she finished organizing her dresser? ,多跳推理,Skin care.,,模型需要首先定位Phedra整理梳妆台的片段，再根据该片段之后的画面进行分析，可以看到之后Phedra进行了护肤。,,,,,,,,,,
61,https://m.youtube.com/watch?v=U_LlX4t0A9I&t=5s,26:09,综艺 - 游戏,1,What was the relationship between Hase and Grizz before joining the game?,"多跳推理,人物属性建模",Strangers.,,模型需要追踪Hase and Grizz两个任务，并从游戏发起人Jimmy口中得知，二人在游戏开始前从未见过面，模型可由此推断，在参加游戏前，两人完全是陌生人,,,,,,,,,,
,,,,2,"What mode of transportation did Jimmy use when delivering the 10,000 yuan reward to Hase and Grizz every day?",多模态/多语言推理,Airplane.,,模型需要收集每次Hase and Grizz从Jimmy那里获得奖金的画面，通过多模态观察判断，每次都是飞机这种交通工具将两人的奖金运送过来，,,,,,,,,,,
,,,,3,How can swamp water be made safe for drinking?,通用知识推理,Boil the water.,视频中Hase and Grizz在沼泽旁边住了很久，但一直靠Jimmy给的水来补充身体的水分，而一直没有用沼泽里的水是因为沼泽里的水细菌太多，喝下去容易生病，据此推断想要想要喝沼泽得水又要保证平安无事需要将水煮开，杀死细菌。,模型需要定位到Hase and Grizz在沼泽边生存片段，从两人迟迟没有靠沼泽里的水维持水分以及二人谈话可知，沼泽水中含有细菌，要想喝下去必须先煮沸水，才能保证喝下去安全,,,,,,,,,,
,,,,4,Is Hase a strict father or a loving father?,"多线索推理,人物属性建模",Loving one.,,从整个视频的多个片段可知Hase来参加生存游戏的初衷就是想要为孩子获得大学时的学费，且后期Hase想要退出游戏的原因也是因为时间太长想要回去陪伴孩子，模型通过多片段可判断Hase是一位慈爱的父亲。,,,,,,,,,,
,,,,5,"If you want to catch fish, which water areas in the American forest is the most suitable?","多线索推理,通用知识推理",Moving water area.,Hase and Grizz在沼泽旁边一直没有捉到鱼，根本原因是沼泽地是死水，鱼不在沼泽地生存，因此在森林里想要捉到鱼，需要找到活水、流动的水域，鱼才能在里面生存。,模型需要定位到Hase and Grizz在沼泽地尝试捕鱼但却无所收获的片段，了解到死水里鱼无法生存，进而推断，活水、流动的水域才是在森林里最适合捕鱼的地方。,,,,,,,,,,
62,https://m.youtube.com/watch?v=KTu8o26S24E&list=LL&index=1&t=9s&pp=gAQBiAQB,36:46,纪录片-历史纪实,1,What ritual is required when people are entering and lefting the Cameroon tribe?,多模态/多语言推理,Beating the body with leaves.,,Mike and Ben在进入和离开进入Cameroon部落时都有部落的人，打折输液拍打他们的身体，模型需结合视觉听觉对Cameroon部落的仪式进行判断。,,,,,,,,,,
,,,,2,Where do the people of the Cameroon tribe place their culture and beliefs?,"多线索推理,通用知识推理",In the forest.,Cameroon部落的人认为自己是森林的后代，他们的衣食住行全部在森林里，全部依靠森林，取之于森林，遇到人生中的大事如出生与死亡，又比如打猎圆满回来，他们都会和森林一起庆祝，结合整个视频可以推断，Cameroon部落的文化与信仰全部寄托在森林里,模型需要浏览整个视频，对Cameroon部落人的在森林里的生存方式进行观察总结，通过在森林捕猎、用树枝搭构陷阱，住的地方都是树叶树枝，夜晚祭拜森林等现象，判断出Cameroon部落的人信仰寄托在森林里。,,,,,,,,,,
,,,,3,What is the main food of the Baka people?,通用知识推理,Rats.,视频中，Baka人每次煮的事物和每次外出打猎捕捉到的食物都是老鼠，可以推断他们在森林里的主要食物就是老鼠,模型需要整理多线索的画面场景，通过Baka人每次煮的事物和每次外出打猎捕捉到的食物都是老鼠，可以推断他们在森林里的主要食物就是老鼠,,,,,,,,,,
,,,,4,What is Ben’s job?,"人物属性建模,多模态/多语言推理",Responsible for photography.,,模型需要找到谁是Ben，并对B嗯、的行为进行捕捉和追踪，从Ben一直扛着摄像机的动作且不常出镜可以判断Ben的主要工作职责就是负责摄影。,,,,,,,,,,
,,,,5,What is Anganga’s duty in the tribe?,人物属性建模,Medical treatment.,,模型需要追踪Anganga，从Mike脚受伤，Anganga在森林为他找到草药先口服，后来又在树叶上用草药敷上伤口等行为，模型可以判断Anganga在部落的职责主要是医疗。,,,,,,,,,,
,,,,6,What proves that they are true Pygmies?,通用知识推理,They only speak the local language of Cameroon.,Mike曾在见到Cameroon部落的人说他们不说法语、西班牙语等其他语言，只说Cameroon当地的语言，一定是正宗的cameroon部落的人，由此判断，语言才是能证明部落纯粹行的有力证据。,模型需要定位到Mike评价Cameroon部落人的片段，通过Mike对Cameroon部落人只说当地语言的评价进行推断，只有语言纯粹才能证明一个部落是否纯粹。,,,,,,,,,,
63,https://m.youtube.com/watch?v=mJuTM7TJ9J0&list=LL&index=2&t=35s&pp=gAQBiAQB,29:39,纪录片-历史纪实,1,What was Christian’s duty?,人物属性建模,Driver.,,模型需要追踪Christian，并通过整个视频中Christian一直在开车的画面确定Christian在本次旅途中的主要工作职责是负责开车。,,,,,,,,,,
,,,,2,What is the first thing you should buy when arriving in a city at an altitude of 5000 meters?,"多线索推理,通用知识推理",Oxygen.,Ammar在进入海拔稍高一点的地方开始感到不舒服，拿出测血氧含量的仪器也显示血氧量过低，且博主在视频中科普，海拔高的地方氧气不足会导致心脏病、高血压等高风险疾病，由此推断进入海拔高的地区第一件需要买的东西就是氧气。,模型需要定位到Cory和Ammar开车上 Lima Peru的片段，通过两人在海拔逐渐升高的过程中由于氧气含量逐渐减少，身体逐渐不适推断，在登上海拔高的城市，最先购买的东西应该是氧气。,,,,,,,,,,
,,,,3,Does Ammar prefer extreme sports or regular sports?,"多线索推理,人物属性建模", Extreme sports.,,模型需要对Ammar进行持续追踪，通过他在视频中展示的跳伞、登山等运动可以得知，Ammar第一个热爱极限运动的人。,,,,,,,,,,
,,,,4,Which social media app can help you find locals in Peru to guide you around?,通用知识推理,Instagram.,Ammar在视频中表示，自己曾在Ins上发帖好几次找当地人作为自己的导游，由此可以判断，我们想要找一个当地人自以为自己的导游时，可以在ins上发帖寻求帮助。,模型需要找到Ammar的相关片段，通过Ammar曾在ins上找当地人作为自己导游，模型可以据此推断，我们想要找当地人作为自己的导游时，可以在社交软件ins上发帖寻求帮助。,,,,,,,,,,
,,,,5,What languages can Fidel speak?,多线索推理,English and the Peru language.,,模型需要找到Fidel视频中与他人交谈的多个片段，结合多个片段，对Fidel说的语言进行分析总结，可以得知Fidel可以说英语和Peru language这两种语言。,,,,,,,,,,
64,https://m.youtube.com/watch?v=FFyloZ2o_HI&list=LL&index=3&t=1s&pp=gAQBiAQB,27:40,纪录片 - 自然,1,Which airports does Jay need to pass through for the shortest route from London to Pucallpa?,多线索推理,Madrid and Lima.,,模型需要找到Jay从伦敦赶到Pucallpa的视频片段，通过多个片段中，Jay规划的最短行程中途径了那些机场，对机场名称数量进行总结。,,,,,,,,,,
,,,,2,What is the best time to see the world’s most dangerous spiders in the Amazon jungle?,"多模态/多语言推理,通用知识推理",Late at night.,Jack和Jay在外出寻找亚马逊丛林中最危险的生物时，选择在凌晨出行，通过画面中夜间拍摄器拍摄的画面，可知凌晨出行见到了最危险的蜘蛛和其他夜间活动的生物，由此推断，最适合寻找亚马逊森林中最危险蜘蛛的时间为晚上。,模型需要定位到Jack和Jay在外出寻找亚马逊丛林的片段，从红外摄像机拍摄的夜间画面以及视频中出现的时间可以得知夜晚是许多生物的活动时间，模型可由此推断晚上最适合寻找亚马逊最危险蜘蛛的时间。,,,,,,,,,,
,,,,3,What is the best thing to do if you encounter bullet ants in the Amazon jungle?,"多线索推理,通用知识推理",Do not touch them.,Jay在亚马逊丛林中触碰bullet ants被咬了一口，手开始红肿发痒，后来扩散到胸口，疼痛到让他以为自己快死掉，去寻找当地人帮助，由此推断，碰到bullet ants最好的做法就是不要触碰它们。,模型要定位到Jay被bullet ants咬到的画面，通过Jay的身体反应以及开始寻求当地人帮助，模型可推断，在碰到bullet ants时，为了不被咬到，身体难受，最好不要碰他们,,,,,,,,,,
,,,,4,Is Jack a person who can stand heat?,人物属性建模,"Yes, he can stand heat.",,模型需要持续追踪Jack，通过他和jay在40多度的亚马逊河流中泡脚和洗澡游泳，模型可判断，Jack是一个可以不怕热、可以抵抗高温的人、,,,,,,,,,,
,,,,5,What is Jack’s main job in Pucallpa?,"多线索推理,人物属性建模",Helping communicate with Peruvian people.,,模型需看完整个视频，对Jack在亚马逊丛林探险中的工作进行评估，可以得出Jack在亚马逊丛林探险中的工作主要是帮助Jay一行人在Pucallpa与当地人交流、,,,,,,,,,,
65,https://m.youtube.com/watch?v=y-34-bAKgU8&list=LL&index=11&t=5s&pp=gAQBiAQB,22:26,测评 - 其他,1,What is Ryan’s hobby?,人物属性建模,Riding different trains.,,模型需要对Ryan进行追踪，通过Ryan特别喜欢日本的皮卡丘火车以及特意带着自己的爸爸策划了日本火车行，可以判断Ryan喜欢乘坐不同的火车。,,,,,,,,,,
,,,,2,"If you want to enjoy the scenery on the train, which train is the best choice in Japan?","多线索推理,通用知识推理",Saphir Odoriko.,在Ryan和爸爸乘坐的所有或车中，只有Saphir Odoriko路过大海和特别优美的景色，如果想要来日本乘坐火车观赏景色，Saphir Odoriko一定是最适合的火车。,模型需要浏览整个视频，了解每个火车经过的窗外景色，对每个火车路过的景色和窗外的环境进行对比评估，由此推断Saphir Odoriko是在日本最适合观赏景色的一辆货车。,,,,,,,,,,
,,,,3,What is Ryan’s dad’s favorite train?,多线索推理,Peregrine Falcon.,,模型需要在整个视频中找到Ryan爸爸给每个火车打分的片段，通过分数的不同，来判断Ryan爸爸的喜好，其中Peregrine Falcon是得分最高的火车，模型据此判断Peregrine Falcon是Ryan爸爸最喜欢的火车。,,,,,,,,,,
,,,,4,What is Ryan’s dad’s hobby?,"多线索推理,人物属性建模",He likes testing the speed of vehicles.,,模型需要对Ryan爸爸进行持续追踪，通过他在不同火车上锲而不舍地拿出手机测试每一辆火车的速度以及Ryan在旁边说这是他爸爸最喜欢做的事可以得治Ryan爸爸的爱好是喜欢测试交通工具速度,,,,,,,,,,
,,,,5,Which train is most suitable for people who like pink in Japan?,"多线索推理,通用知识推理",Hello Kitty Shinkansen.,在计划乘坐的六辆火车中，只有 Hello Kitty Shinkansen整个车身是粉色的，切 Hello Kitty Shinkansen里面内饰包括火车的地毯、洗手间以及门都是粉色的，所以喜欢粉色的人来日本最适合的火车线路是 Hello Kitty Shinkansen。,模型需要浏览整个视频，需要模型综有关六辆火车的多个片段，对六辆火车的外观、内饰的颜色都进行仔细辨别，根据题目中喜欢粉色的问答条件推断Hello Kitty Shinkansen是最适合喜欢粉色人群乘坐的火车。,,,,,,,,,,
66,https://m.youtube.com/watch?v=GTIjylkB-TI&list=LL&index=25&t=431s&pp=gAQBiAQB,24:57,街头互动 - 社会观察,1,Which country is Yan from?,"多线索推理,人物属性建模",China.,,模型需要持续追踪Yan这一人物，在Yan邀请打印店老板去排队时说英文以及在派对上和自己的儿子说中文交流等行为，模型可以判断Yan来自中国。,,,,,,,,,,
,,,,2,What is the first app that a Swedish person like Staffan should download to build their social network in China?,通用知识推理,WeChat.,Matt在众人谈话时提到在中国，如果你没有微信，那么你就不能付钱，也不能和朋友联系交流，在中国没有微信行不通，可以推断像Staffan一样的瑞典人来到中国，想要建立自己的社交网络，首先要先下载WeChat,模型需要浏览视频，定位到众人在商量如何联系在上海的当地人来参加排队的画面，通过Matt的话语模型可以了解WeChat这一社交软胶是中国人主要的联系交流方式，由此推断下第一个载WeChat可以帮助外国人建立自己的社交圈。,,,,,,,,,,
,,,,3,Is Staffan an extrovert or an introvert?,人物属性建模,An extrovert.,,模型需要对Staffen这一人物进行辨别追踪，通过他在上海街头众人面前演讲以及在路上邀请陌生人参加自己举办的party等行为判断他是一个外向活泼的人。,,,,,,,,,,
,,,,4,How can you avoid WeChat account being blocked?,"多模态/多语言推理,通用知识推理",To avoid adding too many in a short period.,Staffen因为在街头被众人一哄而上在短时间被很多人加了微信，第二天发现微信被禁止使用，从而推断要想微信不被封禁，就要避免短时间内加大量人。,模型需要对Staffen微信被封禁的画面进行搜索，通过视听结合发现微信被封禁时的提示语，找到微信被封禁的原因是有突然加太多人，账号行骗的风险，从而推断避免短时间内加大量人可以保证账号安全。,,,,,,,,,,
,,,,5,What was the first thing Staffan and his group did after finding the house for the queue event?,多跳推理,Buying things to decorate the room from IKEA.,,模型需要先定位到Staffen一行人找到开派对的房子后的画面，接着才能对众人的行为进行持续追踪，才找到房子后做的第一件事进行追踪判断。,,,,,,,,,,
67,https://m.youtube.com/watch?v=dya3CDOEWYE&list=LL&index=7&pp=gAQBiAQB,20:19,测评 - 其他,1,What is Evon’s job?,人物属性建模, Security guard.,,在Owen and Jack被夏威夷度假区的工作人员发现不是酒店客人后，工作人员开始通过对讲机呼唤Evon，让Evon将二人赶出去，由此推断，Evon职业为保安。,,,,,,,,,,
,,,,2,Which app can help you quickly get a ride in Hawaii?,通用知识推理,Uber.,Owen and Jack从飞机上下来，到达夏威夷后，用时非常短就在机场附近找到了Uber派来的车，非常方便快捷，由此推断，在夏威夷使用Uber可以让人快速打到车。,模型需要定位到Owen and Jack两人从飞机下来，到达夏威夷的片段，两人通过Uber快速打到车抵达夏威夷度假区模型可以推断，软件Uber可以帮助人们在夏威夷快速打车节省时间。,,,,,,,,,,
,,,,3,Do Owen and Jack have a close relationship?,"多线索推理,人物属性建模",Yes.,,模型需要对Owen and Jack持续进行追踪，通过二人从家飞到夏威夷以及在Owen陪着Jack在度假区相处和冒险的多个片段，模型可以推断两人关系亲密。,,,,,,,,,,
,,,,4,How many of the four plans did Jack and Owen complete on the second day?,"多线索推理,多跳推理",They completed two: working out and snorkeling with turtles.,,模型首先需要定位到Owen and Jack两人在度假区度过的第二天的片段，通过对第二天两人的行踪的观察，结合多个片段可以得知在第二天，两人只完成了四项计划中的两项，即working out and snorkeling with turtles,,,,,,,,,,
